 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.22686949E-11      6.0231128      6.0231128         1
  0.59434354E-11     12.1229152     12.1229152         2
  0.93648886E-11     18.3584821     18.3584821         3
  0.14987162E-10     24.5549036     24.5549036         4
  0.19205223E-10     30.7723776     30.7723776         5
  0.20054629E-10     36.9790676     36.9790676         6
  0.22666871E-10     30.7723812     30.7723812         7
  0.30259140E-10     24.5723920     24.5723920         8
  0.32305524E-10     30.7227458     30.7227458         9
  0.43501174E-10     36.9336395     36.9336395        10
  0.43730710E-10     43.1588111     43.1588111        11
  0.47473228E-10     49.4347895     49.4347895        12
  0.47582688E-10     67.6608460     67.6608460        13
  0.48086961E-10     73.8745396     73.8745396        14
  0.50420995E-10     80.2474857     80.2474857        15
  0.52215931E-10     80.1342585     80.1342585        16
  0.52473269E-10     86.1831259     86.1831259        17
  0.53064369E-10     92.5273605     92.5273605        18
  0.54444744E-10     98.6955128     98.6955128        19
  0.73806349E-10    104.9620437    104.9620437        20
  0.76764367E-10    111.0210115    111.0210115        21
  0.77454056E-10    117.2337458    117.2337458        22
  0.77860949E-10    123.3226638    123.3226638        23
  0.81032025E-10    129.6188021    129.6188021        24
  0.84231653E-10    135.6736279    135.6736279        25
  0.85613636E-10    141.8510527    141.8510527        26
  0.95170786E-10    148.1207141    148.1207141        27
  0.96017094E-10    154.2534209    154.2534209        28
  0.10977903E-09    160.4139955    160.4139955        29
  0.11060242E-09    166.5684098    166.5684098        30
  0.11792974E-09    160.4174100    160.4174100        31
  0.12449420E-09    154.2263596    154.2263596        32
  0.12488065E-09    160.3928023    160.3928023        33
  0.12621984E-09    166.8363402    166.8363402        34
  0.13080189E-09    172.8516146    172.8516146        35
  0.13697507E-09    179.0405745    179.0405745        36
  0.13912310E-09    185.2332853    185.2332853        37
  0.13943826E-09    184.9808513    184.9808513        38
  0.15841844E-09    185.4046845    185.4046845        39
  0.16007146E-09    191.5386732    191.5386732        40
  0.16633232E-09    197.6187827    197.6187827        41
  0.17947586E-09    203.9331532    203.9331532        42
  0.18227652E-09    210.2675186    210.2675186        43
  0.18424107E-09    216.3448728    216.3448728        44
  0.18819570E-09    222.5657498    222.5657498        45
  0.19280834E-09    228.7089337    228.7089337        46
  0.20173135E-09    234.8304795    234.8304795        47
  0.20644634E-09    241.0936416    241.0936416        48
  0.21742685E-09    234.8302024    234.8302024        49
  0.23609571E-09    241.0801263    241.0801263        50
  0.24062594E-09    247.2066206    247.2066206        51
  0.25049845E-09    253.4643347    253.4643347        52
  0.25064034E-09    247.2096116    247.2096116        53
  0.25488818E-09    253.3876808    253.3876808        54
  0.25670425E-09    259.6240179    259.6240179        55
  0.26104569E-09    265.5640314    265.5640314        56
  0.27031970E-09    271.9573019    271.9573019        57
  0.27646462E-09    278.0134071    278.0134071        58
  0.28526045E-09    271.9573002    271.9573002        59
  0.28727571E-09    265.5899292    265.5899292        60
  0.28971716E-09    271.8025277    271.8025277        61
  0.29543200E-09    278.1655741    278.1655741        62
  0.30040620E-09    271.8025329    271.8025329        63
  0.30215099E-09    277.9462345    277.9462345        64
  0.30255565E-09    284.2582534    284.2582534        65
  0.31234949E-09    290.3183386    290.3183386        66
  0.31271940E-09    296.6267830    296.6267830        67
  0.31471259E-09    302.7446729    302.7446729        68
  0.31955012E-09    309.1615951    309.1615951        69
  0.32506977E-09    315.1733949    315.1733949        70
  0.32589809E-09    321.5019386    321.5019386        71
  0.32894446E-09    315.1733960    315.1733960        72
  0.32912621E-09    321.5260824    321.5260824        73
  0.33084499E-09    333.8491022    333.8491022        74
  0.33146161E-09    327.8070511    327.8070511        75
  0.33597177E-09    334.0526507    334.0526507        76
  0.34007580E-09    345.9988252    345.9988252        77
  0.34039458E-09    352.3866760    352.3866760        78
  0.35192291E-09    358.8029450    358.8029450        79
  0.36006057E-09    371.0692435    371.0692435        80
  0.36282864E-09    377.1868213    377.1868213        81
  0.37149102E-09    371.0692412    371.0692412        82
  0.37401306E-09    371.1878250    371.1878250        83
  0.37418543E-09    377.3736967    377.3736967        84
  0.37500269E-09    383.5270423    383.5270423        85
  0.37628122E-09    389.8405150    389.8405150        86
  0.37747610E-09    395.8704010    395.8704010        87
  0.38084250E-09    402.0313804    402.0313804        88
  0.38102017E-09    408.4341447    408.4341447        89
  0.38482873E-09    414.4908582    414.4908582        90
  0.38786283E-09    420.7659539    420.7659539        91
  0.39085213E-09    414.4908559    414.4908559        92
  0.39506446E-09    420.7660262    420.7660262        93
  0.41106599E-09    426.8711664    426.8711664        94
  0.41214974E-09    433.0791617    433.0791617        95
  0.41279408E-09    439.1867530    439.1867530        96
  0.41783792E-09    445.3093833    445.3093833        97
  0.42854922E-09    451.4920233    451.4920233        98
  0.42963221E-09    457.8623335    457.8623335        99
  0.43079857E-09    463.9461232    463.9461232       100
  0.43433773E-09    470.2021766    470.2021766       101
  0.43763554E-09    476.3908128    476.3908128       102
  0.43766731E-09    488.6569778    488.6569778       103
  0.43809572E-09    494.8152043    494.8152043       104
  0.44258238E-09    500.9826450    500.9826450       105
  0.44563961E-09    507.1827730    507.1827730       106
  0.45068844E-09    513.4589134    513.4589134       107
  0.45565249E-09    519.6245680    519.6245680       108
  0.45662377E-09    525.7769499    525.7769499       109
  0.46002526E-09    532.0772199    532.0772199       110
  0.46750629E-09    538.1475170    538.1475170       111
  0.47082948E-09    544.4128393    544.4128393       112
  0.47320852E-09    550.6255876    550.6255876       113
  0.47815709E-09    544.4128003    544.4128003       114
