 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.37987817E-12      6.0090311      6.0090311         1
  0.23375475E-11     12.2607994     12.2607994         2
  0.39366794E-11     18.3438812     18.3438812         3
  0.77076481E-11     24.6017592     24.6017592         4
  0.13302331E-10     30.7656878     30.7656878         5
  0.15377400E-10     36.8915254     36.8915254         6
  0.21268268E-10     43.1939315     43.1939315         7
  0.22474692E-10     49.2095586     49.2095586         8
  0.28271988E-10     49.1948728     49.1948728         9
  0.29151716E-10     55.4753152     55.4753152        10
  0.46526516E-10     61.6146503     61.6146503        11
  0.49891110E-10     67.8651425     67.8651425        12
  0.52490038E-10     74.1238210     74.1238210        13
  0.52979150E-10     86.2793349     86.2793349        14
  0.53841935E-10     86.5455231     86.5455231        15
  0.57293894E-10     92.5352631     92.5352631        16
  0.69919469E-10     98.8684145     98.8684145        17
  0.71213039E-10    105.0596457    105.0596457        18
  0.75239601E-10    111.1839222    111.1839222        19
  0.79897202E-10    117.3279702    117.3279702        20
  0.80541594E-10    123.5547736    123.5547736        21
  0.80626131E-10    129.6511307    129.6511307        22
  0.86535101E-10    135.8984252    135.8984252        23
  0.90266663E-10    142.0271183    142.0271183        24
  0.91292788E-10    142.0255947    142.0255947        25
  0.96563672E-10    142.0613373    142.0613373        26
  0.10258061E-09    148.3865963    148.3865963        27
  0.10374346E-09    142.0612783    142.0612783        28
  0.10845735E-09    148.3197711    148.3197711        29
  0.11971448E-09    154.5635783    154.5635783        30
  0.12349708E-09    160.8345994    160.8345994        31
  0.12743906E-09    166.9981460    166.9981460        32
  0.13309518E-09    173.2263835    173.2263835        33
  0.14480171E-09    179.3823665    179.3823665        34
  0.15049625E-09    185.6957706    185.6957706        35
  0.15654529E-09    179.3823727    179.3823727        36
  0.15834207E-09    179.3260153    179.3260153        37
  0.15877441E-09    185.5959806    185.5959806        38
  0.16037423E-09    191.9611107    191.9611107        39
  0.16211240E-09    185.5959874    185.5959874        40
  0.17722946E-09    191.8750381    191.8750381        41
  0.17967748E-09    198.2238510    198.2238510        42
  0.18378583E-09    204.2089700    204.2089700        43
  0.18765046E-09    210.5502343    210.5502343        44
  0.20388668E-09    216.6893755    216.6893755        45
  0.20558612E-09    222.8003821    222.8003821        46
  0.20559333E-09    229.0439418    229.0439418        47
  0.21423404E-09    235.2073932    235.2073932        48
  0.21535543E-09    241.3515613    241.3515613        49
  0.22069456E-09    247.7518587    247.7518587        50
  0.22958833E-09    253.9071531    253.9071531        51
  0.23225325E-09    260.0166940    260.0166940        52
  0.23438298E-09    266.3259220    266.3259220        53
  0.23493643E-09    278.3159405    278.3159405        54
  0.23879016E-09    284.6411259    284.6411259        55
