 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.43015373E-12      6.0218074      6.0218074         1
  0.56634883E-11     12.2765083     12.2765083         2
  0.79424055E-11     18.3894517     18.3894517         3
  0.99128264E-11     24.5378146     24.5378146         4
  0.17575158E-10     30.7563136     30.7563136         5
  0.20935908E-10     37.0255281     37.0255281         6
  0.26093058E-10     43.1489242     43.1489242         7
  0.27096706E-10     49.1061693     49.1061693         8
  0.53507458E-10     43.1489235     43.1489235         9
  0.55168413E-10     49.3307191     49.3307191        10
  0.55649701E-10     55.5909742     55.5909742        11
  0.62500436E-10     49.3308162     49.3308162        12
  0.64309035E-10     55.4289319     55.4289319        13
  0.69889342E-10     61.7118199     61.7118199        14
  0.73575940E-10     67.8104170     67.8104170        15
  0.75793242E-10     74.0157950     74.0157950        16
  0.76325785E-10     80.1517139     80.1517139        17
  0.76378851E-10     86.4252466     86.4252466        18
  0.79042575E-10     92.5730911     92.5730911        19
  0.80942294E-10     98.7592073     98.7592073        20
  0.84922240E-10    104.9572276    104.9572276        21
  0.87498845E-10    111.0701788    111.0701788        22
  0.89780309E-10    117.3540503    117.3540503        23
  0.90527024E-10    123.5601632    123.5601632        24
  0.92014728E-10    129.8190105    129.8190105        25
  0.95712140E-10    123.5601508    123.5601508        26
  0.96063826E-10    129.7759500    129.7759500        27
  0.97646552E-10    135.9986449    135.9986449        28
  0.10636063E-09    142.2737291    142.2737291        29
  0.11198291E-09    148.3783308    148.3783308        30
  0.11393722E-09    154.5189025    154.5189025        31
  0.11850969E-09    160.6742113    160.6742113        32
  0.11955473E-09    166.8899388    166.8899388        33
  0.12126431E-09    173.0447813    173.0447813        34
  0.12876957E-09    173.0911474    173.0911474        35
  0.13123771E-09    179.1985873    179.1985873        36
  0.13602856E-09    185.2860211    185.2860211        37
  0.14526491E-09    191.4708869    191.4708869        38
  0.14758384E-09    191.5149103    191.5149103        39
  0.14768134E-09    197.9056894    197.9056894        40
  0.15047440E-09    203.9170051    203.9170051        41
  0.15374767E-09    210.1515023    210.1515023        42
  0.15423284E-09    216.3138222    216.3138222        43
  0.15509216E-09    222.3635739    222.3635739        44
  0.15651987E-09    228.6325955    228.6325955        45
  0.16517659E-09    234.9647423    234.9647423        46
  0.16548264E-09    241.0393949    241.0393949        47
  0.16754780E-09    247.2294541    247.2294541        48
  0.17132849E-09    241.0393952    241.0393952        49
  0.17238832E-09    246.9434317    246.9434317        50
  0.17254087E-09    247.1700510    247.1700510        51
  0.17376753E-09    253.2446296    253.2446296        52
  0.17390189E-09    259.5004114    259.5004114        53
  0.17647060E-09    253.2446243    253.2446243        54
  0.17768300E-09    265.7371022    265.7371022        55
  0.18036361E-09    253.2446243    253.2446243        56
  0.18209598E-09    259.3684940    259.3684940        57
  0.18266727E-09    265.5950610    265.5950610        58
  0.18345823E-09    271.9390057    271.9390057        59
  0.18380960E-09    278.2156483    278.2156483        60
  0.18556417E-09    284.3805924    284.3805924        61
  0.19789412E-09    290.7823928    290.7823928        62
  0.20122552E-09    296.7542127    296.7542127        63
  0.20131218E-09    302.7785661    302.7785661        64
  0.20262302E-09    309.0873727    309.0873727        65
  0.20429252E-09    315.1909593    315.1909593        66
  0.20483631E-09    321.3735412    321.3735412        67
  0.20769244E-09    327.4728999    327.4728999        68
  0.21365343E-09    333.6126651    333.6126651        69
  0.22205827E-09    327.4720706    327.4720706        70
  0.22761183E-09    333.8121625    333.8121625        71
  0.22865766E-09    340.0808876    340.0808876        72
  0.23894505E-09    346.0621280    346.0621280        73
  0.24748210E-09    352.1195600    352.1195600        74
  0.25158902E-09    358.5143827    358.5143827        75
  0.25327534E-09    364.6254181    364.6254181        76
  0.25436406E-09    370.7342025    370.7342025        77
  0.25608332E-09    377.0507514    377.0507514        78
  0.26048056E-09    383.3606931    383.3606931        79
  0.26220112E-09    389.6098585    389.6098585        80
  0.26751346E-09    395.5474766    395.5474766        81
  0.27390316E-09    401.6735630    401.6735630        82
  0.27570305E-09    408.0961221    408.0961221        83
  0.28259287E-09    413.9905065    413.9905065        84
  0.28331680E-09    420.1679778    420.1679778        85
  0.28453434E-09    426.3766304    426.3766304        86
  0.28546170E-09    432.6447528    432.6447528        87
  0.28973734E-09    438.7941696    438.7941696        88
  0.28987606E-09    438.9160646    438.9160646        89
  0.29208361E-09    445.0420548    445.0420548        90
  0.29670002E-09    445.0888826    445.0888826        91
  0.29981900E-09    463.2159763    463.2159763        92
  0.30237720E-09    469.6521055    469.6521055        93
  0.31306815E-09    469.5945692    469.5945692        94
  0.31315305E-09    469.6520214    469.6520214        95
  0.31611915E-09    475.9362160    475.9362160        96
  0.32159758E-09    481.9445926    481.9445926        97
  0.33351660E-09    488.1302541    488.1302541        98
  0.33397439E-09    494.4553493    494.4553493        99
  0.33898061E-09    500.5077000    500.5077000       100
  0.34379416E-09    506.6991239    506.6991239       101
  0.35348745E-09    513.0172724    513.0172724       102
  0.36378704E-09    519.2268946    519.2268946       103
  0.36593352E-09    525.4831487    525.4831487       104
  0.36642880E-09    531.4020576    531.4020576       105
  0.36736489E-09    525.4831483    525.4831483       106
  0.36970361E-09    531.6792596    531.6792596       107
  0.37697351E-09    537.7084185    537.7084185       108
