 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.92352168E-13      6.0089012      6.0089012         1
  0.32648940E-10     12.1588711     12.1588711         2
  0.34529616E-10     18.2721024     18.2721024         3
  0.37245997E-10     24.4103318     24.4103318         4
  0.40619406E-10     30.6691705     30.6691705         5
  0.47239226E-10     36.9452207     36.9452207         6
  0.48447969E-10     43.1561523     43.1561523         7
  0.54520684E-10     49.3085250     49.3085250         8
  0.59405797E-10     55.4097020     55.4097020         9
  0.64322568E-10     49.3085257     49.3085257        10
  0.65612453E-10     55.4643582     55.4643582        11
  0.68705545E-10     61.6558494     61.6558494        12
  0.77216234E-10     67.7980649     67.7980649        13
  0.77945332E-10     74.1363177     74.1363177        14
  0.84889476E-10     80.2281289     80.2281289        15
  0.84988544E-10     86.5076989     86.5076989        16
  0.93516595E-10     92.8828862     92.8828862        17
  0.99586291E-10     98.9679941     98.9679941        18
  0.10125500E-09    105.1508115    105.1508115        19
  0.10205257E-09     98.9679315     98.9679315        20
  0.10243687E-09    104.9951941    104.9951941        21
  0.10307651E-09    111.3344533    111.3344533        22
  0.10359585E-09    104.9951789    104.9951789        23
  0.10971116E-09    111.3344496    111.3344496        24
  0.11003141E-09    117.4930680    117.4930680        25
  0.11128431E-09    123.6545054    123.6545054        26
  0.11214566E-09    123.9008261    123.9008261        27
  0.11237908E-09    129.7283069    129.7283069        28
  0.11674535E-09    135.8195654    135.8195654        29
  0.11795465E-09    142.1470655    142.1470655        30
  0.12187255E-09    135.8195698    135.8195698        31
  0.12289024E-09    141.9710686    141.9710686        32
  0.12712397E-09    142.0800819    142.0800819        33
  0.12739561E-09    148.2795628    148.2795628        34
  0.13085383E-09    154.6206940    154.6206940        35
  0.13337673E-09    160.7026632    160.7026632        36
  0.13455063E-09    166.9495285    166.9495285        37
  0.14236041E-09    173.2608166    173.2608166        38
  0.14348930E-09    179.3852045    179.3852045        39
  0.14527077E-09    185.4871587    185.4871587        40
  0.14636850E-09    191.6072601    191.6072601        41
  0.14899487E-09    197.8857630    197.8857630        42
  0.15235494E-09    203.9140776    203.9140776        43
  0.15646720E-09    210.3357097    210.3357097        44
  0.16573394E-09    210.2001826    210.2001826        45
  0.16743590E-09    216.4480071    216.4480071        46
  0.16985001E-09    216.4462063    216.4462063        47
  0.17816832E-09    222.9800436    222.9800436        48
  0.17904906E-09    228.8413895    228.8413895        49
  0.18315365E-09    235.1051131    235.1051131        50
  0.18779211E-09    235.1199947    235.1199947        51
  0.18877569E-09    235.1051161    235.1051161        52
  0.19075709E-09    235.1200884    235.1200884        53
  0.19528576E-09    247.2687906    247.2687906        54
  0.19555315E-09    253.6865681    253.6865681        55
  0.20042609E-09    259.8338472    259.8338472        56
  0.20507419E-09    266.0058993    266.0058993        57
  0.20561711E-09    266.0070176    266.0070176        58
  0.20827635E-09    272.2693984    272.2693984        59
  0.21183435E-09    278.3101690    278.3101690        60
  0.21755306E-09    272.2694172    272.2694172        61
  0.21861475E-09    278.3495545    278.3495545        62
  0.22057466E-09    284.4449600    284.4449600        63
  0.22243072E-09    284.5518004    284.5518004        64
  0.22444937E-09    278.4720499    278.4720499        65
  0.22509700E-09    284.5380959    284.5380959        66
  0.22636601E-09    290.8569398    290.8569398        67
  0.23513793E-09    297.0400464    297.0400464        68
  0.23950074E-09    303.1367266    303.1367266        69
  0.24156745E-09    303.1439778    303.1439778        70
  0.24490748E-09    309.4233142    309.4233142        71
  0.24496559E-09    315.6778641    315.6778641        72
  0.24878741E-09    321.7867896    321.7867896        73
  0.25106795E-09    327.9165761    327.9165761        74
  0.25698361E-09    321.7867860    321.7867860        75
  0.25878535E-09    321.6919527    321.6919527        76
  0.26939068E-09    340.2028478    340.2028478        77
  0.27889038E-09    346.5701008    346.5701008        78
  0.27929680E-09    346.7632250    346.7632250        79
  0.28064423E-09    346.5700977    346.5700977        80
  0.28254343E-09    352.7765475    352.7765475        81
  0.28920999E-09    358.8245199    358.8245199        82
  0.29170524E-09    364.7744604    364.7744604        83
  0.29872632E-09    371.1609686    371.1609686        84
  0.30904683E-09    377.4239205    377.4239205        85
  0.31184670E-09    389.3876306    389.3876306        86
  0.31475022E-09    396.3372595    396.3372595        87
  0.32751277E-09    389.3877476    389.3877476        88
  0.32868236E-09    389.8978830    389.8978830        89
  0.33052203E-09    408.5606398    408.5606398        90
  0.33850061E-09    420.7132988    420.7132988        91
  0.35098660E-09    432.7881446    432.7881446        92
  0.35407864E-09    426.9335644    426.9335644        93
  0.35963332E-09    433.2566862    433.2566862        94
  0.36378260E-09    432.7665485    432.7665485        95
  0.36735189E-09    426.7027479    426.7027479        96
  0.36929325E-09    426.7592835    426.7592835        97
  0.37081184E-09    433.3564506    433.3564506        98
  0.37400064E-09    439.2652718    439.2652718        99
  0.38302423E-09    439.0906987    439.0906987       100
