 #  Elapsed Time    Sqr Displ.      Sqr Displ.     Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni        Atom NiV  ********
  0.00000000E+00      0.0000000      0.0000000      0.0000000         0
  0.14076828E-11      6.0342657      6.0340811      0.0001846         1
  0.32873681E-11     12.1412337     12.1408024      0.0004314         2
  0.90325657E-11     12.2193973     12.2193274      0.0000699         3
  0.10381697E-10     18.3381272     18.3378981      0.0002291         4
  0.12030144E-10     24.4607055     24.4593600      0.0013455         5
  0.20265533E-10     30.7435996     30.7431092      0.0004903         6
  0.21012746E-10     30.6521349     30.6517944      0.0003405         7
  0.25395394E-10     36.8216727     36.8212471      0.0004256         8
  0.25548924E-10     43.1325368     43.1319000      0.0006369         9
  0.26240263E-10     49.4451082     49.4444766      0.0006316        10
  0.35506384E-10     55.5646523     55.5631605      0.0014918        11
  0.41030233E-10     61.6508887     61.6488411      0.0020476        12
  0.41395800E-10     67.7757292     67.7716187      0.0041104        13
  0.52405904E-10     74.0567093     74.0517509      0.0049584        14
  0.58083673E-10     80.1061685     80.1009757      0.0051929        15
  0.60722103E-10     86.3395087     86.3330772      0.0064315        16
  0.61251516E-10     92.5367212     92.5273215      0.0093997        17
  0.76922071E-10     86.3395070     86.3330755      0.0064315        18
  0.78337316E-10     92.5052554     92.4966645      0.0085909        19
  0.85372207E-10     98.7188070     98.7114271      0.0073799        20
  0.90274541E-10    104.8880527    104.8777900      0.0102627        21
  0.91404037E-10    104.8456306    104.8361503      0.0094803        22
  0.93683411E-10    111.1035233    111.0935197      0.0100036        23
  0.10138534E-09    111.0262538    111.0184882      0.0077656        24
  0.10541805E-09    117.4141031    117.4049100      0.0091931        25
  0.10571568E-09    123.6584303    123.6495235      0.0089068        26
  0.10804944E-09    129.7173935    129.7058871      0.0115063        27
  0.10949479E-09    135.8813348    135.8682348      0.0131001        28
  0.10972056E-09    141.9918514    141.9767167      0.0151347        29
  0.11293218E-09    148.1240609    148.1062677      0.0177932        30
