 #  Elapsed Time    Sqr Displ.      Sqr Displ.     Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni        Atom NiV  ********
  0.00000000E+00      0.0000000      0.0000000      0.0000000         0
  0.20660233E-11      6.0132919      6.0127339      0.0005580         1
  0.44869468E-11     12.1461149     12.1456411      0.0004738         2
  0.11243821E-10     18.3584974     18.3580094      0.0004880         3
  0.12215451E-10     24.4379767     24.4369710      0.0010057         4
  0.13508071E-10     30.7095905     30.7075148      0.0020757         5
  0.20454189E-10     36.8038827     36.8020098      0.0018730         6
  0.27325247E-10     43.0997912     43.0980337      0.0017575         7
  0.28372122E-10     49.2735428     49.2709357      0.0026071         8
  0.33469720E-10     55.4580353     55.4541197      0.0039155         9
  0.38359348E-10     61.6777097     61.6735879      0.0041218        10
  0.39894969E-10     67.8348397     67.8300312      0.0048086        11
  0.64913940E-10     61.6778085     61.6736868      0.0041218        12
  0.64997873E-10     67.7862567     67.7802230      0.0060337        13
  0.66594088E-10     74.0152601     74.0087517      0.0065084        14
  0.66723382E-10     80.1680295     80.1605641      0.0074654        15
  0.72017257E-10     86.4889893     86.4834288      0.0055605        16
  0.72567773E-10     92.5781330     92.5739106      0.0042224        17
  0.74501607E-10     98.8345767     98.8289738      0.0056029        18
  0.75706334E-10    105.0389603    105.0346755      0.0042848        19
  0.77663254E-10    111.2737788    111.2700118      0.0037670        20
  0.82935262E-10    105.0390019    105.0347171      0.0042848        21
  0.91114539E-10    111.3123062    111.3097508      0.0025554        22
  0.94913301E-10    123.3438338    123.3397063      0.0041275        23
  0.99871410E-10    123.6784659    123.6730078      0.0054580        24
  0.10989346E-09    123.3437503    123.3396228      0.0041275        25
  0.11047379E-09    129.8562999    129.8527990      0.0035009        26
  0.11681259E-09    136.1333882    136.1305872      0.0028010        27
  0.11970656E-09    142.4767340    142.4751438      0.0015902        28
  0.12206184E-09    148.2970797    148.2943076      0.0027721        29
  0.12388138E-09    148.5150560    148.5112578      0.0037982        30
  0.13160620E-09    154.6695186    154.6671243      0.0023943        31
  0.14364039E-09    148.5150568    148.5112586      0.0037982        32
  0.14933407E-09    154.7556106    154.7507564      0.0048541        33
  0.15170673E-09    173.0531401    173.0484408      0.0046993        34
  0.15333078E-09    179.5068417    179.5041388      0.0027029        35
  0.15382857E-09    185.7739027    185.7719286      0.0019741        36
  0.16469771E-09    179.5068410    179.5041381      0.0027028        37
  0.17308759E-09    185.6653455    185.6617702      0.0035753        38
  0.17883357E-09    191.9878770    191.9844338      0.0034432        39
  0.18141481E-09    198.2391797    198.2372449      0.0019348        40
  0.18348632E-09    204.4535708    204.4527755      0.0007953        41
  0.18360509E-09    210.7810780    210.7801681      0.0009099        42
  0.18460839E-09    217.0252625    217.0245097      0.0007528        43
  0.18700862E-09    223.0684096    223.0665474      0.0018622        44
  0.19507743E-09    229.1392245    229.1380438      0.0011807        45
