 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.66893569E-11      6.0219739      6.0219739         1
  0.71804412E-11     12.1414487     12.1414487         2
  0.85502608E-11     18.3720665     18.3720665         3
  0.85940164E-11     24.5622822     24.5622822         4
  0.17259300E-10     30.6515405     30.6515405         5
  0.26029899E-10     36.9328590     36.9328590         6
  0.26846443E-10     49.1503579     49.1503579         7
  0.26869165E-10     55.4295296     55.4295296         8
  0.29038938E-10     55.3146948     55.3146948         9
  0.32185197E-10     49.4351357     49.4351357        10
  0.35801866E-10     55.5142087     55.5142087        11
  0.42889536E-10     61.7111248     61.7111248        12
  0.46681806E-10     67.9136026     67.9136026        13
  0.47092318E-10     74.0360119     74.0360119        14
  0.47932286E-10     67.9136052     67.9136052        15
  0.47965444E-10     74.0541579     74.0541579        16
  0.49382744E-10     80.2171068     80.2171068        17
  0.50132491E-10     86.4782733     86.4782733        18
  0.58987043E-10     92.7149751     92.7149751        19
  0.61858144E-10     98.7270178     98.7270178        20
  0.62274165E-10    104.9452838    104.9452838        21
  0.64607146E-10    111.1190149    111.1190149        22
  0.73137540E-10    117.2780064    117.2780064        23
  0.85945794E-10    123.4769630    123.4769630        24
  0.91823821E-10    129.6284387    129.6284387        25
  0.94018199E-10    135.8085708    135.8085708        26
  0.10671474E-09    142.0784584    142.0784584        27
  0.11015805E-09    148.1931694    148.1931694        28
  0.11804845E-09    154.3073588    154.3073588        29
  0.11993555E-09    154.3726908    154.3726908        30
  0.12143145E-09    154.3074119    154.3074119        31
  0.12366128E-09    160.6567763    160.6567763        32
  0.12633613E-09    166.6657902    166.6657902        33
  0.12695162E-09    173.0566151    173.0566151        34
  0.13176924E-09    179.3263065    179.3263065        35
  0.13497911E-09    185.5164036    185.5164036        36
  0.13557532E-09    191.5808694    191.5808694        37
  0.14145716E-09    197.8043378    197.8043378        38
  0.14857724E-09    204.1614660    204.1614660        39
  0.15142273E-09    210.4002962    210.4002962        40
  0.15697104E-09    216.4340388    216.4340388        41
  0.16555978E-09    216.4327608    216.4327608        42
  0.17530108E-09    228.6921142    228.6921142        43
  0.17833921E-09    234.7465767    234.7465767        44
  0.18672990E-09    235.2622074    235.2622074        45
  0.18854585E-09    241.3931416    241.3931416        46
  0.19662366E-09    247.4195746    247.4195746        47
  0.20321615E-09    253.6010966    253.6010966        48
  0.20327858E-09    259.7132361    259.7132361        49
  0.21445278E-09    265.9738875    265.9738875        50
  0.21558633E-09    272.0831453    272.0831453        51
  0.22325493E-09    278.2673648    278.2673648        52
  0.22830285E-09    284.4708985    284.4708985        53
  0.23497839E-09    290.7261176    290.7261176        54
  0.23911260E-09    284.4709135    284.4709135        55
  0.24582393E-09    290.6324316    290.6324316        56
  0.24583283E-09    284.4709095    284.4709095        57
  0.24691457E-09    290.6467870    290.6467870        58
  0.25068116E-09    296.8116722    296.8116722        59
  0.25107430E-09    302.9989876    302.9989876        60
  0.25186296E-09    309.1506031    309.1506031        61
  0.25231603E-09    315.4637363    315.4637363        62
  0.26099041E-09    321.5285226    321.5285226        63
  0.26973578E-09    327.7049600    327.7049600        64
  0.27547483E-09    333.9810084    333.9810084        65
  0.27563868E-09    340.1326612    340.1326612        66
  0.27654426E-09    346.4248859    346.4248859        67
  0.27709393E-09    352.5626150    352.5626150        68
  0.28024810E-09    358.7274670    358.7274670        69
  0.28229641E-09    358.7189199    358.7189199        70
  0.28333481E-09    364.9171389    364.9171389        71
  0.28766087E-09    364.8905942    364.8905942        72
  0.28815849E-09    371.1293141    371.1293141        73
  0.28816905E-09    377.3219789    377.3219789        74
  0.29269029E-09    383.6338871    383.6338871        75
  0.29510331E-09    395.7804829    395.7804829        76
  0.29612166E-09    402.0278459    402.0278459        77
  0.29749318E-09    408.2253966    408.2253966        78
  0.29835751E-09    414.6480927    414.6480927        79
  0.30239853E-09    432.7815152    432.7815152        80
  0.30293438E-09    439.2581921    439.2581921        81
  0.30360646E-09    445.1429849    445.1429849        82
  0.30447857E-09    451.7061985    451.7061985        83
  0.31653626E-09    457.9636273    457.9636273        84
  0.31678208E-09    464.1215167    464.1215167        85
  0.31952130E-09    470.2965339    470.2965339        86
  0.31973227E-09    476.4809207    476.4809207        87
  0.31996008E-09    482.7008364    482.7008364        88
  0.32154924E-09    488.7547066    488.7547066        89
  0.32392226E-09    488.8705745    488.8705745        90
  0.33436604E-09    488.8888172    488.8888172        91
  0.34624273E-09    495.1664118    495.1664118        92
  0.34718201E-09    500.9376115    500.9376115        93
  0.34736164E-09    500.7880425    500.7880425        94
  0.34967157E-09    482.7781376    482.7781376        95
  0.35110631E-09    488.9811556    488.9811556        96
  0.35695796E-09    495.2145701    495.2145701        97
  0.35928198E-09    501.2786411    501.2786411        98
  0.36349660E-09    507.2160986    507.2160986        99
  0.36390831E-09    507.3957018    507.3957018       100
  0.36761054E-09    501.0598155    501.0598155       101
  0.37097947E-09    507.1666008    507.1666008       102
  0.37173426E-09    513.1094087    513.1094087       103
  0.37489422E-09    513.4916629    513.4916629       104
  0.38076753E-09    519.6270041    519.6270041       105
  0.38293211E-09    525.6972035    525.6972035       106
  0.38440009E-09    519.6270002    519.6270002       107
  0.38839905E-09    525.6971252    525.6971252       108
  0.39110284E-09    532.1151552    532.1151552       109
  0.40245538E-09    537.9925068    537.9925068       110
  0.40572923E-09    532.1151547    532.1151547       111
  0.40686180E-09    525.7388259    525.7388259       112
  0.40874708E-09    531.9807837    531.9807837       113
  0.41187831E-09    537.9673954    537.9673954       114
  0.42103238E-09    544.2476828    544.2476828       115
  0.42312036E-09    544.4013701    544.4013701       116
  0.43019053E-09    544.2476852    544.2476852       117
  0.43137314E-09    556.4226224    556.4226224       118
  0.43368073E-09    562.9609841    562.9609841       119
  0.43382376E-09    569.0726216    569.0726216       120
  0.44743664E-09    575.2356178    575.2356178       121
  0.45053736E-09    581.4012213    581.4012213       122
  0.48179363E-09    587.5947962    587.5947962       123
  0.48181462E-09    593.8485703    593.8485703       124
  0.48655886E-09    599.9488090    599.9488090       125
  0.49499699E-09    606.2192038    606.2192038       126
  0.49633032E-09    612.3489954    612.3489954       127
  0.49941208E-09    618.4143426    618.4143426       128
  0.50649954E-09    624.6690598    624.6690598       129
  0.50827780E-09    630.9358569    630.9358569       130
  0.50833909E-09    636.9694279    636.9694279       131
  0.51980521E-09    643.2226151    643.2226151       132
  0.52096134E-09    649.5562224    649.5562224       133
  0.52272719E-09    655.6904460    655.6904460       134
  0.52486628E-09    661.9063563    661.9063563       135
  0.52576587E-09    668.1646277    668.1646277       136
  0.52618439E-09    674.2522390    674.2522390       137
  0.54232361E-09    680.6131230    680.6131230       138
  0.54390676E-09    686.4214551    686.4214551       139
  0.54394555E-09    692.6819645    692.6819645       140
  0.54687824E-09    692.8631603    692.8631603       141
  0.54739651E-09    698.8914385    698.8914385       142
  0.55208512E-09    704.9634767    704.9634767       143
  0.55997999E-09    711.0950168    711.0950168       144
  0.56230216E-09    717.3889579    717.3889579       145
  0.56784192E-09    723.6307649    723.6307649       146
  0.58851201E-09    717.3889577    717.3889577       147
  0.59194493E-09    723.4088739    723.4088739       148
  0.59585367E-09    729.4935731    729.4935731       149
  0.60335434E-09    735.7426157    735.7426157       150
  0.60547747E-09    742.0870775    742.0870775       151
  0.60645640E-09    742.1135427    742.1135427       152
  0.62653019E-09    748.3539165    748.3539165       153
  0.62879055E-09    754.4924466    754.4924466       154
  0.62893089E-09    766.5765790    766.5765790       155
  0.63169834E-09    754.4923984    754.4923984       156
  0.63275413E-09    760.8418135    760.8418135       157
  0.63288082E-09    761.0923505    761.0923505       158
  0.63768130E-09    754.7736313    754.7736313       159
  0.63895384E-09    767.0668887    767.0668887       160
  0.64516952E-09    760.7141254    760.7141254       161
  0.64585629E-09    767.1717523    767.1717523       162
  0.64610922E-09    773.1884422    773.1884422       163
  0.65171045E-09    779.3582640    779.3582640       164
  0.65324461E-09    785.5988835    785.5988835       165
  0.65454452E-09    791.9274625    791.9274625       166
  0.65822718E-09    797.9185477    797.9185477       167
  0.66072047E-09    810.2543743    810.2543743       168
  0.66492642E-09    816.5743274    816.5743274       169
  0.66673990E-09    822.7778077    822.7778077       170
  0.66750046E-09    816.5742139    816.5742139       171
  0.67194351E-09    822.9570006    822.9570006       172
  0.67226537E-09    829.3267533    829.3267533       173
  0.67499363E-09    835.4009693    835.4009693       174
  0.68155671E-09    847.7142700    847.7142700       175
  0.69536593E-09    853.8986647    853.8986647       176
  0.70306878E-09    860.2535394    860.2535394       177
  0.71172893E-09    866.2775974    866.2775974       178
  0.71553219E-09    872.7676018    872.7676018       179
  0.71914482E-09    878.8667973    878.8667973       180
  0.72185345E-09    885.1356364    885.1356364       181
  0.72319446E-09    891.3674921    891.3674921       182
  0.72417250E-09    897.5674143    897.5674143       183
  0.72486858E-09    903.7529279    903.7529279       184
  0.72511882E-09    903.6975412    903.6975412       185
  0.73010274E-09    903.7269166    903.7269166       186
  0.73448850E-09    910.1403296    910.1403296       187
  0.73769682E-09    922.0285632    922.0285632       188
  0.74537880E-09    922.2110875    922.2110875       189
