 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.40078609E-12      6.0235425      6.0235425         1
  0.33189603E-11     12.0183579     12.0183579         2
  0.37554188E-11     18.1689374     18.1689374         3
  0.39830821E-11     24.2858384     24.2858384         4
  0.40575784E-11     30.3903288     30.3903288         5
  0.47088644E-11     36.5628177     36.5628177         6
  0.69274907E-11     42.7687464     42.7687464         7
  0.77415211E-11     42.7288796     42.7288796         8
  0.12344506E-10     42.7687457     42.7687457         9
  0.13149724E-10     48.9623715     48.9623715        10
  0.15780534E-10     55.2450261     55.2450261        11
  0.19519558E-10     61.4373213     61.4373213        12
  0.19560277E-10     67.6598018     67.6598018        13
  0.25517123E-10     61.3665116     61.3665116        14
  0.30121593E-10     55.1352386     55.1352386        15
  0.30791963E-10     61.3031967     61.3031967        16
  0.31558631E-10     61.2613089     61.2613089        17
  0.32377696E-10     67.4170133     67.4170133        18
  0.32506417E-10     73.6645566     73.6645566        19
  0.32934883E-10     79.8375010     79.8375010        20
  0.33527637E-10     85.9146502     85.9146502        21
  0.34710592E-10     92.0973063     92.0973063        22
  0.35883732E-10     98.2533704     98.2533704        23
  0.40326625E-10     98.2735559     98.2735559        24
  0.41047040E-10    104.3255370    104.3255370        25
  0.42599973E-10    110.5279563    110.5279563        26
  0.43285180E-10    116.7278334    116.7278334        27
  0.44157010E-10    122.7930513    122.7930513        28
  0.44459033E-10    129.1013550    129.1013550        29
  0.44638344E-10    135.0724617    135.0724617        30
  0.45889204E-10    141.3315585    141.3315585        31
  0.46304721E-10    147.3058625    147.3058625        32
  0.46914574E-10    153.6795750    153.6795750        33
  0.46973897E-10    147.3058223    147.3058223        34
  0.47782284E-10    147.4773653    147.4773653        35
  0.47934109E-10    153.7182618    153.7182618        36
  0.48038720E-10    153.8881136    153.8881136        37
  0.48093900E-10    147.5184497    147.5184497        38
  0.48299280E-10    153.8880258    153.8880258        39
  0.48802395E-10    159.9389027    159.9389027        40
  0.48956104E-10    166.1445571    166.1445571        41
  0.53574171E-10    172.3834142    172.3834142        42
  0.55283885E-10    178.7749551    178.7749551        43
  0.57729165E-10    184.8985539    184.8985539        44
  0.61650968E-10    191.2118024    191.2118024        45
  0.66583196E-10    197.2736096    197.2736096        46
  0.67216767E-10    197.2607632    197.2607632        47
  0.67522224E-10    203.5092457    203.5092457        48
  0.68315879E-10    209.5848190    209.5848190        49
  0.70281225E-10    209.6397510    209.6397510        50
  0.76791295E-10    215.8890054    215.8890054        51
  0.77079072E-10    222.0685079    222.0685079        52
  0.80335187E-10    228.2881324    228.2881324        53
  0.81841775E-10    234.4754727    234.4754727        54
  0.84889445E-10    240.7475871    240.7475871        55
  0.90759115E-10    240.6120451    240.6120451        56
  0.91187736E-10    246.8094941    246.8094941        57
  0.92451786E-10    253.2398471    253.2398471        58
  0.95269251E-10    246.9858752    246.9858752        59
  0.96273093E-10    253.2224197    253.2224197        60
  0.96873221E-10    259.5016297    259.5016297        61
  0.98665306E-10    265.4998414    265.4998414        62
  0.10057005E-09    271.6779256    271.6779256        63
  0.10120055E-09    277.9256204    277.9256204        64
  0.10427087E-09    284.0916503    284.0916503        65
  0.11236988E-09    290.4911896    290.4911896        66
  0.11579153E-09    296.5968029    296.5968029        67
  0.11753693E-09    302.5786156    302.5786156        68
  0.11823081E-09    296.4698242    296.4698242        69
  0.11849682E-09    302.7360190    302.7360190        70
  0.11922478E-09    296.4698255    296.4698255        71
  0.11946549E-09    296.4866324    296.4866324        72
  0.12100840E-09    302.5997461    302.5997461        73
  0.12356415E-09    302.7401919    302.7401919        74
  0.12405252E-09    308.9708252    308.9708252        75
  0.12530955E-09    315.0356906    315.0356906        76
  0.12929361E-09    315.1784950    315.1784950        77
  0.13041510E-09    321.5082385    321.5082385        78
  0.13144225E-09    327.5453454    327.5453454        79
  0.13148848E-09    333.7507746    333.7507746        80
  0.13291493E-09    345.9526100    345.9526100        81
  0.13593535E-09    352.2201589    352.2201589        82
  0.13686243E-09    358.3419394    358.3419394        83
  0.13743219E-09    364.7333231    364.7333231        84
  0.14425591E-09    370.8375260    370.8375260        85
  0.14446491E-09    377.0389220    377.0389220        86
  0.14878577E-09    383.2423072    383.2423072        87
  0.14933593E-09    389.3795639    389.3795639        88
  0.15006677E-09    395.5128983    395.5128983        89
  0.15075975E-09    401.6445334    401.6445334        90
  0.15220951E-09    407.8448129    407.8448129        91
  0.15268644E-09    401.6445313    401.6445313        92
  0.15466476E-09    395.4680804    395.4680804        93
  0.15647403E-09    401.6053441    401.6053441        94
  0.15861068E-09    408.0183143    408.0183143        95
  0.15877401E-09    414.0872708    414.0872708        96
  0.16030450E-09    420.2054453    420.2054453        97
  0.16321408E-09    420.3310418    420.3310418        98
  0.16360158E-09    426.4434847    426.4434847        99
  0.16507516E-09    432.6822747    432.6822747       100
