# Time-averaged data for fix 1
# TimeStep c_msd_all[1] c_msd_all[2] c_msd_all[3] c_msd_all[4]
31000 0.124367 0.0942052 0.0781954 0.296768
32000 0.0722499 0.103294 0.0688324 0.244377
33000 0.0681064 0.0645341 0.0692065 0.201847
34000 0.101764 0.121441 0.0717317 0.294936
35000 0.0760016 0.0902179 0.0770432 0.243263
36000 0.0989756 0.0802552 0.0645285 0.243759
37000 0.0721476 0.110877 0.0732965 0.256321
38000 0.0783095 0.0844767 0.0741644 0.236951
39000 0.0878934 0.135423 0.0802779 0.303594
40000 0.070506 0.0884459 0.0862168 0.245169
41000 0.0998415 0.089806 0.0679243 0.257572
42000 0.0797292 0.118761 0.0790099 0.2775
43000 0.102782 0.0969368 0.0820164 0.281736
44000 0.075305 0.10539 0.0682047 0.248899
45000 0.0871306 0.0949321 0.100012 0.282074
46000 0.0846043 0.0904993 0.0751966 0.2503
47000 0.0767646 0.091033 0.0767681 0.244566
48000 0.109466 0.0934738 0.0983166 0.301256
49000 0.0781907 0.112696 0.0722639 0.26315
50000 0.0919767 0.0877544 0.1091 0.288831
51000 0.096518 0.103323 0.0703606 0.270202
52000 0.0783983 0.0945407 0.0816313 0.25457
53000 0.107616 0.104119 0.0740802 0.285816
54000 0.0854798 0.0853426 0.0713815 0.242204
55000 0.0994788 0.0996911 0.0879999 0.28717
56000 0.0753318 0.0968993 0.071131 0.243362
57000 0.108802 0.0934441 0.0752869 0.277533
58000 0.0716849 0.102054 0.0942257 0.267964
59000 0.0977524 0.0926611 0.0808052 0.271219
60000 0.0740202 0.10156 0.0873295 0.262909
61000 0.0844498 0.116241 0.0937276 0.294418
62000 0.111316 0.0890373 0.0890227 0.289376
63000 0.0900837 0.102946 0.0865437 0.279573
64000 0.0816861 0.104676 0.0820698 0.268432
65000 0.0858669 0.117589 0.0827887 0.286244
66000 0.0696147 0.0928733 0.0891227 0.251611
67000 0.114401 0.111743 0.0812193 0.307363
68000 0.0675127 0.0934536 0.0911798 0.252146
69000 0.0932778 0.10833 0.0839969 0.285605
70000 0.0686398 0.127628 0.0903045 0.286573
71000 0.0827836 0.111247 0.0937704 0.287801
72000 0.0977933 0.168251 0.0886367 0.354681
73000 0.0789352 0.101536 0.0912924 0.271764
74000 0.101703 0.142439 0.0930004 0.337142
75000 0.0907731 0.114173 0.0961097 0.301055
76000 0.0843369 0.119309 0.108599 0.312245
77000 0.118764 0.159312 0.100159 0.378235
78000 0.0759769 0.111334 0.106898 0.294209
79000 0.105631 0.151707 0.118573 0.375911
80000 0.0888503 0.121673 0.102714 0.313237
81000 0.0873205 0.141406 0.127267 0.355993
82000 0.131775 0.145183 0.114121 0.391079
83000 0.084789 0.123641 0.111335 0.319765
84000 0.104704 0.128747 0.117718 0.351169
85000 0.0865692 0.132684 0.113008 0.332261
86000 0.107269 0.128305 0.126038 0.361612
87000 0.0803109 0.13055 0.117521 0.328382
88000 0.10617 0.144993 0.120362 0.371524
89000 0.103544 0.127713 0.13053 0.361787
90000 0.0861667 0.151375 0.12126 0.358802
91000 0.136163 0.141722 0.127833 0.405718
92000 0.083082 0.135838 0.123421 0.342341
93000 0.100663 0.150618 0.120803 0.372084
94000 0.106631 0.126692 0.120368 0.353691
95000 0.0813734 0.146527 0.114643 0.342543
96000 0.125292 0.131654 0.144665 0.401611
97000 0.0794246 0.14265 0.127978 0.350053
98000 0.101815 0.13627 0.136967 0.375052
99000 0.0939232 0.13797 0.117513 0.349407
100000 0.100461 0.153781 0.116815 0.371057
101000 0.105763 0.119196 0.142035 0.366994
102000 0.0847013 0.168332 0.137394 0.390428
103000 0.10772 0.129349 0.151866 0.388935
104000 0.102217 0.151619 0.122442 0.376278
105000 0.0961109 0.142009 0.122364 0.360483
106000 0.0964095 0.148713 0.133838 0.37896
107000 0.135964 0.17441 0.130708 0.441082
108000 0.0856654 0.144597 0.144515 0.374777
109000 0.0966684 0.182497 0.129306 0.408472
110000 0.135561 0.168551 0.120469 0.424581
111000 0.0877177 0.146493 0.131623 0.365834
112000 0.133064 0.169755 0.134566 0.437385
113000 0.0895168 0.151091 0.140745 0.381353
114000 0.108307 0.158093 0.136311 0.402711
115000 0.108622 0.14431 0.12857 0.381503
116000 0.0833545 0.145928 0.135884 0.365166
117000 0.139034 0.17825 0.141834 0.459118
118000 0.0819231 0.13859 0.158824 0.379337
119000 0.124379 0.161633 0.132414 0.418426
120000 0.0850486 0.153421 0.143669 0.382139
121000 0.114758 0.16767 0.149192 0.43162
122000 0.104676 0.181185 0.154632 0.440492
123000 0.0958379 0.159218 0.17269 0.427746
124000 0.150593 0.220426 0.155288 0.526307
125000 0.085347 0.167958 0.144618 0.397923
126000 0.12011 0.175185 0.162963 0.458258
127000 0.112699 0.183007 0.157768 0.453473
128000 0.101311 0.18205 0.168416 0.451777
