 #  Elapsed Time    Sqr Displ.      Sqr Displ.     Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni        Atom NiV  ********
  0.00000000E+00      0.0000000      0.0000000      0.0000000         0
  0.44876723E-12      6.0425582      6.0423340      0.0002242         1
  0.10300624E-11     12.3100620     12.3094524      0.0006097         2
  0.19286557E-11     18.5356923     18.5352485      0.0004439         3
  0.21505156E-11     24.5983586     24.5972992      0.0010593         4
  0.10586810E-10     30.7913081     30.7902706      0.0010375         5
  0.13683259E-10     36.9436168     36.9431080      0.0005088         6
  0.16381687E-10     37.2721975     37.2718071      0.0003904         7
  0.17745243E-10     43.2746284     43.2741285      0.0004999         8
  0.19493488E-10     49.4273282     49.4271079      0.0002203         9
  0.22770289E-10     55.6192899     55.6183673      0.0009225        10
  0.24857886E-10     61.7849786     61.7829106      0.0020679        11
  0.25475982E-10     67.9997564     67.9969354      0.0028210        12
  0.32230847E-10     74.1090762     74.1053792      0.0036970        13
  0.34600456E-10     80.4061044     80.4024558      0.0036487        14
  0.35029441E-10     86.5675747     86.5637780      0.0037967        15
  0.36013948E-10     92.7435570     92.7392877      0.0042692        16
  0.39898763E-10     98.8916735     98.8859307      0.0057428        17
  0.45093118E-10    105.0521135    105.0452916      0.0068219        18
  0.47800163E-10    111.2700506    111.2606556      0.0093951        19
  0.48878796E-10    117.4224534    117.4128514      0.0096019        20
  0.54439966E-10    111.2700617    111.2606668      0.0093950        21
  0.61818494E-10    117.4792049    117.4707478      0.0084571        22
  0.66561642E-10    111.2700304    111.2606355      0.0093950        23
  0.74322778E-10    117.4245407    117.4146888      0.0098519        24
