 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.66604891E-11      6.0248489      6.0248489         1
  0.76118493E-11     12.0388315     12.0388315         2
  0.14217748E-10      6.0242532      6.0242532         3
  0.14896363E-10     12.2792492     12.2792492         4
  0.16970057E-10     18.3574439     18.3574439         5
  0.21398356E-10     24.4978916     24.4978916         6
  0.22531445E-10     24.5917791     24.5917791         7
  0.26669525E-10     30.8306821     30.8306821         8
  0.26869574E-10     36.8540174     36.8540174         9
  0.27396517E-10     42.8317767     42.8317767        10
  0.29933069E-10     48.9499259     48.9499259        11
  0.31706266E-10     49.2543364     49.2543364        12
  0.35726717E-10     55.4430896     55.4430896        13
  0.36057186E-10     61.5181393     61.5181393        14
  0.36240192E-10     67.7993240     67.7993240        15
  0.40216555E-10     67.7255190     67.7255190        16
  0.41748634E-10     73.8482880     73.8482880        17
  0.43136030E-10     80.0006436     80.0006436        18
  0.45607609E-10     86.1695236     86.1695236        19
  0.48144541E-10     92.4691699     92.4691699        20
  0.50384348E-10     98.5960062     98.5960062        21
  0.52644342E-10     98.4705804     98.4705804        22
  0.53437708E-10     92.3337361     92.3337361        23
  0.54026213E-10     98.5735668     98.5735668        24
  0.54835718E-10    104.7243555    104.7243555        25
  0.59522484E-10    110.9360980    110.9360980        26
  0.59547560E-10    117.1060559    117.1060559        27
  0.60073756E-10    123.2726225    123.2726225        28
  0.62573458E-10    129.5388551    129.5388551        29
  0.63367184E-10    123.2727003    123.2727003        30
  0.64108210E-10    129.4810509    129.4810509        31
  0.64146536E-10    135.6430265    135.6430265        32
  0.68941028E-10    141.8752665    141.8752665        33
  0.71560377E-10    135.7049703    135.7049703        34
  0.72091990E-10    141.9157487    141.9157487        35
  0.72612136E-10    147.9928948    147.9928948        36
  0.72729030E-10    154.1941127    154.1941127        37
  0.73044579E-10    160.4004471    160.4004471        38
  0.76290464E-10    166.6248345    166.6248345        39
  0.76589573E-10    172.6361997    172.6361997        40
  0.77519138E-10    178.9079712    178.9079712        41
  0.78677521E-10    185.2208388    185.2208388        42
  0.80809589E-10    191.3784775    191.3784775        43
  0.82975093E-10    197.4706437    197.4706437        44
  0.88628381E-10    203.5175566    203.5175566        45
  0.97883668E-10    197.3719584    197.3719584        46
  0.10776013E-09    203.5425140    203.5425140        47
  0.10781492E-09    209.8128896    209.8128896        48
  0.10970757E-09    215.9203003    215.9203003        49
  0.11154334E-09    222.0968905    222.0968905        50
  0.11225943E-09    228.4630860    228.4630860        51
  0.11340603E-09    234.6004584    234.6004584        52
  0.11368058E-09    240.7752102    240.7752102        53
  0.11941354E-09    246.9827026    246.9827026        54
  0.12411701E-09    253.1835027    253.1835027        55
  0.12465980E-09    265.3038483    265.3038483        56
  0.12507884E-09    271.5502768    271.5502768        57
  0.12531727E-09    277.8914655    277.8914655        58
  0.13025018E-09    284.0318961    284.0318961        59
  0.13513484E-09    290.2488500    290.2488500        60
  0.13654470E-09    296.5831805    296.5831805        61
  0.13877546E-09    302.6513968    302.6513968        62
  0.14576449E-09    302.5822805    302.5822805        63
  0.14687793E-09    308.8342834    308.8342834        64
  0.14865926E-09    315.1138100    315.1138100        65
  0.14897256E-09    321.3352189    321.3352189        66
  0.15065492E-09    327.4614393    327.4614393        67
  0.15188643E-09    333.7562282    333.7562282        68
  0.15269808E-09    327.5162173    327.5162173        69
  0.15550087E-09    333.8731071    333.8731071        70
  0.15608399E-09    340.1525621    340.1525621        71
  0.15993955E-09    333.8730365    333.8730365        72
  0.16037646E-09    339.5835957    339.5835957        73
  0.16038358E-09    345.6956925    345.6956925        74
  0.16332865E-09    351.7833615    351.7833615        75
  0.16342229E-09    358.1563112    358.1563112        76
  0.16412221E-09    364.3954124    364.3954124        77
  0.16731360E-09    370.6229504    370.6229504        78
  0.16955383E-09    376.8411325    376.8411325        79
  0.17156613E-09    382.9765324    382.9765324        80
  0.17347677E-09    389.0258648    389.0258648        81
  0.17384189E-09    395.2554193    395.2554193        82
  0.17668468E-09    401.3589616    401.3589616        83
  0.18066168E-09    407.7088415    407.7088415        84
  0.18806927E-09    413.8958293    413.8958293        85
  0.18839914E-09    420.1527870    420.1527870        86
  0.19183908E-09    426.2557867    426.2557867        87
  0.19259759E-09    432.4866470    432.4866470        88
  0.19479304E-09    438.7567057    438.7567057        89
  0.20081661E-09    444.9670854    444.9670854        90
  0.20085073E-09    451.0907048    451.0907048        91
  0.20188453E-09    444.9597537    444.9597537        92
  0.20272157E-09    444.8854292    444.8854292        93
  0.20307055E-09    457.1242626    457.1242626        94
  0.20581089E-09    463.3859916    463.3859916        95
  0.20713224E-09    469.6063081    469.6063081        96
  0.21462433E-09    475.7634240    475.7634240        97
  0.21509215E-09    482.1801347    482.1801347        98
  0.21910489E-09    488.1459152    488.1459152        99
  0.21974933E-09    494.6276580    494.6276580       100
