# Time-averaged data for fix 1
# TimeStep c_msd_all[1] c_msd_all[2] c_msd_all[3] c_msd_all[4]
1000 0.0200578 0.0196333 0.0168829 0.056574
2000 0.0230279 0.0268946 0.0234108 0.0733334
3000 0.0403731 0.0358599 0.0266158 0.102849
4000 0.0400322 0.039941 0.0316809 0.111654
5000 0.0305963 0.0306559 0.0280589 0.0893111
6000 0.0334891 0.0367274 0.028592 0.0988086
7000 0.0318669 0.0434546 0.0330392 0.108361
8000 0.0390088 0.0461533 0.0294233 0.114585
9000 0.0311437 0.0352539 0.0332799 0.0996775
10000 0.0337516 0.0387882 0.0292477 0.101788
11000 0.0326902 0.0328431 0.0291845 0.0947178
12000 0.0331014 0.0324196 0.0294303 0.0949513
13000 0.0365564 0.0382901 0.0333238 0.10817
14000 0.0385275 0.0359868 0.0388545 0.113369
15000 0.0353909 0.0363854 0.0412286 0.113005
16000 0.0362277 0.0280665 0.0343258 0.0986201
17000 0.0329952 0.0307717 0.0336508 0.0974177
18000 0.0329269 0.0365182 0.0334871 0.102932
19000 0.0343876 0.0352787 0.0328874 0.102554
20000 0.0271961 0.0291084 0.0387551 0.0950597
21000 0.0325073 0.0327241 0.0335659 0.0987974
22000 0.0371603 0.0354841 0.0340259 0.10667
23000 0.0360089 0.0366523 0.0348244 0.107486
24000 0.0298302 0.0356906 0.0333661 0.0988869
25000 0.0307089 0.0342671 0.0378286 0.102805
26000 0.0289929 0.0279819 0.0386328 0.0956076
27000 0.0310076 0.0305067 0.0376891 0.0992034
28000 0.0314905 0.0301434 0.0352157 0.0968496
29000 0.0333325 0.0321376 0.0382503 0.10372
30000 0.0345831 0.0364823 0.0364032 0.107469
31000 0.0307416 0.0352959 0.0310229 0.0970604
32000 0.0303218 0.0289644 0.0294978 0.088784
33000 0.0406221 0.035327 0.0285537 0.104503
34000 0.0318066 0.0287722 0.0320063 0.0925851
35000 0.0331699 0.0306263 0.0330152 0.0968114
36000 0.0305462 0.0339807 0.031701 0.0962278
37000 0.0306379 0.0314346 0.0270085 0.0890811
38000 0.0313335 0.0302313 0.031447 0.0930118
39000 0.0326299 0.0333981 0.0308107 0.0968387
40000 0.0294877 0.0316147 0.0350325 0.0961349
