# Time-averaged data for fix 1
# TimeStep c_msd_all[1] c_msd_all[2] c_msd_all[3] c_msd_all[4]
1000 0.0176787 0.0211589 0.0157383 0.0545758
2000 0.0202549 0.0231654 0.0212308 0.0646511
3000 0.0318936 0.0313299 0.0296644 0.0928879
4000 0.0344757 0.0349921 0.0379973 0.107465
5000 0.0301138 0.0313095 0.0287069 0.0901302
6000 0.0318422 0.0303605 0.0303422 0.0925449
7000 0.0343662 0.0336983 0.0347376 0.102802
8000 0.032568 0.0377011 0.0349658 0.105235
9000 0.0338301 0.0362764 0.0319251 0.102032
10000 0.0335205 0.0457616 0.0299435 0.109226
11000 0.036343 0.0405579 0.0327887 0.10969
12000 0.0310482 0.0359733 0.0342422 0.101264
13000 0.0345096 0.0344384 0.0360041 0.104952
14000 0.0425675 0.0412671 0.0360282 0.119863
15000 0.031785 0.0364965 0.0339967 0.102278
16000 0.0317828 0.0369158 0.0323623 0.101061
17000 0.0343048 0.0380134 0.0325849 0.104903
18000 0.0384071 0.0355777 0.0327424 0.106727
19000 0.0397581 0.0352268 0.0338944 0.108879
20000 0.050356 0.040284 0.036306 0.126946
21000 0.0498963 0.0472514 0.0343339 0.131482
22000 0.0417499 0.041448 0.0368756 0.120074
23000 0.0374444 0.0314458 0.0307972 0.0996874
24000 0.0469875 0.038857 0.0318285 0.117673
25000 0.0464018 0.0447376 0.0303065 0.121446
26000 0.0552777 0.0418845 0.0336384 0.1308
27000 0.0447505 0.0428675 0.0309775 0.118595
28000 0.0415372 0.0414871 0.0349535 0.117978
29000 0.0378167 0.0399406 0.0345235 0.112281
30000 0.0493573 0.0473825 0.0323102 0.12905
31000 0.0489205 0.0615725 0.0328019 0.143295
32000 0.0549074 0.0611009 0.0374594 0.153468
33000 0.0512541 0.0498209 0.0369797 0.138055
34000 0.0442064 0.0423726 0.0387806 0.12536
35000 0.0358396 0.041776 0.0443178 0.121933
36000 0.0330694 0.0441936 0.0360199 0.113283
37000 0.0361658 0.0435656 0.0288901 0.108621
38000 0.0547973 0.0483915 0.0389895 0.142178
39000 0.0560955 0.0540733 0.0426045 0.152773
40000 0.0488205 0.0527822 0.0512714 0.152874
41000 0.0439992 0.0488574 0.0483888 0.141245
42000 0.0446929 0.0481681 0.0511274 0.143988
43000 0.0433462 0.0499077 0.0507862 0.14404
44000 0.0466194 0.0598301 0.0515827 0.158032
45000 0.0485018 0.0567091 0.0505206 0.155731
46000 0.0460961 0.0531198 0.0508949 0.150111
47000 0.0413722 0.0491991 0.0479854 0.138557
48000 0.0461613 0.0560815 0.048986 0.151229
49000 0.0432795 0.0597396 0.060547 0.163566
50000 0.0500811 0.0555857 0.0606966 0.166363
51000 0.0441968 0.0501618 0.0566628 0.151021
52000 0.043821 0.0497495 0.0528141 0.146385
53000 0.0450881 0.0517399 0.0509257 0.147754
54000 0.0559664 0.0486221 0.0516957 0.156284
55000 0.0653334 0.0495123 0.054662 0.169508
56000 0.0536313 0.0583509 0.0700457 0.182028
57000 0.0410446 0.0502815 0.0696848 0.161011
58000 0.0450982 0.0562532 0.0677461 0.169098
59000 0.0459097 0.0573685 0.0637453 0.167024
60000 0.0480219 0.0500486 0.0486849 0.146755
61000 0.0522176 0.0504416 0.046664 0.149323
62000 0.0451951 0.0545937 0.05774 0.157529
63000 0.0420097 0.0520807 0.0656045 0.159695
64000 0.0437456 0.0600483 0.0730818 0.176876
65000 0.0434253 0.0519151 0.0730676 0.168408
66000 0.0470879 0.0562949 0.0701271 0.17351
67000 0.0449413 0.0567603 0.061555 0.163257
68000 0.0478152 0.0526708 0.0608793 0.161365
69000 0.0569648 0.0620254 0.0563079 0.175298
70000 0.0587595 0.0560456 0.0506198 0.165425
71000 0.0587979 0.0613623 0.0485123 0.168672
72000 0.0517793 0.0546572 0.0585218 0.164958
73000 0.0473136 0.0578611 0.0563098 0.161485
74000 0.0557058 0.0535748 0.0620454 0.171326
75000 0.054506 0.0649178 0.0514382 0.170862
76000 0.0572143 0.0628365 0.0520146 0.172065
77000 0.0603465 0.0688327 0.0524792 0.181658
78000 0.050184 0.0682778 0.0522765 0.170738
79000 0.0542882 0.0696277 0.0475306 0.171446
80000 0.067567 0.06258 0.0520563 0.182203
81000 0.0660178 0.0668697 0.0537952 0.186683
82000 0.0590935 0.0700983 0.0648603 0.194052
83000 0.0689447 0.0768543 0.0608495 0.206649
84000 0.0636201 0.0654435 0.0608119 0.189875
85000 0.0702952 0.0737441 0.0569617 0.201001
86000 0.0687184 0.0728127 0.0499156 0.191447
87000 0.0640857 0.0721541 0.0506048 0.186845
88000 0.057623 0.0661246 0.0565034 0.180251
89000 0.0642526 0.0725183 0.0524982 0.189269
90000 0.0708815 0.0685078 0.0574976 0.196887
91000 0.0641083 0.0736281 0.0582373 0.195974
92000 0.0622858 0.06756 0.0513768 0.181223
93000 0.0575123 0.0735583 0.0506033 0.181674
94000 0.0595898 0.063102 0.0567687 0.179461
95000 0.0615311 0.0737258 0.0637406 0.198998
96000 0.0750922 0.0781385 0.0654304 0.218661
97000 0.0698794 0.0738494 0.064541 0.20827
98000 0.0690555 0.0743 0.0654177 0.208773
99000 0.0721771 0.0709175 0.0609674 0.204062
100000 0.0693519 0.0723056 0.0584845 0.200142
101000 0.0687023 0.0832138 0.0564511 0.208367
102000 0.0653815 0.0799691 0.0509074 0.196258
103000 0.0637585 0.0777157 0.0603423 0.201817
104000 0.0598742 0.0786558 0.0539846 0.192515
105000 0.0693666 0.0738832 0.0590337 0.202284
106000 0.0713434 0.0732946 0.0535435 0.198181
107000 0.0690157 0.0755696 0.0551127 0.199698
108000 0.0660443 0.0800441 0.0518871 0.197975
109000 0.0685525 0.0804656 0.0534039 0.202422
110000 0.0646277 0.0798302 0.0530768 0.197535
111000 0.0654446 0.0748804 0.0527342 0.193059
112000 0.067225 0.0798617 0.054886 0.201973
113000 0.0745782 0.0835725 0.0543903 0.212541
114000 0.0744074 0.0872941 0.0550849 0.216786
115000 0.0712897 0.0827016 0.0558154 0.209807
116000 0.0693265 0.0816956 0.0558207 0.206843
117000 0.0706701 0.0793863 0.055959 0.206015
118000 0.0699582 0.0872676 0.056016 0.213242
119000 0.0730443 0.0975167 0.0558537 0.226415
120000 0.0753666 0.0974421 0.0552888 0.228098
121000 0.0740879 0.0795961 0.0524278 0.206112
122000 0.0692693 0.0749688 0.0546789 0.198917
123000 0.0721118 0.0856334 0.0608595 0.218605
124000 0.0737664 0.0929457 0.0577533 0.224465
125000 0.077643 0.0940749 0.0571972 0.228915
126000 0.0719703 0.100481 0.0578119 0.230263
127000 0.0852961 0.0908288 0.0566586 0.232784
128000 0.0827012 0.0849093 0.0546162 0.222227
129000 0.0818144 0.0854106 0.0582302 0.225455
130000 0.0800847 0.0915456 0.0642439 0.235874
131000 0.0856176 0.09808 0.0639564 0.247654
132000 0.0908923 0.103193 0.0664273 0.260513
133000 0.0930438 0.114144 0.0625875 0.269776
134000 0.0822854 0.0971402 0.0623593 0.241785
135000 0.0866381 0.0996616 0.0584441 0.244744
136000 0.0908119 0.106282 0.0575976 0.254691
137000 0.0991681 0.10686 0.0630067 0.269035
138000 0.0977314 0.109401 0.0604119 0.267544
139000 0.0950609 0.0981012 0.0616485 0.254811
140000 0.0904741 0.0943128 0.0645915 0.249378
141000 0.083916 0.0996188 0.0624972 0.246032
142000 0.0784181 0.0936232 0.0580033 0.230045
143000 0.0864 0.12112 0.0601971 0.267717
144000 0.0930506 0.110295 0.0637612 0.267107
145000 0.103679 0.109565 0.0618654 0.27511
146000 0.0999256 0.10148 0.0668181 0.268224
147000 0.0890221 0.088576 0.0598368 0.237435
148000 0.0800068 0.096645 0.0637156 0.240367
149000 0.0826224 0.0960541 0.0605094 0.239186
150000 0.103547 0.105296 0.0624807 0.271324
151000 0.110049 0.101522 0.0667185 0.278289
152000 0.104012 0.0998319 0.067839 0.271683
153000 0.0840487 0.0955165 0.0752485 0.254814
154000 0.0831833 0.0925533 0.0681087 0.243845
155000 0.10686 0.104126 0.067769 0.278755
156000 0.114629 0.103925 0.0710421 0.289596
157000 0.103787 0.112731 0.0699203 0.286439
158000 0.0989099 0.111441 0.0650848 0.275435
159000 0.0869049 0.108922 0.0643248 0.260152
160000 0.088131 0.0938655 0.0687769 0.250773
161000 0.0960407 0.104186 0.0741524 0.274379
162000 0.0950543 0.110226 0.077443 0.282723
163000 0.0936574 0.111254 0.0764432 0.281355
164000 0.0914269 0.111464 0.0675576 0.270449
165000 0.0865938 0.101154 0.0669572 0.254705
166000 0.0855036 0.10415 0.0720042 0.261658
167000 0.095512 0.114945 0.0763847 0.286842
168000 0.0827221 0.101233 0.0721339 0.256089
169000 0.0864583 0.112898 0.0797801 0.279136
170000 0.0885218 0.110498 0.0797476 0.278768
171000 0.0910295 0.107571 0.073241 0.271841
172000 0.0891137 0.102268 0.0671582 0.25854
173000 0.0845385 0.116533 0.0690622 0.270134
174000 0.0952797 0.13285 0.0672207 0.29535
175000 0.0942797 0.135941 0.0825449 0.312765
176000 0.0919084 0.127397 0.0857538 0.305059
177000 0.0873562 0.104122 0.079033 0.270511
178000 0.0908882 0.102814 0.07566 0.269362
179000 0.0893038 0.112021 0.0735832 0.274908
180000 0.100916 0.10863 0.0746678 0.284215
181000 0.0943232 0.117819 0.0683276 0.28047
182000 0.086678 0.102938 0.0678984 0.257515
183000 0.0923023 0.111262 0.0738641 0.277429
184000 0.0967686 0.109181 0.0794862 0.285436
185000 0.09152 0.115547 0.0831009 0.290168
186000 0.0906163 0.10069 0.0767074 0.268014
187000 0.0918254 0.111641 0.0766271 0.280094
188000 0.0931659 0.109215 0.0729172 0.275299
189000 0.0928372 0.0982225 0.0829267 0.273986
190000 0.0943893 0.108566 0.0815712 0.284527
191000 0.0929964 0.102419 0.0826057 0.278021
192000 0.0925681 0.101168 0.0977717 0.291508
193000 0.098304 0.100404 0.0917855 0.290493
194000 0.0975537 0.100064 0.0891765 0.286794
195000 0.104944 0.100636 0.0925471 0.298128
196000 0.102202 0.0984292 0.0873146 0.287946
197000 0.100879 0.102648 0.0795397 0.283066
198000 0.112097 0.1048 0.074251 0.291148
199000 0.106827 0.102327 0.0804417 0.289595
200000 0.105709 0.102318 0.0855896 0.293617
201000 0.116983 0.103603 0.0934341 0.31402
202000 0.12498 0.107585 0.0996996 0.332264
203000 0.108768 0.111185 0.0822503 0.302204
204000 0.108156 0.107119 0.0726917 0.287966
205000 0.1033 0.116076 0.0783244 0.2977
206000 0.111525 0.117905 0.0754597 0.30489
207000 0.111423 0.111804 0.0868101 0.310037
208000 0.109865 0.10914 0.0840866 0.303091
209000 0.10405 0.108985 0.0914166 0.304452
210000 0.1079 0.11474 0.0828925 0.305532
211000 0.114836 0.109996 0.0822635 0.307095
212000 0.116494 0.110536 0.0880208 0.315051
213000 0.12488 0.107868 0.0885659 0.321313
214000 0.111883 0.110268 0.0815671 0.303717
215000 0.114882 0.126275 0.0916983 0.332856
216000 0.109955 0.126429 0.0883609 0.324745
217000 0.12297 0.12394 0.0889889 0.335899
218000 0.110687 0.114149 0.100922 0.325758
219000 0.115786 0.122594 0.0989974 0.337377
220000 0.114983 0.115562 0.10416 0.334705
221000 0.10626 0.117423 0.0949121 0.318595
