# Time-averaged data for fix 1
# TimeStep c_msd_all[1] c_msd_all[2] c_msd_all[3] c_msd_all[4]
31000 0.0790272 0.0959177 0.098489 0.273434
32000 0.0740913 0.0971123 0.110565 0.281769
33000 0.0727358 0.0818291 0.0963819 0.250947
34000 0.0738035 0.100423 0.0987609 0.272987
35000 0.087638 0.107602 0.116644 0.311884
36000 0.0842659 0.121427 0.122306 0.327999
37000 0.0937057 0.103562 0.103766 0.301034
38000 0.0956558 0.121664 0.10428 0.3216
39000 0.0983983 0.133896 0.134786 0.36708
40000 0.0851198 0.125318 0.147214 0.357651
41000 0.0955552 0.135777 0.139945 0.371277
42000 0.0868954 0.130045 0.120294 0.337234
43000 0.0919996 0.139385 0.134526 0.36591
44000 0.0912747 0.147867 0.119374 0.358515
45000 0.100126 0.127921 0.117578 0.345626
46000 0.0825318 0.12662 0.125936 0.335088
47000 0.0831609 0.141706 0.159407 0.384273
48000 0.093125 0.140575 0.146256 0.379957
49000 0.0855962 0.173299 0.172457 0.431352
50000 0.0900668 0.157541 0.167025 0.414633
51000 0.0879549 0.162272 0.189605 0.439831
52000 0.0919924 0.164761 0.159377 0.416131
53000 0.0976324 0.173785 0.182674 0.454091
54000 0.0956868 0.164242 0.173649 0.433577
55000 0.0975992 0.181371 0.212272 0.491242
56000 0.0952132 0.172618 0.192614 0.460445
57000 0.0934103 0.171784 0.168893 0.434088
58000 0.101266 0.184026 0.245009 0.530301
59000 0.103079 0.174111 0.195882 0.473072
60000 0.103796 0.189276 0.204246 0.497318
61000 0.113177 0.187568 0.189401 0.490147
62000 0.10486 0.176791 0.20202 0.483671
63000 0.109874 0.197563 0.286639 0.594076
64000 0.0958885 0.196083 0.23057 0.522542
65000 0.101437 0.21197 0.211953 0.52536
66000 0.104543 0.186295 0.183677 0.474516
67000 0.0991512 0.20233 0.195441 0.496922
68000 0.106964 0.197604 0.196556 0.501124
69000 0.0933031 0.20271 0.227348 0.523361
70000 0.103854 0.212554 0.208117 0.524524
71000 0.10445 0.230723 0.195648 0.530821
72000 0.110456 0.217827 0.203096 0.531379
73000 0.109767 0.230611 0.213441 0.55382
74000 0.114538 0.237583 0.214521 0.566641
75000 0.10935 0.222384 0.210941 0.542675
76000 0.104345 0.223927 0.227636 0.555909
77000 0.104516 0.234467 0.231972 0.570956
78000 0.102225 0.237689 0.227452 0.567366
79000 0.108867 0.245551 0.235934 0.590352
80000 0.100395 0.230631 0.221645 0.552671
81000 0.11354 0.243911 0.239561 0.597012
82000 0.120713 0.24572 0.223296 0.58973
83000 0.129546 0.265321 0.243729 0.638596
84000 0.116004 0.249265 0.251518 0.616787
85000 0.117137 0.245419 0.216509 0.579064
86000 0.119837 0.245266 0.226457 0.59156
87000 0.129575 0.261377 0.225789 0.616742
88000 0.123191 0.257697 0.235982 0.616871
89000 0.127968 0.26597 0.243387 0.637325
90000 0.117574 0.275752 0.233914 0.627239
91000 0.125688 0.269023 0.241132 0.635843
92000 0.142295 0.252626 0.219407 0.614329
93000 0.143393 0.259554 0.224932 0.627879
94000 0.135362 0.263013 0.270657 0.669032
95000 0.127945 0.269717 0.270015 0.667677
96000 0.140043 0.270685 0.236892 0.64762
97000 0.135594 0.26231 0.228985 0.626889
98000 0.133183 0.260988 0.24757 0.641741
99000 0.136796 0.260164 0.25531 0.65227
100000 0.148755 0.259573 0.230268 0.638596
101000 0.133331 0.274852 0.258708 0.666891
102000 0.138559 0.291892 0.265955 0.696406
103000 0.148953 0.287704 0.26717 0.703827
104000 0.132596 0.283645 0.271165 0.687407
105000 0.135161 0.289325 0.274098 0.698584
106000 0.140453 0.288257 0.27251 0.701221
107000 0.137827 0.313088 0.313047 0.763962
108000 0.133137 0.307239 0.298712 0.739088
109000 0.139049 0.311455 0.290159 0.740663
110000 0.146487 0.31268 0.269942 0.729109
111000 0.131285 0.292947 0.29765 0.721881
112000 0.146763 0.300159 0.285783 0.732705
113000 0.163876 0.321755 0.302874 0.788505
114000 0.144099 0.328498 0.34291 0.815506
115000 0.159456 0.332283 0.301508 0.793247
116000 0.149576 0.335631 0.295689 0.780896
117000 0.149504 0.334661 0.348735 0.8329
118000 0.155891 0.314569 0.297282 0.767742
119000 0.14646 0.344806 0.317456 0.808722
120000 0.145461 0.336431 0.324378 0.80627
121000 0.136946 0.332021 0.316618 0.785586
122000 0.144852 0.320626 0.321246 0.786724
123000 0.141376 0.321053 0.320586 0.783015
124000 0.136569 0.34386 0.365304 0.845733
125000 0.155735 0.339755 0.379514 0.875005
126000 0.146017 0.342655 0.350457 0.839128
127000 0.156112 0.339771 0.335146 0.83103
128000 0.143629 0.344795 0.33812 0.826544
129000 0.153479 0.371412 0.342187 0.867078
130000 0.148814 0.345494 0.349133 0.843441
131000 0.145286 0.326391 0.368895 0.840571
132000 0.157364 0.349233 0.339832 0.846429
133000 0.164644 0.334217 0.342912 0.841772
134000 0.159719 0.330382 0.33737 0.827472
135000 0.145774 0.327761 0.325759 0.799294
136000 0.155241 0.341701 0.390504 0.887446
137000 0.158341 0.344989 0.352584 0.855914
138000 0.159648 0.362032 0.334522 0.856202
139000 0.145159 0.323149 0.340642 0.80895
140000 0.144723 0.35191 0.356997 0.853631
141000 0.154895 0.351994 0.330875 0.837764
142000 0.155469 0.3424 0.35293 0.850799
143000 0.163386 0.351486 0.340792 0.855664
144000 0.146814 0.353295 0.338085 0.838194
145000 0.153305 0.33413 0.352396 0.83983
146000 0.146792 0.355465 0.347268 0.849526
147000 0.172903 0.365654 0.373299 0.911856
148000 0.161824 0.359306 0.351838 0.872967
149000 0.151247 0.358632 0.336564 0.846443
150000 0.150454 0.352744 0.369018 0.872216
151000 0.157608 0.345238 0.344669 0.847515
152000 0.168902 0.339573 0.345285 0.853761
153000 0.173718 0.367054 0.379555 0.920327
154000 0.159483 0.362977 0.367924 0.890384
155000 0.173669 0.37156 0.370453 0.915681
156000 0.15358 0.371418 0.372781 0.897778
157000 0.146143 0.362235 0.372828 0.881206
158000 0.153125 0.365034 0.388773 0.906932
159000 0.152378 0.349226 0.365163 0.866766
160000 0.158912 0.387543 0.389204 0.935659
161000 0.173211 0.378453 0.431593 0.983257
162000 0.16055 0.400582 0.389724 0.950857
163000 0.147348 0.38502 0.380281 0.912649
164000 0.161187 0.383226 0.362913 0.907327
165000 0.152634 0.390496 0.365931 0.90906
166000 0.151507 0.403867 0.383276 0.93865
167000 0.152696 0.3987 0.360787 0.912183
168000 0.159782 0.403795 0.369129 0.932707
169000 0.155564 0.405801 0.377534 0.9389
170000 0.161479 0.402546 0.389023 0.953048
171000 0.161533 0.410311 0.381554 0.953399
172000 0.168026 0.418841 0.381148 0.968015
173000 0.162834 0.422124 0.379468 0.964425
174000 0.154115 0.404762 0.363852 0.922728
175000 0.165802 0.422442 0.444528 1.03277
176000 0.157912 0.411578 0.410522 0.980012
177000 0.163842 0.412782 0.437685 1.01431
178000 0.170813 0.422287 0.38675 0.97985
179000 0.14859 0.404841 0.402031 0.955462
180000 0.169536 0.41376 0.42092 1.00422
181000 0.163629 0.438014 0.42813 1.02977
182000 0.163023 0.421095 0.436315 1.02043
183000 0.169042 0.454755 0.437544 1.06134
184000 0.172015 0.455445 0.417387 1.04485
185000 0.178999 0.430935 0.433972 1.04391
186000 0.167426 0.432167 0.444451 1.04404
187000 0.151503 0.426981 0.43222 1.0107
188000 0.165521 0.439659 0.433021 1.0382
189000 0.165222 0.414575 0.456684 1.03648
190000 0.173781 0.451487 0.452051 1.07732
191000 0.175229 0.430644 0.440604 1.04648
192000 0.16485 0.468231 0.458566 1.09165
193000 0.173003 0.458525 0.464963 1.09649
194000 0.172112 0.447965 0.437088 1.05716
195000 0.172229 0.429118 0.450281 1.05163
196000 0.172275 0.472789 0.43663 1.08169
197000 0.177878 0.482561 0.426188 1.08663
198000 0.174191 0.466539 0.453107 1.09384
199000 0.166529 0.472369 0.427257 1.06615
200000 0.163291 0.458474 0.422887 1.04465
201000 0.164507 0.481561 0.448095 1.09416
202000 0.160282 0.476265 0.448163 1.08471
203000 0.179212 0.475452 0.465521 1.12018
204000 0.169216 0.477488 0.439578 1.08628
205000 0.180558 0.483669 0.459624 1.12385
206000 0.171593 0.474293 0.469323 1.11521
207000 0.171643 0.474709 0.445305 1.09166
208000 0.178005 0.48536 0.473911 1.13728
209000 0.161421 0.491873 0.519111 1.17241
210000 0.187036 0.49118 0.489314 1.16753
211000 0.173747 0.49665 0.509384 1.17978
212000 0.171693 0.486452 0.510268 1.16841
213000 0.173171 0.487732 0.593682 1.25458
214000 0.182364 0.518859 0.490032 1.19126
215000 0.17827 0.517365 0.547984 1.24362
216000 0.173526 0.490972 0.514777 1.17928
217000 0.175501 0.493759 0.511278 1.18054
218000 0.17179 0.509604 0.511102 1.1925
219000 0.175502 0.53134 0.497047 1.20389
220000 0.189546 0.509093 0.53316 1.2318
221000 0.173134 0.54018 0.528989 1.2423
222000 0.185772 0.511906 0.503881 1.20156
223000 0.175108 0.535107 0.594997 1.30521
224000 0.195044 0.556713 0.537058 1.28881
225000 0.179813 0.551305 0.557582 1.2887
226000 0.19115 0.545236 0.559312 1.2957
227000 0.182925 0.544046 0.555913 1.28288
228000 0.182991 0.556729 0.540723 1.28044
229000 0.186935 0.573575 0.606038 1.36655
230000 0.176871 0.548643 0.545516 1.27103
231000 0.188423 0.555773 0.546133 1.29033
232000 0.182517 0.563909 0.549242 1.29567
233000 0.188426 0.537266 0.571819 1.29751
234000 0.187728 0.544722 0.571404 1.30385
235000 0.186088 0.569293 0.562414 1.3178
236000 0.179629 0.535353 0.554022 1.269
237000 0.19117 0.58751 0.582179 1.36086
238000 0.182088 0.587602 0.572487 1.34218
239000 0.188908 0.553977 0.555178 1.29806
240000 0.201625 0.549196 0.581159 1.33198
241000 0.19559 0.573623 0.57505 1.34426
242000 0.198968 0.558139 0.563641 1.32075
243000 0.20105 0.568477 0.56717 1.3367
244000 0.200483 0.584067 0.604313 1.38886
245000 0.201122 0.590034 0.625005 1.41616
246000 0.199131 0.566467 0.580107 1.34571
247000 0.194504 0.577347 0.604203 1.37605
248000 0.215634 0.584974 0.580124 1.38073
249000 0.208079 0.6 0.589861 1.39794
250000 0.205055 0.594438 0.610853 1.41035
251000 0.21642 0.597145 0.572091 1.38566
252000 0.212127 0.601504 0.595361 1.40899
253000 0.203204 0.570551 0.567071 1.34083
254000 0.202423 0.59742 0.600639 1.40048
255000 0.201232 0.607197 0.596603 1.40503
256000 0.198567 0.61413 0.595152 1.40785
257000 0.205642 0.621414 0.601896 1.42895
258000 0.211238 0.618917 0.613086 1.44324
259000 0.203532 0.587427 0.623684 1.41464
260000 0.208809 0.619923 0.610868 1.4396
261000 0.204939 0.599008 0.634108 1.43806
262000 0.213185 0.594306 0.68331 1.4908
263000 0.203929 0.609315 0.615171 1.42841
264000 0.205373 0.633324 0.678472 1.51717
265000 0.203483 0.619725 0.630147 1.45335
266000 0.235871 0.639425 0.664346 1.53964
267000 0.201392 0.624623 0.647516 1.47353
268000 0.224651 0.668607 0.686814 1.58007
269000 0.204495 0.633106 0.693663 1.53126
270000 0.221808 0.643877 0.6813 1.54698
271000 0.217229 0.632281 0.667175 1.51669
272000 0.239246 0.642334 0.722722 1.6043
273000 0.223371 0.65952 0.704892 1.58778
274000 0.223824 0.692868 0.696209 1.6129
275000 0.217241 0.644821 0.70257 1.56463
276000 0.232239 0.655811 0.736512 1.62456
277000 0.207779 0.634386 0.707065 1.54923
278000 0.214014 0.640603 0.73007 1.58469
279000 0.219386 0.657792 0.727515 1.60469
280000 0.206087 0.630461 0.730616 1.56716
281000 0.205662 0.66649 0.737838 1.60999
282000 0.214768 0.645965 0.723118 1.58385
283000 0.211621 0.665656 0.755048 1.63233
284000 0.213658 0.685204 0.748172 1.64703
285000 0.221249 0.668499 0.756275 1.64602
286000 0.208059 0.685649 0.744016 1.63772
287000 0.221841 0.668971 0.723254 1.61407
288000 0.222173 0.672816 0.736347 1.63134
289000 0.213012 0.678975 0.772724 1.66471
290000 0.223878 0.645011 0.723413 1.5923
291000 0.217059 0.648753 0.736021 1.60183
292000 0.235449 0.65731 0.72948 1.62224
293000 0.21965 0.663616 0.779825 1.66309
294000 0.223296 0.669519 0.736066 1.62888
295000 0.234388 0.679828 0.782592 1.69681
296000 0.213467 0.699391 0.785876 1.69873
297000 0.218376 0.653465 0.767697 1.63954
298000 0.231553 0.653437 0.742851 1.62784
299000 0.225877 0.685148 0.7648 1.67582
300000 0.231355 0.674198 0.753283 1.65884
301000 0.224359 0.684811 0.756855 1.66603
302000 0.238481 0.659541 0.779806 1.67783
303000 0.229255 0.688984 0.786455 1.70469
304000 0.221841 0.69757 0.800495 1.71991
305000 0.236666 0.682395 0.739418 1.65848
306000 0.221324 0.696648 0.794953 1.71293
307000 0.252203 0.698578 0.796823 1.7476
308000 0.262484 0.695637 0.858491 1.81661
309000 0.255113 0.707409 0.804486 1.76701
310000 0.232724 0.704206 0.803539 1.74047
311000 0.241704 0.701163 0.833323 1.77619
312000 0.258144 0.679628 0.822635 1.76041
313000 0.238951 0.694481 0.80996 1.74339
314000 0.255004 0.733989 0.873543 1.86254
315000 0.239912 0.707964 0.846788 1.79466
316000 0.229857 0.720855 0.944869 1.89558
317000 0.228328 0.710598 0.838109 1.77703
318000 0.239748 0.711825 0.827057 1.77863
319000 0.23287 0.724512 0.819888 1.77727
320000 0.24006 0.70912 0.805937 1.75512
321000 0.237344 0.735852 0.836457 1.80965
322000 0.236146 0.727003 0.863068 1.82622
323000 0.235451 0.729054 0.824138 1.78864
324000 0.243238 0.731043 0.8304 1.80468
325000 0.232978 0.729928 0.833305 1.79621
326000 0.242358 0.754946 0.833522 1.83082
327000 0.246097 0.745594 0.831487 1.82318
328000 0.237538 0.749178 0.829587 1.8163
329000 0.242765 0.755138 0.849472 1.84738
330000 0.233155 0.735653 0.829891 1.7987
331000 0.249723 0.764618 0.859022 1.87336
332000 0.237386 0.78524 0.882838 1.90546
333000 0.236642 0.779711 0.813406 1.82976
334000 0.246034 0.785912 0.86303 1.89498
335000 0.245633 0.713393 0.839025 1.79805
336000 0.237405 0.725654 0.84669 1.80975
337000 0.23802 0.743358 0.864617 1.84599
338000 0.237747 0.71663 0.860045 1.81442
339000 0.247017 0.740216 0.88577 1.873
340000 0.239486 0.755031 0.85747 1.85199
341000 0.243135 0.771318 0.934807 1.94926
342000 0.24159 0.746607 0.888816 1.87701
343000 0.245529 0.769722 0.91923 1.93448
344000 0.26452 0.743768 0.917689 1.92598
345000 0.265847 0.757029 0.923269 1.94614
346000 0.247633 0.720615 0.915341 1.88359
347000 0.250481 0.75241 0.920413 1.9233
348000 0.24912 0.779166 0.920723 1.94901
349000 0.260981 0.775816 0.926896 1.96369
350000 0.251482 0.778693 0.954012 1.98419
351000 0.253366 0.756677 0.922069 1.93211
352000 0.258651 0.769701 0.94706 1.97541
353000 0.257999 0.789954 0.968057 2.01601
354000 0.267009 0.797374 0.965585 2.02997
355000 0.261496 0.798108 0.955412 2.01502
356000 0.278799 0.786343 0.940908 2.00605
357000 0.274176 0.786251 0.960558 2.02098
358000 0.258622 0.778335 0.973032 2.00999
359000 0.270196 0.753113 0.92256 1.94587
360000 0.265271 0.768943 0.928298 1.96251
361000 0.275605 0.78366 0.985798 2.04506
362000 0.268396 0.77953 0.934119 1.98205
363000 0.271485 0.794502 0.93231 1.9983
364000 0.24922 0.791529 0.950903 1.99165
365000 0.267588 0.812405 0.96401 2.044
366000 0.285357 0.825851 0.99375 2.10496
367000 0.266755 0.81251 1.04253 2.1218
368000 0.270774 0.801133 0.957737 2.02964
369000 0.274624 0.836296 1.00076 2.11168
370000 0.272428 0.805207 1.04403 2.12167
371000 0.266121 0.815885 0.967186 2.04919
372000 0.254334 0.833475 0.963909 2.05172
373000 0.294539 0.84973 0.993049 2.13732
374000 0.287364 0.823665 0.950938 2.06197
375000 0.284173 0.849914 0.958892 2.09298
376000 0.303477 0.867905 1.00291 2.17429
377000 0.304334 0.833886 0.954877 2.0931
378000 0.36198 0.82249 1.01782 2.20229
379000 0.308367 0.856084 0.985978 2.15043
380000 0.297916 0.858461 1.00249 2.15886
381000 0.31422 0.828853 1.01812 2.16119
382000 0.316252 0.844412 1.0425 2.20316
383000 0.287573 0.867253 1.0271 2.18193
384000 0.293835 0.86393 1.04034 2.1981
385000 0.320965 0.85761 1.02114 2.19972
386000 0.30716 0.841471 1.1249 2.27353
387000 0.290737 0.886938 1.01681 2.19449
388000 0.296507 0.865156 1.06188 2.22354
389000 0.303015 0.849296 1.04084 2.19315
390000 0.298651 0.873362 1.09178 2.26379
391000 0.305552 0.869564 1.06947 2.24459
392000 0.305744 0.88498 1.06741 2.25814
393000 0.307099 0.880052 1.06145 2.2486
394000 0.296972 0.87035 1.0368 2.20412
395000 0.304237 0.881139 1.07574 2.26112
396000 0.308132 0.870811 1.07312 2.25206
397000 0.318936 0.855422 1.07388 2.24824
398000 0.309665 0.890936 1.08077 2.28137
399000 0.301563 0.878911 1.04132 2.2218
400000 0.32131 0.882496 1.09721 2.30102
401000 0.309704 0.888376 1.07065 2.26873
402000 0.335241 0.899771 1.1215 2.35652
403000 0.311448 0.92251 1.08311 2.31707
404000 0.310308 0.892561 1.08814 2.29101
405000 0.316742 0.883128 1.07671 2.27658
406000 0.322319 0.918313 1.07422 2.31485
407000 0.321978 0.880263 1.06295 2.26519
408000 0.310257 0.901106 1.11263 2.32399
409000 0.33993 0.913582 1.06837 2.32188
410000 0.327099 0.916726 1.16625 2.41007
411000 0.326656 0.89417 1.07429 2.29511
412000 0.334727 0.892251 1.10404 2.33101
413000 0.314019 0.930979 1.11328 2.35828
414000 0.331719 0.907839 1.10993 2.34949
415000 0.334082 0.910151 1.10627 2.35051
416000 0.337714 0.91028 1.17512 2.42311
417000 0.342713 0.910697 1.14967 2.40308
418000 0.338638 0.91787 1.22119 2.4777
419000 0.365375 0.926174 1.17887 2.47041
420000 0.332385 0.934833 1.18574 2.45296
421000 0.336338 0.95655 1.21271 2.5056
422000 0.349901 0.930329 1.19916 2.47939
423000 0.352112 0.930943 1.16186 2.44492
424000 0.362549 0.947074 1.19126 2.50088
425000 0.339584 0.943567 1.18645 2.4696
426000 0.362402 0.961809 1.20995 2.53416
427000 0.355432 0.95132 1.20302 2.50977
428000 0.346998 0.924148 1.19574 2.46689
429000 0.367257 0.949819 1.24382 2.5609
430000 0.348772 0.979157 1.23049 2.55842
431000 0.357749 0.953898 1.20034 2.51199
432000 0.349115 0.938617 1.23102 2.51875
433000 0.352964 0.988842 1.21328 2.55509
434000 0.36402 0.975476 1.20501 2.54451
435000 0.347823 0.947975 1.23803 2.53383
436000 0.341967 0.982823 1.21405 2.53884
437000 0.353077 0.972888 1.23997 2.56594
438000 0.351403 0.98249 1.27875 2.61264
439000 0.360455 0.991251 1.23521 2.58692
440000 0.342553 0.96787 1.24485 2.55528
441000 0.33989 0.964432 1.24249 2.54681
442000 0.352181 1.04765 1.29402 2.69385
443000 0.354138 0.997482 1.24675 2.59837
444000 0.351176 0.960437 1.25572 2.56733
445000 0.356699 0.99717 1.23237 2.58624
446000 0.364131 1.00454 1.30143 2.6701
447000 0.370031 0.999125 1.26318 2.63233
448000 0.374979 0.991703 1.27541 2.64209
449000 0.356341 1.0159 1.28335 2.6556
450000 0.365004 1.01031 1.31447 2.68979
451000 0.368822 1.02205 1.29119 2.68206
452000 0.353467 1.01042 1.26368 2.62757
453000 0.359079 1.04022 1.3192 2.7185
454000 0.37707 1.03641 1.31144 2.72492
455000 0.367283 0.986919 1.28606 2.64027
456000 0.361881 1.04566 1.31532 2.72286
457000 0.375057 1.05287 1.32704 2.75497
458000 0.370299 1.0492 1.31679 2.73629
459000 0.368943 1.03828 1.30626 2.71348
460000 0.355361 1.07803 1.30652 2.73991
461000 0.362427 1.07434 1.324 2.76077
462000 0.367149 1.04198 1.30916 2.71829
463000 0.364024 1.05553 1.33865 2.7582
464000 0.374539 1.01965 1.32198 2.71617
465000 0.363763 1.07124 1.36754 2.80254
466000 0.379787 1.03758 1.32435 2.74172
467000 0.377702 1.11735 1.39859 2.89364
468000 0.411157 1.05318 1.39646 2.8608
469000 0.370375 1.07586 1.35919 2.80542
470000 0.368472 1.10798 1.34377 2.82022
471000 0.391221 1.07863 1.41254 2.8824
472000 0.36958 1.08945 1.35631 2.81533
473000 0.361868 1.09144 1.44155 2.89486
474000 0.363949 1.10237 1.36718 2.8335
475000 0.368008 1.09142 1.41561 2.87504
476000 0.377302 1.09616 1.38738 2.86084
477000 0.368586 1.0738 1.36224 2.80463
478000 0.38003 1.09703 1.37845 2.8555
479000 0.373834 1.1288 1.38067 2.8833
480000 0.367927 1.09994 1.39152 2.85939
