 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.12860593E-11      6.0085816      6.0085816         1
  0.14664402E-11     12.2607869     12.2607869         2
  0.39034234E-11     18.3878294     18.3878294         3
  0.10173312E-10     24.6267546     24.6267546         4
  0.13280583E-10     30.7219038     30.7219038         5
  0.13350283E-10     36.9371458     36.9371458         6
  0.18934279E-10     43.0703489     43.0703489         7
  0.24392999E-10     49.3177903     49.3177903         8
  0.30959862E-10     55.5697924     55.5697924         9
  0.32808677E-10     61.7046044     61.7046044        10
  0.33705694E-10     67.9254482     67.9254482        11
  0.41843525E-10     74.0931099     74.0931099        12
  0.44008591E-10     80.1749024     80.1749024        13
  0.44028702E-10     86.3824878     86.3824878        14
  0.45844803E-10     92.6031796     92.6031796        15
  0.46843641E-10     98.7271545     98.7271545        16
  0.48486444E-10    104.9619296    104.9619296        17
  0.52759360E-10    111.1664194    111.1664194        18
  0.53650461E-10    104.9619295    104.9619295        19
  0.56351396E-10    111.1015367    111.1015367        20
  0.60282054E-10    117.2956121    117.2956121        21
  0.73770540E-10    123.4184381    123.4184381        22
  0.74248039E-10    129.5937548    129.5937548        23
  0.76718623E-10    135.8467724    135.8467724        24
  0.79896800E-10    142.0576453    142.0576453        25
  0.82805225E-10    148.2469049    148.2469049        26
  0.91283821E-10    154.3900638    154.3900638        27
  0.91346749E-10    160.6396944    160.6396944        28
  0.94153161E-10    166.7024209    166.7024209        29
  0.99011991E-10    160.6396899    160.6396899        30
  0.10274968E-09    166.7024180    166.7024180        31
  0.10871337E-09    172.9619415    172.9619415        32
  0.11374715E-09    179.1555363    179.1555363        33
  0.11488797E-09    185.2958255    185.2958255        34
  0.11678074E-09    191.6055572    191.6055572        35
  0.11884100E-09    203.9716657    203.9716657        36
  0.13442300E-09    210.1914428    210.1914428        37
  0.13934449E-09    216.2182327    216.2182327        38
  0.14179248E-09    222.4256638    222.4256638        39
  0.14229692E-09    228.5815974    228.5815974        40
  0.14412255E-09    234.6895421    234.6895421        41
  0.14527672E-09    228.5815897    228.5815897        42
  0.14903567E-09    234.8386893    234.8386893        43
  0.15095571E-09    240.9773334    240.9773334        44
  0.16722841E-09    247.2726811    247.2726811        45
  0.16905067E-09    253.2786372    253.2786372        46
  0.17066823E-09    259.5617109    259.5617109        47
  0.17708147E-09    265.6684799    265.6684799        48
  0.17813285E-09    271.9665927    271.9665927        49
  0.18154326E-09    278.0520951    278.0520951        50
  0.18620777E-09    284.1614138    284.1614138        51
  0.18729290E-09    290.3433782    290.3433782        52
  0.18930591E-09    296.4809789    296.4809789        53
  0.19997577E-09    302.4678792    302.4678792        54
  0.20011599E-09    296.4809791    296.4809791        55
  0.22233820E-09    302.6124740    302.6124740        56
  0.22503232E-09    308.9061908    308.9061908        57
  0.23005804E-09    314.9392892    314.9392892        58
  0.23035326E-09    321.1072698    321.1072698        59
  0.23254264E-09    327.3827803    327.3827803        60
  0.23378675E-09    333.5469049    333.5469049        61
  0.23745933E-09    327.3827800    327.3827800        62
  0.23928486E-09    333.5468919    333.5468919        63
  0.24652825E-09    339.7084120    339.7084120        64
  0.24714690E-09    345.9707201    345.9707201        65
  0.25252700E-09    352.4249661    352.4249661        66
  0.25454331E-09    345.9707151    345.9707151        67
  0.25456885E-09    352.1033796    352.1033796        68
  0.25915674E-09    358.2893729    358.2893729        69
  0.26160792E-09    364.3130731    364.3130731        70
  0.26682242E-09    358.2893772    358.2893772        71
  0.28673642E-09    352.0499170    352.0499170        72
  0.29220616E-09    358.4122981    358.4122981        73
  0.30628298E-09    364.4586603    364.4586603        74
  0.30700999E-09    370.6741588    370.6741588        75
  0.31306196E-09    389.2556195    389.2556195        76
  0.31924534E-09    401.6941896    401.6941896        77
  0.32390058E-09    407.8648074    407.8648074        78
  0.32573429E-09    413.8467928    413.8467928        79
  0.32718113E-09    420.2708109    420.2708109        80
  0.33379852E-09    426.5909848    426.5909848        81
  0.33453907E-09    420.2708132    420.2708132        82
  0.34128961E-09    426.3445082    426.3445082        83
  0.34970917E-09    432.4504670    432.4504670        84
  0.35550197E-09    438.6424861    438.6424861        85
  0.35730281E-09    444.8271435    444.8271435        86
  0.36656954E-09    450.9553469    450.9553469        87
  0.36673136E-09    444.8271090    444.8271090        88
  0.37344154E-09    451.0790138    451.0790138        89
  0.37652518E-09    457.3130958    457.3130958        90
  0.37838244E-09    463.7763787    463.7763787        91
  0.38002085E-09    469.7354721    469.7354721        92
  0.38163000E-09    475.8699679    475.8699679        93
  0.38712638E-09    482.1012303    482.1012303        94
  0.38856622E-09    488.2639646    488.2639646        95
  0.39257405E-09    494.3823033    494.3823033        96
  0.39303373E-09    500.7779990    500.7779990        97
  0.39624420E-09    507.0291893    507.0291893        98
  0.39663106E-09    513.1606640    513.1606640        99
  0.39733789E-09    519.4104223    519.4104223       100
  0.39757070E-09    525.5620200    525.5620200       101
  0.40570578E-09    519.4104238    519.4104238       102
  0.41015733E-09    525.5849713    525.5849713       103
  0.41039915E-09    531.8476567    531.8476567       104
  0.41470729E-09    538.0547967    538.0547967       105
  0.41580468E-09    544.2018320    544.2018320       106
  0.41983105E-09    538.0547973    538.0547973       107
  0.42531786E-09    544.2527084    544.2527084       108
  0.43703432E-09    550.2669375    550.2669375       109
  0.43717650E-09    556.4546517    556.4546517       110
  0.44369200E-09    562.6284805    562.6284805       111
  0.44383451E-09    568.7433597    568.7433597       112
