# Time-averaged data for fix 1
# TimeStep c_msd_all[1] c_msd_all[2] c_msd_all[3] c_msd_all[4]
31000 0.0587166 0.0716693 0.0594497 0.189836
32000 0.0691715 0.0609413 0.0614339 0.191547
33000 0.062731 0.0651336 0.078342 0.206207
34000 0.0801763 0.0666754 0.0725246 0.219376
35000 0.0676569 0.0627109 0.0634963 0.193864
36000 0.0676222 0.0621435 0.0686389 0.198405
37000 0.0707215 0.0669651 0.0618822 0.199569
38000 0.0621169 0.0586644 0.0606249 0.181406
39000 0.0677077 0.0616086 0.0619084 0.191225
40000 0.0800829 0.0666115 0.0638874 0.210582
41000 0.0772513 0.0623065 0.0636278 0.203186
42000 0.0749165 0.0763364 0.0629577 0.214211
43000 0.0796125 0.0735092 0.0679143 0.221036
44000 0.0761558 0.0682291 0.0658863 0.210271
45000 0.0712934 0.0612283 0.0673871 0.199909
46000 0.0630927 0.0591723 0.0633346 0.1856
47000 0.082259 0.0666782 0.0650546 0.213992
48000 0.0719774 0.067304 0.0580401 0.197321
49000 0.076325 0.0696163 0.0594043 0.205346
50000 0.0850412 0.0717395 0.0708854 0.227666
51000 0.0773654 0.0765193 0.0813232 0.235208
52000 0.0769585 0.0650616 0.0768989 0.218919
53000 0.0712476 0.0610449 0.0730733 0.205366
54000 0.0753579 0.0694425 0.0710062 0.215807
55000 0.0682375 0.0675267 0.0668158 0.20258
56000 0.0756027 0.0670869 0.0685315 0.211221
57000 0.074096 0.0743063 0.0780875 0.22649
58000 0.080759 0.0846757 0.0795776 0.245012
59000 0.0736714 0.0753232 0.0839117 0.232906
60000 0.0672587 0.0771956 0.0811138 0.225568
61000 0.0691634 0.07549 0.0750762 0.21973
62000 0.0755213 0.0744408 0.0645253 0.214487
63000 0.0672104 0.0717067 0.0708559 0.209773
64000 0.0812211 0.0767982 0.0804724 0.238492
65000 0.0721109 0.0754857 0.0790554 0.226652
66000 0.076298 0.0698044 0.0747205 0.220823
67000 0.0723569 0.0797265 0.0778526 0.229936
68000 0.0659267 0.0757601 0.0775949 0.219282
69000 0.0657914 0.081768 0.078299 0.225858
70000 0.0769241 0.0858143 0.0881071 0.250845
71000 0.073605 0.0747402 0.0737646 0.22211
72000 0.0698324 0.0759651 0.0791802 0.224978
73000 0.0799966 0.0836716 0.0765195 0.240188
74000 0.0775129 0.0759336 0.0753349 0.228781
75000 0.073724 0.0755749 0.0763336 0.225632
76000 0.0765392 0.0781887 0.0846866 0.239414
77000 0.0773414 0.0801571 0.0771032 0.234602
78000 0.0804942 0.0796893 0.0768555 0.237039
79000 0.0791948 0.0814582 0.0860077 0.246661
80000 0.0806619 0.0850998 0.0888333 0.254595
81000 0.104893 0.0873452 0.0868959 0.279134
82000 0.0852404 0.0879392 0.0824373 0.255617
83000 0.0799415 0.0817551 0.0896502 0.251347
84000 0.0906094 0.0769625 0.0905057 0.258078
85000 0.0812365 0.07801 0.0858557 0.245102
86000 0.0820615 0.077415 0.0812332 0.24071
87000 0.0881358 0.0855511 0.0878067 0.261494
