 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.33881992E-11      6.0215952      6.0215952         1
  0.10763449E-10     12.1260390     12.1260390         2
  0.12418316E-10     18.3543513     18.3543513         3
  0.16081165E-10     24.4877101     24.4877101         4
  0.21190980E-10     30.6391885     30.6391885         5
  0.21213116E-10     36.7930507     36.7930507         6
  0.28010487E-10     42.9214333     42.9214333         7
  0.32930923E-10     49.1341303     49.1341303         8
  0.33309381E-10     55.3343496     55.3343496         9
  0.33932632E-10     61.5136736     61.5136736        10
  0.35683488E-10     67.8217086     67.8217086        11
  0.37733771E-10     73.9544974     73.9544974        12
  0.40772105E-10     67.8217115     67.8217115        13
  0.43840177E-10     74.0134076     74.0134076        14
  0.46068224E-10     80.1548309     80.1548309        15
  0.53773828E-10     86.3280776     86.3280776        16
  0.55303723E-10     92.5322731     92.5322731        17
  0.55583205E-10     98.7121099     98.7121099        18
  0.55890204E-10    104.9776117    104.9776117        19
  0.69591786E-10    111.1108919    111.1108919        20
  0.70572157E-10    117.2288566    117.2288566        21
  0.81021144E-10    117.2968798    117.2968798        22
  0.83162812E-10    123.5028664    123.5028664        23
  0.94209349E-10    129.6182989    129.6182989        24
  0.96394152E-10    135.9501970    135.9501970        25
  0.97506219E-10    142.1632576    142.1632576        26
  0.98007591E-10    148.3695619    148.3695619        27
  0.10827978E-09    154.5682669    154.5682669        28
  0.10828820E-09    160.8530277    160.8530277        29
  0.10882590E-09    166.8416102    166.8416102        30
  0.11252977E-09    173.1969427    173.1969427        31
  0.11421237E-09    179.3826483    179.3826483        32
  0.11465354E-09    185.7032301    185.7032301        33
  0.11769196E-09    179.3826551    179.3826551        34
  0.11938977E-09    185.6261585    185.6261585        35
  0.11989268E-09    191.9411627    191.9411627        36
  0.12169407E-09    185.6261623    185.6261623        37
  0.12548471E-09    179.4160019    179.4160019        38
  0.13877545E-09    179.1451829    179.1451829        39
  0.14660631E-09    185.5173771    185.5173771        40
  0.14719613E-09    179.1451853    179.1451853        41
  0.15719057E-09    179.2374347    179.2374347        42
  0.16469693E-09    191.5443452    191.5443452        43
  0.16580833E-09    191.6406121    191.6406121        44
  0.16987049E-09    197.8703482    197.8703482        45
  0.17488585E-09    191.6405344    191.6405344        46
  0.17532611E-09    197.9799572    197.9799572        47
  0.17998598E-09    204.1352188    204.1352188        48
  0.18026140E-09    210.2122622    210.2122622        49
  0.18040559E-09    216.5939285    216.5939285        50
  0.18272237E-09    222.5842178    222.5842178        51
  0.18583597E-09    222.6948530    222.6948530        52
  0.18617937E-09    222.7215662    222.7215662        53
  0.19091924E-09    229.0022109    229.0022109        54
  0.19134194E-09    235.0617707    235.0617707        55
  0.19692920E-09    229.0022101    229.0022101        56
  0.19947406E-09    222.7393935    222.7393935        57
  0.20547604E-09    222.6942123    222.6942123        58
  0.21250956E-09    216.5417563    216.5417563        59
  0.21504346E-09    222.8238469    222.8238469        60
  0.22064547E-09    228.9310878    228.9310878        61
  0.23294212E-09    235.0397727    235.0397727        62
  0.23641046E-09    241.1351441    241.1351441        63
  0.24082518E-09    241.2714088    241.2714088        64
  0.25023446E-09    247.6912525    247.6912525        65
  0.25283315E-09    253.7781189    253.7781189        66
  0.25289733E-09    260.0538527    260.0538527        67
  0.25465318E-09    266.0612227    266.0612227        68
  0.25802638E-09    272.3978913    272.3978913        69
  0.25856724E-09    284.5348900    284.5348900        70
  0.26207796E-09    284.5113975    284.5113975        71
  0.27076807E-09    290.7245483    290.7245483        72
  0.27458783E-09    296.8396862    296.8396862        73
  0.27687088E-09    303.0861273    303.0861273        74
  0.28143685E-09    309.1819139    309.1819139        75
  0.28235787E-09    315.4194127    315.4194127        76
  0.28402479E-09    321.5738167    321.5738167        77
  0.28568117E-09    327.8443843    327.8443843        78
  0.29073544E-09    333.8902857    333.8902857        79
  0.29123355E-09    340.1381515    340.1381515        80
  0.29437706E-09    346.3354197    346.3354197        81
  0.29556748E-09    352.4846336    352.4846336        82
  0.30236131E-09    358.6532333    358.6532333        83
  0.30743479E-09    364.8306529    364.8306529        84
  0.31447462E-09    371.1117056    371.1117056        85
  0.31582820E-09    377.3027494    377.3027494        86
  0.31887999E-09    383.4073370    383.4073370        87
  0.32580169E-09    389.5020979    389.5020979        88
  0.32744949E-09    395.7360098    395.7360098        89
  0.32834941E-09    401.8693371    401.8693371        90
  0.34002426E-09    408.1270207    408.1270207        91
  0.34087779E-09    414.2955128    414.2955128        92
  0.34486939E-09    420.3927066    420.3927066        93
  0.35197381E-09    426.6981135    426.6981135        94
  0.35531786E-09    432.9471088    432.9471088        95
  0.37701364E-09    439.1770205    439.1770205        96
  0.38280191E-09    445.3470071    445.3470071        97
  0.38392638E-09    451.4625526    451.4625526        98
  0.38509365E-09    457.5786106    457.5786106        99
  0.39436412E-09    451.4625579    451.4625579       100
  0.39621013E-09    457.7716962    457.7716962       101
  0.39720116E-09    463.8212897    463.8212897       102
  0.40532858E-09    457.7716312    457.7716312       103
  0.40701900E-09    463.8990270    463.8990270       104
  0.41173892E-09    470.2443183    470.2443183       105
  0.41325802E-09    476.6275543    476.6275543       106
