 #  Elapsed Time    Sqr Displ.      Sqr Displ.     Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni        Atom NiV  ********
  0.00000000E+00      0.0000000      0.0000000      0.0000000         0
  0.88939038E-11      6.0235310      6.0233374      0.0001937         1
  0.10705267E-10     12.1738102     12.1725499      0.0012603         2
  0.12456133E-10     18.3527339     18.3514759      0.0012580         3
  0.18738414E-10     24.4949557     24.4926831      0.0022726         4
  0.19643403E-10     30.6776533     30.6734207      0.0042326         5
  0.22590819E-10     36.9179876     36.9150862      0.0029013         6
  0.30525474E-10     36.8179963     36.8161620      0.0018343         7
  0.35067766E-10     30.7470103     30.7456070      0.0014032         8
  0.35328337E-10     36.9645340     36.9623963      0.0021378         9
  0.35543125E-10     43.1301618     43.1280706      0.0020912        10
  0.37709583E-10     43.0473973     43.0465783      0.0008190        11
  0.48185674E-10     49.3837443     49.3830149      0.0007294        12
  0.49649249E-10     43.0473968     43.0465778      0.0008190        13
  0.50630037E-10     49.4789310     49.4780588      0.0008722        14
  0.52379358E-10     61.5997349     61.5991921      0.0005428        15
  0.60432241E-10     55.8122653     55.8120810      0.0001843        16
  0.61186835E-10     61.8302353     61.8297262      0.0005091        17
  0.72281609E-10     55.8122645     55.8120802      0.0001843        18
  0.75629249E-10     61.5861014     61.5857325      0.0003689        19
  0.76154940E-10     61.5778116     61.5770956      0.0007160        20
  0.77006420E-10     49.5613809     49.5605919      0.0007890        21
  0.78351846E-10     55.6042060     55.6040071      0.0001990        22
  0.88512996E-10     61.8264857     61.8256758      0.0008100        23
  0.89786574E-10     68.0406990     68.0389619      0.0017371        24
  0.99363296E-10     74.2008549     74.1979128      0.0029421        25
  0.10264763E-09     80.3788108     80.3746542      0.0041566        26
  0.10320624E-09     86.6290655     86.6234051      0.0056604        27
  0.10623061E-09     92.7146972     92.7069745      0.0077227        28
  0.10637243E-09     98.8327581     98.8216635      0.0110946        29
  0.10913520E-09    105.1160924    105.1072741      0.0088183        30
  0.11033914E-09    111.4898820    111.4837064      0.0061756        31
  0.11042336E-09    117.4939483    117.4845488      0.0093995        32
  0.11623300E-09    123.7486646    123.7364673      0.0121973        33
  0.11636061E-09    130.0030740    129.9948054      0.0082687        34
  0.12103474E-09    136.1940328    136.1871129      0.0069199        35
  0.12111026E-09    142.2955754    142.2864941      0.0090813        36
  0.12154544E-09    148.5340260    148.5229209      0.0111051        37
  0.12452199E-09    154.7946596    154.7863886      0.0082710        38
  0.12648603E-09    160.9444353    160.9376225      0.0068128        39
  0.12683134E-09    167.1712034    167.1663238      0.0048796        40
  0.12878476E-09    173.4729415    173.4681321      0.0048094        41
  0.13076453E-09    167.1712307    167.1663512      0.0048796        42
  0.13145184E-09    179.5062710    179.5007841      0.0054869        43
  0.13235562E-09    185.9466294    185.9420417      0.0045877        44
  0.13351096E-09    191.8196652    191.8119749      0.0076903        45
  0.14024741E-09    185.9466286    185.9420409      0.0045877        46
  0.14833239E-09    192.1340130    192.1276918      0.0063212        47
  0.14946000E-09    198.2029007    198.1965886      0.0063120        48
  0.15212913E-09    204.1903281    204.1793314      0.0109967        49
  0.15279556E-09    204.1715107    204.1553120      0.0161987        50
  0.15598110E-09    210.2992438    210.2819681      0.0172757        51
  0.16410400E-09    210.3617737    210.3440812      0.0176925        52
  0.16810295E-09    222.7607110    222.7403994      0.0203116        53
  0.16941020E-09    210.3646830    210.3469803      0.0177027        54
  0.16952625E-09    210.3652505    210.3510215      0.0142290        55
  0.17212334E-09    216.6951369    216.6821743      0.0129626        56
  0.17368393E-09    222.9487420    222.9334562      0.0152858        57
  0.17733280E-09    229.0396939    229.0269188      0.0127751        58
  0.17932752E-09    229.2660827    229.2563061      0.0097766        59
  0.18687167E-09    235.3364595    235.3252209      0.0112386        60
