LAMMPS data file via write_data, version 27 May 2021, timestep = 50148

13067 atoms
2 atom types

-73.86050416788294 73.86050416788294 xlo xhi
-53.827600839881406 53.827600839881406 ylo yhi
-4.229095734359147 4.229095734359147 zlo zhi

Masses

1 58.69
2 58.69

Atoms # atomic

1 2 -73.24868207265779 -52.9845703634812 -3.7519306442153897 0 0 0
2 2 -73.25146160556899 -50.992210280557565 -0.9343735004901577 0 0 0
4 2 -72.02878180955433 -50.9858943501257 -3.049838608113385 0 0 0
6 1 -72.02704440611308 -52.97827437714357 -1.6382885318708338 0 0 0
7 2 -70.80542805710517 -52.97189858561751 -3.753746686017067 0 0 0
8 1 -70.80613756460697 -50.97949309861999 -0.9362068388724816 0 0 0
10 2 -69.5835378449615 -50.973020507627055 -3.05168344006716 0 0 0
12 2 -69.58382527497704 -52.96543699579055 -1.6401115647694706 0 0 0
13 1 -68.36223604354815 -52.9588910712787 -3.7555855311621493 0 0 0
14 1 -68.36096315893724 -50.966459598409855 -0.9380677842612496 0 0 0
16 2 -67.13841964097735 -50.95981933538467 -3.0535739093474334 0 0 0
18 1 -67.14066077547656 -52.95226298811762 -1.6419754398201682 0 0 0
19 1 -65.91908321143961 -52.94552807992065 -3.7574811586699592 0 0 0
20 2 -65.91590267180646 -50.95309688644457 -0.9399980203839435 0 0 0
22 2 -64.69338253361556 -50.94624697735387 -3.055551018151579 0 0 0
24 2 -64.69752984545006 -52.93872291482235 -1.6439219370740896 0 0 0
25 2 -63.47595395808245 -52.931766143454254 -3.7594800414670613 0 0 0
26 1 -63.47091563333645 -50.939345677429415 -0.9420527746274016 0 0 0
28 2 -62.24839297067884 -50.93220856751571 -3.0576730291994147 0 0 0
30 1 -62.254417406755344 -52.924747590233174 -1.6460049660741423 0 0 0
31 2 -61.03285890988413 -52.91755188681138 -3.761649154959476 0 0 0
32 2 -61.025965426912016 -50.92505362116581 -0.9443028334865032 0 0 0
34 1 -59.80347821230133 -50.91760569870546 -3.0600374016644647 0 0 0
36 2 -59.81134678441338 -52.910274417119794 -1.6482855334616018 0 0 0
37 1 -58.5898429182943 -52.90287311489833 -3.764038852944476 0 0 0
38 2 -58.581104787432885 -50.910110633697 -0.9468251448309569 0 0 0
40 2 -57.35872966906223 -50.90246144571485 -3.0626832522030747 0 0 0
42 2 -57.368392698448694 -52.89541055361568 -1.650751735124476 0 0 0
43 2 -56.14697957671913 -52.88802219532117 -3.7665289381690434 0 0 0
44 2 -56.13647116118092 -50.894841527341164 -0.9495042394542457 0 0 0
46 1 -54.914243997360224 -50.88745228797085 -3.0652689677049927 0 0 0
48 1 -54.92561163654148 -52.880699105080836 -1.6531654517016443 0 0 0
49 1 -53.704254170346985 -52.87367383757806 -3.7687951694825643 0 0 0
50 1 -53.692066494924525 -50.880283425039245 -0.951860481289345 0 0 0
52 2 -52.469867326376814 -50.87353118688142 -3.0673321096699864 0 0 0
54 1 -52.482896784706725 -52.86680421736532 -1.655247259622906 0 0 0
55 1 -51.26150126136752 -52.86022882130959 -3.7707062976778696 0 0 0
56 1 -51.247594996799364 -50.86703851603709 -0.9537011954950277 0 0 0
58 1 -50.025303658460345 -50.86068723951896 -3.069032671893895 0 0 0
60 1 -50.040057440136884 -52.85378520675474 -1.6570749145054664 0 0 0
61 2 -48.81858598007054 -52.84745628811047 -3.772504891578239 0 0 0
62 2 -48.80284855580713 -50.85458302584559 -0.9554167947929206 0 0 0
64 1 -47.58046549955171 -50.848328446489845 -3.070828979729548 0 0 0
66 2 -47.5970345161452 -52.841271670170606 -1.6589224665075741 0 0 0
67 2 -46.375503491035495 -52.835084767945204 -3.7744223515424187 0 0 0
68 2 -46.357892918802214 -50.84237019796072 -0.9572915245045214 0 0 0
72 2 -45.15388360453782 -52.829098004870566 -1.6609048351361189 0 0 0
73 1 -43.93230022263518 -52.82313775702319 -3.7764839570762367 0 0 0
78 1 -42.710658946921484 -52.81739228350456 -1.6630019280919368 0 0 0
79 2 -41.489026413713844 -52.811798786532805 -3.7786216135419686 0 0 0
84 1 -40.26736841337939 -52.80644829838083 -1.665139737699829 0 0 0
85 2 -39.045698371983306 -52.80136231667437 -3.7807418973480833 0 0 0
90 2 -37.824018306303614 -52.796581503674716 -1.667210714937678 0 0 0
91 1 -36.60232198294621 -52.79215474949204 -3.7827322608174536 0 0 0
96 2 -35.38061957358519 -52.788112821312026 -1.6690910654007365 0 0 0
97 2 -34.15890385278317 -52.78450431089649 -3.7844684429669555 0 0 0
102 2 -32.93718202278372 -52.78136152944445 -1.670654186681882 0 0 0
103 2 -31.715449859218875 -52.77872524142319 -3.785827710355454 0 0 0
108 2 -30.493710194382402 -52.77662645552219 -1.6717835330079276 0 0 0
109 1 -29.271960231160314 -52.77509669609067 -3.7867025306499555 0 0 0
114 2 -28.05019934972026 -52.774161041688814 -1.6723838111149716 0 0 0
115 1 -26.828424159441536 -52.773841345147154 -3.787012016199957 0 0 0
120 2 -25.60663108772459 -52.77415432382355 -1.672390897289868 0 0 0
121 2 -24.38481468044731 -52.77511258713626 -3.7867092182880064 0 0 0
126 2 -23.162968278361586 -52.77672472707585 -1.6717746051335913 0 0 0
127 1 -21.941083424798144 -52.778996184486594 -3.7857789622524054 0 0 0
132 1 -20.71914998212815 -52.781930087177074 -1.6705323143532347 0 0 0
133 2 -19.497155725022033 -52.78552837050806 -3.7842280230691903 0 0 0
138 2 -18.275086374479265 -52.78979269524313 -1.668676256166656 0 0 0
139 2 -17.05292518087796 -52.794725467875615 -3.7820693241825616 0 0 0
144 2 -15.830652823167357 -52.80033047297555 -1.6662151274842931 0 0 0
145 1 -14.608246689794955 -52.806614012597386 -3.779302511901344 0 0 0
150 2 -13.385680425102818 -52.8135851433147 -1.6631348853616692 0 0 0
151 1 -12.162922720837669 -52.821256247179974 -3.7758954757108594 0 0 0
154 1 -10.881196936723606 -50.83797155375872 -3.0714871138815183 0 0 0
