 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.48696942E-11      6.0212832      6.0212832         1
  0.54378126E-11     12.1420726     12.1420726         2
  0.11062592E-10     18.3038654     18.3038654         3
  0.15248054E-10     12.1420614     12.1420614         4
  0.15432882E-10      6.0221013      6.0221013         5
  0.16891073E-10     12.1606228     12.1606228         6
  0.18488122E-10     18.3880795     18.3880795         7
  0.24424783E-10     24.4781763     24.4781763         8
  0.27937525E-10     30.5904110     30.5904110         9
  0.31773377E-10     36.7854969     36.7854969        10
  0.31959610E-10     42.9480227     42.9480227        11
  0.33207628E-10     42.9385133     42.9385133        12
  0.35274486E-10     49.3187647     49.3187647        13
  0.57660602E-10     55.4314366     55.4314366        14
  0.60935941E-10     61.6106214     61.6106214        15
  0.68736191E-10     67.7250717     67.7250717        16
  0.77040172E-10     74.0212642     74.0212642        17
  0.84243173E-10     80.1242608     80.1242608        18
  0.87416562E-10     86.2777444     86.2777444        19
  0.97120573E-10     92.4899571     92.4899571        20
  0.10898511E-09     98.6466402     98.6466402        21
  0.11499860E-09     92.4899473     92.4899473        22
  0.13574839E-09     98.7084351     98.7084351        23
  0.13742733E-09    104.9068530    104.9068530        24
  0.13899557E-09     98.7084271     98.7084271        25
  0.14546538E-09    104.8403845    104.8403845        26
  0.14788628E-09    111.0168627    111.0168627        27
  0.15336268E-09    117.2039384    117.2039384        28
  0.15680659E-09    123.5321311    123.5321311        29
  0.15708742E-09    129.6779191    129.6779191        30
  0.15728414E-09    135.7512444    135.7512444        31
  0.16114459E-09    141.8942418    141.8942418        32
  0.16518291E-09    148.0711057    148.0711057        33
  0.16604390E-09    147.9911763    147.9911763        34
  0.16640070E-09    148.0710738    148.0710738        35
  0.16648703E-09    154.3048172    154.3048172        36
  0.16797367E-09    160.2954052    160.2954052        37
  0.17344678E-09    166.6361659    166.6361659        38
  0.18208652E-09    173.0134069    173.0134069        39
  0.18327515E-09    191.2067683    191.2067683        40
  0.18664853E-09    197.5823764    197.5823764        41
  0.18824209E-09    203.7191671    203.7191671        42
  0.21223056E-09    209.9452155    209.9452155        43
  0.21290325E-09    216.0184747    216.0184747        44
  0.22413244E-09    209.9452374    209.9452374        45
  0.23074333E-09    215.9557450    215.9557450        46
  0.23392116E-09    222.1364568    222.1364568        47
  0.23418442E-09    228.4590964    228.4590964        48
  0.23580702E-09    234.4801193    234.4801193        49
  0.23647767E-09    240.7945464    240.7945464        50
  0.23774226E-09    246.9756895    246.9756895        51
  0.24110454E-09    253.0634472    253.0634472        52
  0.24349406E-09    259.3426617    259.3426617        53
  0.24409775E-09    253.0634433    253.0634433        54
  0.24451484E-09    259.2816080    259.2816080        55
  0.25458210E-09    253.0634417    253.0634417        56
  0.25467533E-09    259.1166060    259.1166060        57
  0.26215161E-09    265.2256296    265.2256296        58
  0.26682318E-09    271.3836190    271.3836190        59
  0.26690981E-09    265.2256286    265.2256286        60
  0.27732201E-09    271.5198650    271.5198650        61
  0.29056860E-09    277.6993838    277.6993838        62
  0.29464189E-09    284.0896104    284.0896104        63
  0.29930863E-09    290.3906999    290.3906999        64
  0.30194052E-09    284.0896001    284.0896001        65
  0.30280291E-09    290.3856771    290.3856771        66
  0.30380114E-09    296.5440615    296.5440615        67
  0.30773744E-09    302.7604061    302.7604061        68
  0.31179000E-09    308.7424035    308.7424035        69
  0.31333949E-09    308.8796722    308.8796722        70
  0.31626948E-09    315.0268769    315.0268769        71
  0.31701520E-09    321.3889512    321.3889512        72
  0.32576781E-09    327.7616943    327.7616943        73
  0.33324018E-09    327.2276916    327.2276916        74
  0.33396018E-09    333.5333812    333.5333812        75
  0.33710540E-09    339.6474353    339.6474353        76
  0.34016398E-09    333.5333713    333.5333713        77
  0.34126463E-09    339.9169711    339.9169711        78
  0.34715191E-09    345.8220346    345.8220346        79
  0.34742130E-09    352.1453867    352.1453867        80
  0.35268219E-09    364.5581933    364.5581933        81
  0.35464015E-09    376.5799795    376.5799795        82
  0.36272658E-09    377.2046165    377.2046165        83
  0.36375231E-09    383.2255191    383.2255191        84
  0.36678122E-09    389.5025083    389.5025083        85
  0.36924090E-09    395.5160442    395.5160442        86
  0.37488183E-09    401.8513662    401.8513662        87
  0.37543823E-09    407.9417280    407.9417280        88
  0.37576430E-09    414.1725876    414.1725876        89
  0.38716011E-09    426.1835687    426.1835687        90
  0.38984988E-09    432.5354783    432.5354783        91
  0.39081087E-09    432.5815958    432.5815958        92
  0.39337356E-09    432.5354805    432.5354805        93
  0.39601984E-09    438.7099420    438.7099420        94
  0.39729706E-09    438.9179117    438.9179117        95
