 #  Elapsed Time    Sqr Displ.      Sqr Displ.     Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni        Atom NiV  ********
  0.00000000E+00      0.0000000      0.0000000      0.0000000         0
  0.12438486E-11      6.0531316      6.0529152      0.0002164         1
  0.64235128E-11     12.1763298     12.1749700      0.0013598         2
  0.70737696E-11     18.3321132     18.3310055      0.0011076         3
  0.16024156E-10     24.5223385     24.5199753      0.0023632         4
  0.20736544E-10     30.7948550     30.7914981      0.0033569         5
  0.20962415E-10     36.9229495     36.9177709      0.0051785         6
  0.21262038E-10     43.1196447     43.1162235      0.0034212         7
  0.21507229E-10     49.3036612     49.2993178      0.0043434         8
  0.30087577E-10     55.4893482     55.4852243      0.0041240         9
  0.32777224E-10     61.6191071     61.6122908      0.0068163        10
  0.34185674E-10     67.7791999     67.7692575      0.0099424        11
  0.34945765E-10     73.8701802     73.8566474      0.0135328        12
  0.35121707E-10     80.1238459     80.1116423      0.0122037        13
  0.37986104E-10     86.2165806     86.1993533      0.0172274        14
  0.39317148E-10     92.4987336     92.4802476      0.0184860        15
  0.42910451E-10     98.4817547     92.4642958      6.0174589        16
  0.44472750E-10    104.6718720     98.5024434      6.1694286        17
  0.49424348E-10    110.7157110    104.5653918      6.1503192        18
  0.52538561E-10    116.8335273    110.6875305      6.1459968        19
  0.52615750E-10    122.6761800    110.6377571     12.0384229        20
  0.57052586E-10    116.8335339    110.6875366      6.1459974        21
  0.63196797E-10    123.1166090    116.9656072      6.1510018        22
  0.69694994E-10    129.2704568    117.0333500     12.2371068        23
  0.74031920E-10    135.3330882    117.0352481     18.2978401        24
  0.74264645E-10    141.2436809    117.0339183     24.2097626        25
