 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.51289624E-11      6.0090321      6.0090321         1
  0.12156837E-10     12.2611336     12.2611336         2
  0.15243239E-10     18.3678325     18.3678325         3
  0.19251053E-10     24.5663373     24.5663373         4
  0.26989877E-10     30.9537832     30.9537832         5
  0.28958595E-10     37.0239669     37.0239669         6
  0.34846924E-10     43.1617207     43.1617207         7
  0.41068501E-10     49.2689719     49.2689719         8
  0.46041006E-10     55.4996228     55.4996228         9
  0.49090224E-10     49.2689759     49.2689759        10
  0.49918094E-10     43.1833122     43.1833122        11
  0.50125569E-10     49.4284371     49.4284371        12
  0.72932123E-10     55.5515943     55.5515943        13
  0.84758302E-10     49.4284384     49.4284384        14
  0.84807384E-10     43.1948020     43.1948020        15
  0.85907343E-10     49.3307597     49.3307597        16
  0.99925528E-10     55.5186908     55.5186908        17
  0.10058312E-09     61.6703484     61.6703484        18
  0.10731263E-09     67.8452053     67.8452053        19
  0.10733445E-09     61.6703622     61.6703622        20
  0.10898042E-09     67.8159298     67.8159298        21
  0.10971961E-09     74.0711007     74.0711007        22
  0.11383431E-09     80.2910072     80.2910072        23
  0.11607714E-09     86.5060804     86.5060804        24
  0.11939535E-09     92.6304860     92.6304860        25
  0.12097409E-09     98.7331019     98.7331019        26
  0.12223634E-09    104.9927773    104.9927773        27
  0.12308320E-09    111.2319419    111.2319419        28
  0.12661350E-09    117.4868675    117.4868675        29
  0.14954827E-09    123.5703973    123.5703973        30
  0.15257713E-09    129.8040242    129.8040242        31
  0.15646981E-09    135.9337548    135.9337548        32
  0.16947252E-09    142.1730354    142.1730354        33
  0.16980518E-09    148.3373458    148.3373458        34
  0.17325555E-09    154.4645659    154.4645659        35
  0.17784407E-09    160.7390615    160.7390615        36
  0.18235277E-09    166.9085974    166.9085974        37
  0.18575927E-09    173.1387035    173.1387035        38
  0.18612072E-09    179.3543726    179.3543726        39
  0.19113902E-09    185.5662149    185.5662149        40
  0.19298896E-09    191.7792537    191.7792537        41
  0.19767239E-09    197.9877975    197.9877975        42
  0.20428631E-09    204.0720433    204.0720433        43
  0.20667177E-09    197.9881221    197.9881221        44
  0.21219253E-09    204.0330599    204.0330599        45
  0.23133620E-09    197.9881221    197.9881221        46
  0.23381702E-09    204.0748315    204.0748315        47
  0.23796219E-09    210.3545387    210.3545387        48
  0.23933240E-09    216.4421533    216.4421533        49
  0.23961190E-09    222.7231427    222.7231427        50
  0.24455083E-09    228.9570204    228.9570204        51
  0.25027491E-09    235.1474242    235.1474242        52
  0.25932621E-09    241.2117109    241.2117109        53
  0.26484428E-09    241.2315275    241.2315275        54
  0.26699671E-09    253.4843429    253.4843429        55
  0.26949986E-09    260.0542818    260.0542818        56
  0.27257624E-09    266.2404892    266.2404892        57
  0.27285874E-09    272.4461803    272.4461803        58
  0.27395208E-09    278.5597516    278.5597516        59
  0.27832980E-09    284.9224524    284.9224524        60
  0.28002420E-09    291.0691453    291.0691453        61
  0.28390182E-09    297.0013571    297.0013571        62
  0.28706943E-09    303.2844642    303.2844642        63
  0.28937004E-09    303.1047156    303.1047156        64
  0.29629250E-09    309.3510739    309.3510739        65
