# Time-averaged data for fix 1
# TimeStep c_msd_all[1] c_msd_all[2] c_msd_all[3] c_msd_all[4]
31000 0.083736 0.122761 0.105883 0.31238
32000 0.095352 0.106968 0.106801 0.309121
33000 0.0852441 0.111006 0.109013 0.305263
34000 0.0891834 0.144545 0.119279 0.353007
35000 0.083945 0.115008 0.113321 0.312274
36000 0.0715917 0.126053 0.130224 0.327869
37000 0.0809969 0.117029 0.123622 0.321649
38000 0.079622 0.114932 0.121082 0.315636
39000 0.0825742 0.150985 0.129158 0.362718
40000 0.0812525 0.138391 0.156404 0.376048
41000 0.0889348 0.15364 0.135462 0.378037
42000 0.0891784 0.14584 0.154232 0.38925
43000 0.0856891 0.159521 0.152483 0.397693
44000 0.0913291 0.159493 0.146063 0.396885
45000 0.0968317 0.146264 0.155554 0.398649
46000 0.0877376 0.147616 0.143643 0.378997
47000 0.0986909 0.155671 0.156571 0.410933
48000 0.0898251 0.163858 0.168143 0.421826
49000 0.0997832 0.17641 0.22202 0.498213
50000 0.094568 0.164807 0.18105 0.440425
51000 0.0980703 0.170818 0.18184 0.450728
52000 0.0929851 0.168006 0.194619 0.45561
53000 0.0986526 0.19173 0.19314 0.483523
54000 0.0994386 0.170892 0.206371 0.476701
55000 0.102367 0.1647 0.176914 0.443981
56000 0.102816 0.202762 0.205402 0.51098
57000 0.101641 0.158142 0.180795 0.440578
58000 0.102974 0.172125 0.188022 0.463121
59000 0.116474 0.222603 0.196017 0.535094
60000 0.108151 0.170351 0.209068 0.48757
61000 0.101006 0.213495 0.196919 0.51142
62000 0.110608 0.18821 0.202479 0.501297
63000 0.107497 0.177998 0.243857 0.529352
64000 0.125742 0.235793 0.227997 0.589532
65000 0.121159 0.209855 0.20854 0.539554
66000 0.114779 0.221735 0.217719 0.554232
67000 0.117274 0.222743 0.218966 0.558983
68000 0.11014 0.197471 0.247186 0.554797
69000 0.110734 0.255076 0.243948 0.609758
70000 0.108148 0.204925 0.229288 0.542361
71000 0.107763 0.212645 0.23933 0.559738
72000 0.109069 0.292246 0.23028 0.631594
73000 0.109729 0.213609 0.234173 0.557511
74000 0.113508 0.229543 0.247327 0.590378
75000 0.103235 0.246684 0.238309 0.588228
76000 0.109262 0.251918 0.275792 0.636972
77000 0.123429 0.282198 0.261622 0.667249
78000 0.110882 0.226511 0.275393 0.612786
79000 0.110373 0.256523 0.261861 0.628757
80000 0.108479 0.235254 0.256821 0.600553
81000 0.118262 0.224115 0.263566 0.605942
82000 0.108115 0.254155 0.253254 0.615524
83000 0.104286 0.225938 0.271445 0.60167
84000 0.108365 0.238967 0.276001 0.623332
85000 0.119164 0.226205 0.27278 0.61815
86000 0.115749 0.22003 0.258007 0.593786
87000 0.127571 0.271366 0.29143 0.690367
88000 0.135428 0.25169 0.264233 0.651351
89000 0.118032 0.247608 0.277314 0.642954
90000 0.1146 0.262343 0.29043 0.667373
91000 0.120279 0.252002 0.289395 0.661676
92000 0.123766 0.230443 0.297997 0.652206
93000 0.127512 0.281137 0.318458 0.727107
94000 0.125124 0.240082 0.267261 0.632468
95000 0.122288 0.26585 0.29222 0.680358
96000 0.128598 0.258434 0.298205 0.685237
97000 0.13094 0.270418 0.317934 0.719293
98000 0.127973 0.278368 0.279574 0.685915
99000 0.121432 0.272408 0.29063 0.684471
100000 0.122921 0.273369 0.334863 0.731153
101000 0.11996 0.287162 0.283565 0.690687
102000 0.12535 0.254445 0.323813 0.703607
103000 0.125609 0.3011 0.280357 0.707066
104000 0.147633 0.288766 0.329439 0.765838
105000 0.139593 0.305847 0.287357 0.732796
106000 0.133996 0.316317 0.292753 0.743066
