 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.14663451E-11      5.9808007      5.9808007         1
  0.17624012E-11     12.0483570     12.0483570         2
  0.17691808E-11     18.1809906     18.1809906         3
  0.29582688E-11     24.2951938     24.2951938         4
  0.44399769E-11     30.5530610     30.5530610         5
  0.44627910E-11     36.6461892     36.6461892         6
  0.44897329E-11     30.5173726     30.5173726         7
  0.54604975E-11     36.4881687     36.4881687         8
  0.60773300E-11     42.5878901     42.5878901         9
  0.72567529E-11     48.7625173     48.7625173        10
  0.73040543E-11     54.8752883     54.8752883        11
  0.85449745E-11     48.8483265     48.8483265        12
  0.86902330E-11     54.7543087     54.7543087        13
  0.87224600E-11     54.7912303     54.7912303        14
  0.94268378E-11     60.8461036     60.8461036        15
  0.95834086E-11     67.0421013     67.0421013        16
  0.97595835E-11     72.9897541     72.9897541        17
  0.10459493E-10     79.1614088     79.1614088        18
  0.10892918E-10     85.4702055     85.4702055        19
  0.11037278E-10     85.3625701     85.3625701        20
  0.11287399E-10     91.4461446     91.4461446        21
  0.12063492E-10     97.8793633     97.8793633        22
  0.12607042E-10    103.8557292    103.8557292        23
  0.12696024E-10    109.9494032    109.9494032        24
  0.12774197E-10    116.0434411    116.0434411        25
  0.13899279E-10    122.2944897    122.2944897        26
  0.14115710E-10    128.5450163    128.5450163        27
  0.14946768E-10    122.2944891    122.2944891        28
  0.14956292E-10    128.7981314    128.7981314        29
  0.15538182E-10    135.0661048    135.0661048        30
  0.15968189E-10    141.4663490    141.4663490        31
  0.16944795E-10    147.6052275    147.6052275        32
  0.19098838E-10    159.5904133    159.5904133        33
  0.19191222E-10    160.0898199    160.0898199        34
  0.20217519E-10    159.6005604    159.6005604        35
  0.21003299E-10    165.8103923    165.8103923        36
  0.21225579E-10    171.8762050    171.8762050        37
  0.22963075E-10    178.1798460    178.1798460        38
  0.23436724E-10    172.3588858    172.3588858        39
  0.24680912E-10    166.1828385    166.1828385        40
  0.26388500E-10    172.3402953    172.3402953        41
  0.29065521E-10    178.4195348    178.4195348        42
  0.29142483E-10    184.5893569    184.5893569        43
  0.31805534E-10    190.6627790    190.6627790        44
  0.33583378E-10    196.9442660    196.9442660        45
  0.39944846E-10    203.1583321    203.1583321        46
  0.40186785E-10    209.4623060    209.4623060        47
  0.41284681E-10    215.7381222    215.7381222        48
  0.42011343E-10    221.7906068    221.7906068        49
  0.42191055E-10    227.9860447    227.9860447        50
  0.42845350E-10    234.1357775    234.1357775        51
  0.43197660E-10    240.2111993    240.2111993        52
  0.44181564E-10    246.5463174    246.5463174        53
  0.45906224E-10    252.6039978    252.6039978        54
  0.45956080E-10    252.4818261    252.4818261        55
  0.46878705E-10    258.7969524    258.7969524        56
  0.48946467E-10    265.0705302    265.0705302        57
  0.50234384E-10    271.2878202    271.2878202        58
  0.53905642E-10    277.4313770    277.4313770        59
  0.57082109E-10    283.7048705    283.7048705        60
