# Time-averaged data for fix 1
# TimeStep c_msd_all[1] c_msd_all[2] c_msd_all[3] c_msd_all[4]
31000 0.0705711 0.0658984 0.0619714 0.198441
32000 0.0702044 0.0617971 0.0681011 0.200103
33000 0.0677194 0.0552178 0.0665995 0.189537
34000 0.0637234 0.0600336 0.0629011 0.186658
35000 0.0590121 0.0603837 0.0751573 0.194553
36000 0.0612877 0.0670351 0.0706946 0.199017
37000 0.0597847 0.0659261 0.0629398 0.18865
38000 0.0624556 0.068601 0.0630161 0.194073
39000 0.0633435 0.0595335 0.0624464 0.185323
40000 0.0625045 0.0737018 0.065908 0.202114
41000 0.0584385 0.0590665 0.0597593 0.177264
42000 0.0591569 0.0597434 0.0604708 0.179371
43000 0.0685979 0.0672175 0.0691294 0.204945
44000 0.0665111 0.0638946 0.0674191 0.197825
45000 0.0651744 0.0638859 0.0653561 0.194416
46000 0.0674521 0.0607341 0.0656831 0.193869
47000 0.064304 0.0786408 0.0695917 0.212537
48000 0.0631862 0.0784536 0.0613365 0.202976
49000 0.0587387 0.0686787 0.0720354 0.199453
50000 0.0609771 0.0720752 0.0743024 0.207355
51000 0.0607677 0.0735212 0.0689323 0.203221
52000 0.0585424 0.0704067 0.0661321 0.195081
53000 0.0653318 0.0729735 0.0737735 0.212079
54000 0.0650741 0.0712326 0.0707968 0.207103
55000 0.0675002 0.0690017 0.071227 0.207729
56000 0.0609387 0.0670698 0.062185 0.190194
57000 0.0659199 0.0784445 0.072223 0.216587
58000 0.0645294 0.0789534 0.0707999 0.214283
59000 0.0620763 0.0761509 0.0691471 0.207374
60000 0.0642526 0.067056 0.0768789 0.208188
61000 0.0611094 0.0744032 0.06881 0.204323
62000 0.0595605 0.0694591 0.0667415 0.195761
63000 0.0628465 0.0738381 0.0632774 0.199962
64000 0.0671264 0.0746304 0.0655006 0.207257
65000 0.066024 0.0699229 0.0707859 0.206733
66000 0.0655907 0.0702292 0.0757125 0.211532
67000 0.0687609 0.070911 0.0719807 0.211653
68000 0.0687325 0.0771731 0.0678902 0.213796
69000 0.0651316 0.0764006 0.073889 0.215421
70000 0.0686279 0.0685733 0.0728148 0.210016
71000 0.0670576 0.0743324 0.0668242 0.208214
72000 0.0638468 0.0677207 0.07026 0.201827
73000 0.0719348 0.0773448 0.0688003 0.21808
74000 0.0666237 0.0723063 0.0633776 0.202308
75000 0.0621028 0.069135 0.066393 0.197631
76000 0.069517 0.0773495 0.0638802 0.210747
77000 0.0623488 0.0759874 0.0677094 0.206046
78000 0.0647535 0.0711988 0.0830911 0.219043
79000 0.068157 0.0856643 0.0782774 0.232099
80000 0.0668082 0.0789637 0.0722247 0.217997
81000 0.0668346 0.0770972 0.0704708 0.214403
82000 0.0734918 0.0782859 0.0697329 0.221511
83000 0.0664221 0.0759949 0.0702509 0.212668
84000 0.0714943 0.0706098 0.0714198 0.213524
85000 0.0713198 0.0758045 0.0710791 0.218203
86000 0.0717199 0.0846627 0.0701387 0.226521
87000 0.0757636 0.0748972 0.0715046 0.222165
88000 0.0780269 0.0770808 0.0806749 0.235783
