 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.22203803E-11      6.0222145      6.0222145         1
  0.26237792E-11     12.1259486     12.1259486         2
  0.34902646E-11     18.2990834     18.2990834         3
  0.77751943E-11     24.4443479     24.4443479         4
  0.31025754E-10     30.6731141     30.6731141         5
  0.34390585E-10     36.8823612     36.8823612         6
  0.40475825E-10     43.0212442     43.0212442         7
  0.51495918E-10     49.1911229     49.1911229         8
  0.52183177E-10     55.3658402     55.3658402         9
  0.52501390E-10     61.4930584     61.4930584        10
  0.55409580E-10     67.6116059     67.6116059        11
  0.58343063E-10     73.7301832     73.7301832        12
  0.60135219E-10     80.0452987     80.0452987        13
  0.68110510E-10     86.1367697     86.1367697        14
  0.69542397E-10     80.0453001     80.0453001        15
  0.70038450E-10     86.3768793     86.3768793        16
  0.72207006E-10     92.2895353     92.2895353        17
  0.83047683E-10     98.4812040     98.4812040        18
  0.94065017E-10    104.6778354    104.6778354        19
  0.95674539E-10    110.8296254    110.8296254        20
  0.98639296E-10    117.1256266    117.1256266        21
  0.99575979E-10    123.3138168    123.3138168        22
  0.10000676E-09    129.4375719    129.4375719        23
  0.10170757E-09    135.5028032    135.5028032        24
  0.10297773E-09    141.8158525    141.8158525        25
  0.10490050E-09    148.0010780    148.0010780        26
  0.10955630E-09    154.2702938    154.2702938        27
  0.12526691E-09    160.2635048    160.2635048        28
  0.12532661E-09    160.2688790    160.2688790        29
  0.12555813E-09    160.2635042    160.2635042        30
  0.13134319E-09    166.4746179    166.4746179        31
  0.15198023E-09    172.6492082    172.6492082        32
  0.15222128E-09    178.8195898    178.8195898        33
  0.15857865E-09    172.6492116    172.6492116        34
  0.15901368E-09    166.5077785    166.5077785        35
  0.16171979E-09    172.7914028    172.7914028        36
  0.17792664E-09    166.5077535    166.5077535        37
  0.17963987E-09    172.7093288    172.7093288        38
  0.18221691E-09    178.8396817    178.8396817        39
  0.18354038E-09    185.1125594    185.1125594        40
  0.19091298E-09    191.1905563    191.1905563        41
  0.19096537E-09    197.3204865    197.3204865        42
  0.20361465E-09    203.4752342    203.4752342        43
  0.20534837E-09    209.6242665    209.6242665        44
  0.20652952E-09    215.7540283    215.7540283        45
  0.21152066E-09    222.0590384    222.0590384        46
  0.22948974E-09    228.3175777    228.3175777        47
  0.23219437E-09    234.4742627    234.4742627        48
  0.23646440E-09    240.6592368    240.6592368        49
  0.23774608E-09    247.0532373    247.0532373        50
  0.24881718E-09    252.9483476    252.9483476        51
  0.25659621E-09    258.9213815    258.9213815        52
  0.26452041E-09    265.2327895    265.2327895        53
  0.26660059E-09    271.4466915    271.4466915        54
  0.27966458E-09    277.8251267    277.8251267        55
  0.28075427E-09    283.8979139    283.8979139        56
  0.28075623E-09    290.0921453    290.0921453        57
  0.28081043E-09    296.1330492    296.1330492        58
  0.29077526E-09    302.4169661    302.4169661        59
  0.29924315E-09    308.8034178    308.8034178        60
  0.30882533E-09    315.1289368    315.1289368        61
  0.31764161E-09    321.1351282    321.1351282        62
  0.32071408E-09    327.3627792    327.3627792        63
  0.32436891E-09    333.5764466    333.5764466        64
  0.32462113E-09    339.7250582    339.7250582        65
  0.32582436E-09    345.8561436    345.8561436        66
  0.33233187E-09    352.0373181    352.0373181        67
  0.33251647E-09    358.3064261    358.3064261        68
  0.33610111E-09    364.4784767    364.4784767        69
  0.33948325E-09    364.5157637    364.5157637        70
  0.34704658E-09    370.7235458    370.7235458        71
  0.35172477E-09    376.9289906    376.9289906        72
  0.35588054E-09    376.8804255    376.8804255        73
  0.35705636E-09    383.3033080    383.3033080        74
  0.35828916E-09    389.4202062    389.4202062        75
  0.36105504E-09    395.5361501    395.5361501        76
  0.36688042E-09    401.6964112    401.6964112        77
  0.36712017E-09    407.9342055    407.9342055        78
  0.36896282E-09    407.9695928    407.9695928        79
  0.36951742E-09    413.9329085    413.9329085        80
  0.37305948E-09    420.4764952    420.4764952        81
  0.37355011E-09    432.4332645    432.4332645        82
  0.37716322E-09    432.7821211    432.7821211        83
  0.38054797E-09    451.0606057    451.0606057        84
  0.38612693E-09    451.1242523    451.1242523        85
  0.38828413E-09    457.2975966    457.2975966        86
  0.38921736E-09    463.2551230    463.2551230        87
  0.39128070E-09    457.2975952    457.2975952        88
  0.39152407E-09    463.4366284    463.4366284        89
  0.39198664E-09    469.4349671    469.4349671        90
  0.39453521E-09    475.6939649    475.6939649        91
  0.39741968E-09    481.8396232    481.8396232        92
  0.39884220E-09    488.1304398    488.1304398        93
  0.39920740E-09    494.4957781    494.4957781        94
  0.40964167E-09    500.6071661    500.6071661        95
  0.41141610E-09    506.9119564    506.9119564        96
  0.41597513E-09    513.2010880    513.2010880        97
  0.41900112E-09    519.2467223    519.2467223        98
  0.42984314E-09    525.6040279    525.6040279        99
  0.43922939E-09    531.6656721    531.6656721       100
  0.44339515E-09    531.9399832    531.9399832       101
  0.44481058E-09    531.6659025    531.6659025       102
  0.44839596E-09    531.6201306    531.6201306       103
  0.45681979E-09    525.6301083    525.6301083       104
  0.45911465E-09    531.6527616    531.6527616       105
  0.45983708E-09    537.6909770    537.6909770       106
  0.46124171E-09    543.9014194    543.9014194       107
