 #  Elapsed Time    Sqr Displ.      Sqr Displ.     Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni        Atom NiV  ********
  0.00000000E+00      0.0000000      0.0000000      0.0000000         0
  0.93240388E-11      5.9807055      5.9797696      0.0009359         1
  0.98581274E-11     12.1697021     12.1671866      0.0025155         2
  0.11440311E-10     18.3170416     18.3156677      0.0013739         3
  0.15891361E-10     24.5301482     24.5270362      0.0031120         4
  0.18587272E-10     30.7220689     30.7185962      0.0034727         5
  0.27920468E-10     24.5301471     24.5270352      0.0031119         6
  0.30877280E-10     30.8520159     30.8483420      0.0036739         7
  0.33203640E-10     37.0105541     37.0042872      0.0062668         8
  0.33956500E-10     30.8520144     30.8483405      0.0036739         9
  0.37304573E-10     36.9945658     36.9899056      0.0046602        10
  0.38109664E-10     49.3264684     49.3200414      0.0064270        11
  0.40739514E-10     55.3631647     55.3578399      0.0053249        12
  0.42634725E-10     49.3264676     49.3200405      0.0064270        13
  0.49168383E-10     55.6019953     55.5922049      0.0097904        14
  0.52155079E-10     61.5117863     61.4999632      0.0118231        15
  0.52176819E-10     67.6790930     67.6629837      0.0161093        16
  0.59935723E-10     73.8237168     73.8049633      0.0187534        17
  0.64273213E-10     79.9075663     79.8876074      0.0199588        18
  0.74228620E-10     86.1758654     86.1580965      0.0177689        19
  0.77650054E-10     92.3109007     92.2931842      0.0177165        20
  0.90666314E-10     86.1758755     86.1581066      0.0177689        21
  0.91591066E-10     92.3698239     92.3485565      0.0212674        22
  0.99417343E-10     92.2935520     92.2727393      0.0208127        23
  0.11202158E-09     86.2484838     86.2292075      0.0192764        24
  0.11633876E-09     92.3560426     92.3364685      0.0195740        25
  0.11870407E-09     92.4275693     92.4119269      0.0156424        26
  0.11873034E-09     98.6856570     98.6704939      0.0151631        27
  0.12021470E-09     92.4275678     92.4119254      0.0156423        28
  0.12134344E-09     98.9168565     98.8984897      0.0183668        29
  0.12698507E-09    122.8951319    122.8735541      0.0215778        30
  0.13164582E-09    129.2635615    129.2379144      0.0256472        31
  0.13495859E-09    129.3667711    129.3418941      0.0248770        32
  0.13649675E-09    135.2951582    135.2655273      0.0296309        33
  0.13903621E-09    153.5983500    153.5629224      0.0354276        34
  0.13974483E-09    160.1936780    160.1635810      0.0300970        35
  0.14032767E-09    153.5984151    153.5629874      0.0354277        36
  0.14179234E-09    160.1500543    160.1099923      0.0400620        37
  0.14381745E-09    166.1828091    166.1480346      0.0347745        38
  0.14548345E-09    172.5799391    172.5502528      0.0296863        39
  0.15160565E-09    178.6856641    178.6494015      0.0362627        40
  0.15537937E-09    184.9012206    184.8698997      0.0313209        41
  0.15861265E-09    178.6855202    178.6492577      0.0362625        42
