# Time-averaged data for fix 1
# TimeStep c_msd_all[1] c_msd_all[2] c_msd_all[3] c_msd_all[4]
31000 0.0855912 0.0838415 0.0979958 0.267429
32000 0.0717594 0.0770942 0.0906333 0.239487
33000 0.0665615 0.0795421 0.0902325 0.236336
34000 0.0700758 0.0861505 0.120728 0.276954
35000 0.0848069 0.0851378 0.0742382 0.244183
36000 0.0722002 0.0784841 0.0790112 0.229695
37000 0.0715623 0.0785054 0.0970741 0.247142
38000 0.0783971 0.0788795 0.067386 0.224663
39000 0.0642331 0.0885447 0.104958 0.257736
40000 0.0723527 0.077674 0.0847983 0.234825
41000 0.0667139 0.086055 0.0919168 0.244686
42000 0.0876346 0.0985763 0.0954812 0.281692
43000 0.0694006 0.102654 0.0871502 0.259204
44000 0.0667535 0.0959567 0.106685 0.269395
45000 0.0829712 0.0906672 0.0902416 0.26388
46000 0.0829369 0.0938477 0.101863 0.278647
47000 0.0757187 0.093558 0.101604 0.270881
48000 0.0701018 0.0958249 0.0921237 0.25805
49000 0.0719163 0.0917474 0.102585 0.266249
50000 0.0835756 0.0967904 0.0889407 0.269307
51000 0.0692145 0.0996591 0.116688 0.285562
52000 0.0815363 0.0909789 0.101619 0.274134
53000 0.0676117 0.107293 0.10249 0.277395
54000 0.073607 0.100642 0.109907 0.284157
55000 0.0766781 0.113243 0.116434 0.306355
56000 0.065366 0.109831 0.127796 0.302993
57000 0.0656823 0.10357 0.125136 0.294389
58000 0.0789299 0.10809 0.106813 0.293833
59000 0.0795378 0.109603 0.11568 0.30482
60000 0.0796872 0.106335 0.114295 0.300317
61000 0.0694313 0.109364 0.113431 0.292226
62000 0.0696181 0.102825 0.116271 0.288714
63000 0.0891755 0.124758 0.120968 0.334901
64000 0.0817517 0.112807 0.120045 0.314603
65000 0.0749101 0.122293 0.15417 0.351373
66000 0.0744893 0.117368 0.121277 0.313135
67000 0.0710165 0.111077 0.135053 0.317146
68000 0.0699002 0.13958 0.126838 0.336318
69000 0.0791596 0.12187 0.123353 0.324383
70000 0.0806746 0.136728 0.147465 0.364867
71000 0.077836 0.124593 0.12257 0.324999
72000 0.0666346 0.1115 0.142753 0.320887
73000 0.0725824 0.121589 0.127785 0.321956
74000 0.0842704 0.121746 0.11508 0.321096
75000 0.0783028 0.120459 0.175388 0.37415
76000 0.0940613 0.121418 0.13901 0.354489
77000 0.0759243 0.120715 0.170377 0.367016
78000 0.0897449 0.123399 0.145656 0.358799
79000 0.0668637 0.128108 0.1606 0.355571
80000 0.0676546 0.129348 0.178662 0.375665
81000 0.0810436 0.132784 0.153571 0.367399
82000 0.0754894 0.126451 0.170293 0.372233
83000 0.0764319 0.134586 0.148407 0.359425
84000 0.0740708 0.124815 0.138165 0.33705
85000 0.0745285 0.131104 0.163241 0.368874
86000 0.0776034 0.142465 0.154357 0.374425
87000 0.0837834 0.121035 0.160567 0.365385
88000 0.0962134 0.142386 0.165921 0.40452
89000 0.0788732 0.127634 0.159957 0.366464
90000 0.082048 0.13012 0.168095 0.380263
91000 0.0878543 0.150282 0.160633 0.398769
92000 0.0850633 0.131237 0.161516 0.377816
93000 0.0705005 0.131743 0.154095 0.356339
94000 0.0795426 0.141698 0.160472 0.381713
95000 0.0896389 0.138598 0.152824 0.381061
96000 0.0831009 0.15042 0.158032 0.391552
97000 0.0826162 0.130489 0.142629 0.355735
98000 0.0818412 0.139054 0.154261 0.375156
99000 0.0736841 0.139761 0.147424 0.360869
100000 0.0812063 0.134836 0.159771 0.375813
101000 0.065089 0.133781 0.160198 0.359068
102000 0.0813161 0.134121 0.169419 0.384856
103000 0.0734703 0.13172 0.155298 0.360488
104000 0.0881125 0.130143 0.174958 0.393214
105000 0.0940871 0.131078 0.162607 0.387772
106000 0.0848114 0.143825 0.183469 0.412105
107000 0.0878014 0.151313 0.191761 0.430875
108000 0.0734817 0.131563 0.171374 0.376419
109000 0.0758108 0.148566 0.192828 0.417205
110000 0.0937805 0.152779 0.182559 0.429118
111000 0.0854038 0.140176 0.188337 0.413916
112000 0.0875568 0.15258 0.183491 0.423628
113000 0.0797906 0.15048 0.196447 0.426718
114000 0.093279 0.158342 0.215858 0.467479
115000 0.0814775 0.162909 0.178289 0.422676
116000 0.0766149 0.138916 0.198893 0.414423
117000 0.0873996 0.152832 0.211455 0.451686
118000 0.0695353 0.134238 0.186132 0.389906
119000 0.094332 0.144044 0.208538 0.446914
120000 0.0923543 0.170081 0.192906 0.455341
121000 0.0998978 0.148824 0.209299 0.458021
122000 0.0813499 0.168858 0.199867 0.450075
123000 0.0854574 0.169675 0.197399 0.452531
124000 0.0787771 0.150417 0.213941 0.443135
125000 0.0816454 0.168564 0.183305 0.433514
126000 0.102557 0.168794 0.211387 0.482738
127000 0.0812058 0.166754 0.202206 0.450166
128000 0.08062 0.164947 0.217123 0.46269
129000 0.0855789 0.165485 0.2289 0.479964
130000 0.0751843 0.165276 0.213684 0.454144
131000 0.080088 0.165593 0.25015 0.495831
132000 0.0903904 0.167949 0.204212 0.462551
133000 0.0818855 0.171439 0.211423 0.464747
134000 0.0789582 0.178651 0.256345 0.513955
135000 0.0949226 0.187309 0.224302 0.506534
136000 0.0924975 0.169987 0.249855 0.512339
137000 0.0737003 0.180456 0.232295 0.486452
138000 0.0975146 0.196181 0.249358 0.543054
139000 0.0997594 0.188897 0.25775 0.546406
140000 0.0815478 0.176375 0.236314 0.494237
141000 0.0836238 0.182927 0.26354 0.530091
142000 0.0968717 0.195267 0.23642 0.528559
143000 0.0944319 0.186536 0.246692 0.52766
144000 0.0841729 0.190758 0.237378 0.512309
145000 0.0908058 0.196199 0.223694 0.510699
146000 0.0872896 0.186928 0.258307 0.532525
147000 0.0826899 0.201412 0.223754 0.507855
148000 0.0985959 0.187323 0.267521 0.55344
149000 0.0979254 0.180684 0.223649 0.502258
150000 0.0803867 0.193053 0.231202 0.504642
151000 0.0851684 0.189532 0.262181 0.536881
152000 0.0881656 0.191045 0.227296 0.506506
153000 0.0968094 0.20468 0.258492 0.559982
154000 0.0954342 0.198621 0.224014 0.518069
155000 0.0942076 0.191915 0.245991 0.532113
156000 0.0952161 0.200676 0.250285 0.546177
157000 0.0932507 0.195282 0.240913 0.529446
158000 0.0948732 0.212989 0.259659 0.567521
159000 0.0943315 0.202543 0.235393 0.532268
160000 0.103481 0.206534 0.276291 0.586306
161000 0.087041 0.204226 0.24721 0.538476
162000 0.0848691 0.198505 0.238135 0.521509
163000 0.0923119 0.199931 0.257762 0.550005
164000 0.105109 0.20148 0.218841 0.52543
165000 0.105668 0.203001 0.264811 0.57348
166000 0.0928484 0.199869 0.241519 0.534236
167000 0.095933 0.202139 0.251619 0.549691
168000 0.0929712 0.194767 0.288911 0.576649
169000 0.090447 0.214878 0.256631 0.561957
170000 0.091425 0.203752 0.285118 0.580295
171000 0.0963843 0.206019 0.24417 0.546574
172000 0.0997144 0.210671 0.253048 0.563433
173000 0.103368 0.223623 0.300319 0.627309
174000 0.0934292 0.209315 0.26388 0.566624
175000 0.092876 0.23164 0.31169 0.636205
176000 0.0901946 0.214147 0.273157 0.577499
177000 0.105996 0.213784 0.277141 0.596921
178000 0.0921494 0.22356 0.303732 0.619441
179000 0.0992762 0.218915 0.290823 0.609015
180000 0.102106 0.224137 0.328893 0.655135
181000 0.102639 0.215618 0.275614 0.593871
182000 0.112149 0.22088 0.282437 0.615466
183000 0.0870886 0.230048 0.343052 0.660188
184000 0.112537 0.238666 0.275872 0.627075
185000 0.119428 0.241814 0.310735 0.671977
186000 0.0995089 0.234139 0.258908 0.592556
187000 0.102775 0.221748 0.275851 0.600374
188000 0.0947714 0.245623 0.298603 0.638998
189000 0.100726 0.224398 0.273701 0.598825
190000 0.0957338 0.230312 0.326356 0.652402
191000 0.0968026 0.235876 0.280785 0.613464
192000 0.105691 0.237766 0.303193 0.64665
193000 0.0969311 0.252434 0.311854 0.66122
194000 0.0994496 0.235159 0.281252 0.61586
195000 0.10155 0.247506 0.30678 0.655836
196000 0.0972265 0.268155 0.304542 0.669923
197000 0.105999 0.258946 0.313287 0.678232
198000 0.0931448 0.260978 0.318442 0.672566
199000 0.0889896 0.239326 0.293407 0.621722
200000 0.109411 0.264411 0.319359 0.69318
201000 0.103975 0.252429 0.282165 0.638569
202000 0.0991045 0.259135 0.321315 0.679555
203000 0.0975718 0.259982 0.298874 0.656428
204000 0.0990405 0.251929 0.27874 0.629709
205000 0.114951 0.255362 0.344787 0.7151
206000 0.090479 0.252297 0.293486 0.636262
207000 0.109427 0.25671 0.331646 0.697782
208000 0.11788 0.262979 0.301515 0.682375
209000 0.0938838 0.251932 0.307551 0.653367
210000 0.0935792 0.254679 0.344112 0.69237
211000 0.105342 0.262691 0.309913 0.677947
212000 0.0939737 0.256728 0.340088 0.69079
213000 0.11547 0.27887 0.305517 0.699857
214000 0.101393 0.273088 0.317127 0.691608
215000 0.105625 0.269198 0.333004 0.707827
216000 0.0891249 0.28284 0.299396 0.671362
217000 0.100582 0.267837 0.329922 0.698341
218000 0.120239 0.296467 0.302236 0.718942
219000 0.108461 0.270071 0.334305 0.712837
220000 0.112997 0.266289 0.323213 0.702499
221000 0.111846 0.269029 0.3207 0.701575
222000 0.110221 0.267573 0.32618 0.703973
223000 0.106065 0.276663 0.323735 0.706463
224000 0.116262 0.285173 0.308551 0.709985
225000 0.115713 0.282073 0.316542 0.714328
226000 0.104149 0.289096 0.312132 0.705378
227000 0.117095 0.281866 0.31642 0.715381
228000 0.107466 0.284297 0.315603 0.707366
229000 0.134266 0.291389 0.31217 0.737825
230000 0.0992573 0.267669 0.308593 0.67552
231000 0.110914 0.277064 0.315961 0.703939
232000 0.11521 0.273758 0.318142 0.707111
233000 0.0987496 0.294896 0.331412 0.725058
234000 0.156324 0.287948 0.319894 0.764166
235000 0.128032 0.285462 0.316666 0.73016
236000 0.119638 0.289438 0.319991 0.729067
237000 0.114492 0.274368 0.323056 0.711916
238000 0.111347 0.269105 0.323538 0.70399
239000 0.127044 0.299756 0.31559 0.74239
240000 0.113399 0.283813 0.350092 0.747304
241000 0.117838 0.287945 0.323285 0.729068
242000 0.10682 0.27136 0.32002 0.6982
243000 0.108437 0.289253 0.326998 0.724687
244000 0.112674 0.289036 0.328106 0.729816
245000 0.106978 0.300827 0.323909 0.731713
246000 0.127978 0.314131 0.310347 0.752455
247000 0.11375 0.284699 0.3123 0.71075
248000 0.108019 0.29787 0.330592 0.736481
249000 0.109299 0.295101 0.313495 0.717895
250000 0.110986 0.284532 0.321979 0.717497
251000 0.105656 0.299833 0.324864 0.730352
252000 0.104908 0.287603 0.329002 0.721513
253000 0.107758 0.301886 0.332425 0.742069
254000 0.112609 0.306367 0.333963 0.752939
255000 0.107715 0.29214 0.320108 0.719964
256000 0.132182 0.295625 0.350076 0.777883
257000 0.103599 0.291235 0.330452 0.725286
258000 0.115064 0.313215 0.342461 0.770741
259000 0.121296 0.310119 0.3317 0.763115
260000 0.110428 0.308602 0.330512 0.749542
261000 0.110922 0.306242 0.334709 0.751873
262000 0.119315 0.296261 0.331665 0.747241
