 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.19397872E-11      6.0198852      6.0198852         1
  0.28222207E-11     12.0221228     12.0221228         2
  0.43049654E-11     18.1650561     18.1650561         3
  0.44309189E-11     24.2137809     24.2137809         4
  0.83404531E-11     30.2994359     30.2994359         5
  0.10578802E-10     36.3170026     36.3170026         6
  0.11026162E-10     42.4526936     42.4526936         7
  0.11439346E-10     48.5763170     48.5763170         8
  0.12774149E-10     54.7798833     54.7798833         9
  0.17999092E-10     61.0320958     61.0320958        10
  0.18128919E-10     67.1034546     67.1034546        11
  0.18976056E-10     73.1702297     73.1702297        12
  0.19622186E-10     79.3613854     79.3613854        13
  0.23406039E-10     85.5637443     85.5637443        14
  0.24239654E-10     91.7834200     91.7834200        15
  0.25729749E-10     85.5924557     85.5924557        16
  0.27960733E-10     79.5131552     79.5131552        17
  0.29207917E-10     85.5799488     85.5799488        18
  0.30705730E-10     91.9011157     91.9011157        19
  0.30758908E-10     98.1007074     98.1007074        20
  0.31230388E-10    104.2186707    104.2186707        21
  0.35266761E-10    110.4428573    110.4428573        22
  0.36469966E-10    116.5362669    116.5362669        23
  0.36937548E-10    122.5644183    122.5644183        24
  0.38578732E-10    128.6531217    128.6531217        25
  0.39345594E-10    134.9402057    134.9402057        26
  0.39572800E-10    141.0476811    141.0476811        27
  0.39595911E-10    141.0539270    141.0539270        28
  0.40756204E-10    141.2743296    141.2743296        29
  0.43528085E-10    147.3587614    147.3587614        30
  0.43966688E-10    153.5313068    153.5313068        31
  0.45479617E-10    159.8030736    159.8030736        32
  0.46690440E-10    159.7558762    159.7558762        33
  0.49342039E-10    165.8970779    165.8970779        34
  0.49366444E-10    172.1700147    172.1700147        35
  0.49551288E-10    178.5356553    178.5356553        36
  0.49630382E-10    172.2913473    172.2913473        37
  0.50104217E-10    178.5051499    178.5051499        38
  0.50257499E-10    184.6540226    184.6540226        39
  0.51123200E-10    190.8372476    190.8372476        40
  0.51770205E-10    184.6448243    184.6448243        41
  0.53829135E-10    190.7980599    190.7980599        42
  0.55391296E-10    197.0849184    197.0849184        43
  0.55879868E-10    203.3767308    203.3767308        44
  0.57127252E-10    209.6183393    209.6183393        45
  0.57610161E-10    215.6671998    215.6671998        46
  0.57914683E-10    221.8202540    221.8202540        47
  0.58048402E-10    221.7598228    221.7598228        48
  0.58595513E-10    228.1130355    228.1130355        49
  0.58760396E-10    228.0608949    228.0608949        50
  0.59946483E-10    234.4244724    234.4244724        51
  0.60065896E-10    240.2421503    240.2421503        52
  0.60431234E-10    246.6490585    246.6490585        53
  0.61401049E-10    252.8771973    252.8771973        54
  0.63770613E-10    252.7114682    252.7114682        55
  0.63845626E-10    252.4081611    252.4081611        56
  0.64348928E-10    258.6247874    258.6247874        57
