 #  Elapsed Time    Sqr Displ.      Sqr Displ.     Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni        Atom NiV  ********
  0.00000000E+00      0.0000000      0.0000000      0.0000000         0
  0.81970277E-12      5.6252633      0.0175160      5.6077474         1
  0.84239655E-12     11.7413941      5.9753846      5.7660096         2
  0.10616312E-11     17.9510009      6.1036706     11.8473303         3
  0.15442395E-11     11.6803005      0.0038445     11.6764560         4
  0.20064256E-11      6.0249170      0.0107767      6.0141402         5
  0.20786684E-11     11.6802998      0.0038445     11.6764553         6
  0.21039866E-11      6.0249195      0.0107767      6.0141427         7
  0.28186916E-11     11.6922696      0.0230023     11.6692674         8
  0.50818822E-11     17.7559635      0.0253856     17.7305779         9
  0.57361922E-11     11.6922805      0.0230015     11.6692790        10
  0.68714335E-11     17.8318995      5.9907831     11.8411165        11
  0.69048780E-11     23.8997740      6.0229520     17.8768220        12
  0.10382382E-10     30.2536713      6.0595424     24.1941290        13
  0.12606528E-10     41.8988441      6.0729207     35.8259234        14
  0.12671323E-10     30.2537388      6.0595685     24.1941703        15
  0.13109537E-10     30.2072569      6.1718462     24.0354107        16
  0.13534888E-10     30.2537479      6.0595722     24.1941757        17
  0.17810296E-10     36.1513177      6.1323021     30.0190156        18
  0.18407608E-10     41.7395674      6.1172375     35.6223299        19
  0.18617410E-10     36.1512509      6.1323019     30.0189491        20
  0.20174975E-10     42.3850261      6.2337219     36.1513042        21
  0.22157896E-10     54.4709818     17.9632201     36.5077617        22
  0.22476447E-10     60.7878411     18.2701328     42.5177083        23
  0.27783674E-10     66.7300021     24.6117756     42.1182265        24
  0.28037806E-10     60.7877788     18.2701176     42.5176612        25
  0.40771870E-10     66.9285105     18.4667973     48.4617132        26
  0.42359414E-10     60.7877919     18.2701163     42.5176756        27
  0.73439444E-10     79.2043016     36.8696699     42.3346318        28
  0.74254375E-10     79.4913116     36.7516774     42.7396342        29
  0.75204383E-10     85.4306009     36.7273708     48.7032301        30
  0.77869859E-10     79.4913114     36.7516677     42.7396437        31
  0.79071661E-10     79.1968418     36.8921127     42.3047291        32
  0.79354701E-10     79.4912780     36.7516486     42.7396294        33
  0.80346873E-10     85.4306110     36.7273488     48.7032623        34
  0.82582667E-10     79.4912811     36.7516370     42.7396441        35
  0.84483696E-10     79.1968506     36.8921195     42.3047311        36
  0.84975485E-10     79.4912383     36.7516002     42.7396381        37
  0.88892186E-10     85.4306040     36.7273592     48.7032448        38
  0.89159248E-10     79.4912429     36.7515891     42.7396538        39
  0.89775386E-10     85.4306078     36.7273588     48.7032490        40
  0.90469062E-10     79.4912604     36.7515853     42.7396751        41
  0.91175383E-10     79.1968225     36.8920991     42.3047234        42
  0.91229032E-10     60.7797241     18.2687057     42.5110184        43
  0.12470035E-09     54.4880448     17.9774787     36.5105661        44
  0.12643297E-09     60.7797187     18.2687009     42.5110178        45
  0.15859681E-09     79.2089084     36.8697276     42.3391808        46
  0.15918794E-09     79.4909275     36.7504956     42.7404319        47
  0.16034997E-09     85.4304564     36.7264881     48.7039683        48
  0.16057771E-09     85.0635750     36.7886358     48.2749392        49
  0.16084062E-09     85.4305382     36.7264748     48.7040634        50
  0.17219227E-09     91.0246755     36.5048553     54.5198202        51
  0.17232620E-09     97.5289314     42.8202512     54.7086803        52
  0.17374894E-09     97.1452652     42.8770858     54.2681793        53
  0.17488604E-09     91.2455677     42.9320551     48.3135126        54
  0.17601824E-09     85.5095800     42.9747436     42.5348364        55
  0.18133530E-09     91.2455651     42.9320536     48.3135114        56
  0.18233889E-09     96.8895036     42.9412389     53.9482646        57
  0.18322934E-09     91.2455280     42.9320441     48.3134839        58
  0.18352910E-09     85.5096226     42.9747234     42.5348992        59
  0.19051573E-09     91.2455254     42.9320426     48.3134828        60
  0.19095220E-09     85.5096070     42.9747047     42.5349023        61
  0.19113138E-09     91.4783756     43.0020899     48.4762857        62
  0.19113397E-09     97.9490734     43.0377063     54.9113671        63
  0.19298808E-09    103.7893285     43.0167671     60.7725614        64
  0.19324391E-09     97.9490104     43.0377089     54.9113015        65
  0.19774356E-09    104.2637700     42.9244864     61.3392836        66
  0.19840238E-09    110.1192882     42.9111113     67.2081770        67
  0.19852272E-09    115.8554149     42.7487699     73.1066451        68
  0.19941552E-09    122.2820620     48.7840441     73.4980179        69
  0.19972641E-09    116.1228414     42.9674383     73.1554031        70
  0.20111622E-09    116.4005868     42.9583152     73.4422716        71
  0.23319256E-09    116.1379710     42.6981576     73.4398133        72
  0.23397632E-09    116.7095893     43.0042300     73.7053593        73
  0.23402214E-09    116.7880450     42.8246589     73.9633860        74
  0.23612223E-09    116.7096028     43.0042626     73.7053402        75
  0.23729325E-09    116.7880449     42.8246573     73.9633875        76
  0.23798873E-09    116.7095912     43.0042670     73.7053242        77
  0.23873097E-09    122.8639861     42.8889652     79.9750209        78
  0.23957435E-09    116.7096290     43.0042748     73.7053542        79
  0.23958043E-09     98.5194828     24.5475248     73.9719580        80
  0.23969473E-09    104.4131478     24.5913690     79.8217788        81
  0.24072264E-09     98.5194619     24.5475247     73.9719372        82
  0.24146913E-09    104.8658311     24.7037407     80.1620904        83
  0.24151919E-09    110.6192760     30.3946449     80.2246310        84
  0.24408369E-09    104.8658310     24.7037410     80.1620900        85
  0.24414485E-09    116.2511823     30.3910022     85.8601800        86
  0.24450773E-09    122.0625584     30.0576555     92.0049029        87
  0.24472679E-09    122.7549013     30.4803750     92.2745263        88
  0.24554208E-09    122.0625798     30.0576548     92.0049250        89
  0.24630382E-09    122.7847271     30.4110900     92.3736371        90
  0.24979024E-09    135.3878964     42.7922394     92.5956570        91
  0.24981753E-09    122.7847305     30.4110740     92.3736565        92
  0.27127547E-09    116.1878823     30.3844492     85.8034332        93
  0.27194496E-09    122.7849057     30.4112280     92.3736777        94
  0.27702596E-09    135.3857276     42.7921755     92.5935522        95
  0.27705888E-09    122.7849155     30.4112197     92.3736957        96
  0.27875593E-09    128.4499411     30.5067631     97.9431780        97
  0.27948411E-09    134.8147729     30.4712503    104.3435225        98
  0.28000778E-09    140.8496482     30.4721882    110.3774600        99
