 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.55557791E-11      6.0222609      6.0222609         1
  0.12573004E-10      0.0000000      0.0000000         2
  0.14226964E-10      6.0223451      6.0223451         3
  0.19978173E-10     12.2765829     12.2765829         4
  0.22967528E-10     18.3893334     18.3893334         5
  0.26444623E-10     24.5046281     24.5046281         6
  0.36788550E-10     30.8066655     30.8066655         7
  0.38182563E-10     36.9016545     36.9016545         8
  0.39333576E-10     43.1069276     43.1069276         9
  0.58150271E-10     49.3462624     49.3462624        10
  0.67419279E-10     55.5173838     55.5173838        11
  0.76028020E-10     49.3462616     49.3462616        12
  0.76450401E-10     55.5273915     55.5273915        13
  0.77365757E-10     61.5097741     61.5097741        14
  0.77776690E-10     67.8301947     67.8301947        15
  0.79227269E-10     61.5097899     61.5097899        16
  0.80035643E-10     67.8280550     67.8280550        17
  0.82827247E-10     73.9049621     73.9049621        18
  0.86774709E-10     80.2102119     80.2102119        19
  0.87427010E-10     86.5703055     86.5703055        20
  0.89741312E-10     92.5127849     92.5127849        21
  0.91511378E-10     98.6795020     98.6795020        22
  0.92330189E-10    104.9158069    104.9158069        23
  0.94020308E-10    111.1870555    111.1870555        24
  0.96432613E-10    117.3086925    117.3086925        25
  0.96855041E-10    123.7411732    123.7411732        26
  0.10715593E-09    135.9834658    135.9834658        27
  0.11035249E-09    142.1330311    142.1330311        28
  0.11417158E-09    148.3890819    148.3890819        29
  0.11498722E-09    160.6553025    160.6553025        30
  0.12138252E-09    154.3381677    154.3381677        31
  0.12645484E-09    160.6262628    160.6262628        32
  0.12911453E-09    167.1240654    167.1240654        33
  0.13805009E-09    172.9964588    172.9964588        34
  0.13825340E-09    179.1891030    179.1891030        35
  0.15210917E-09    185.4739218    185.4739218        36
  0.15363256E-09    191.6831614    191.6831614        37
  0.15907801E-09    197.7843404    197.7843404        38
  0.16637169E-09    203.8744079    203.8744079        39
  0.17562371E-09    210.0914324    210.0914324        40
  0.19121924E-09    210.0563634    210.0563634        41
  0.19220091E-09    210.0914199    210.0914199        42
  0.19566052E-09    216.1781937    216.1781937        43
  0.19880553E-09    210.0913699    210.0913699        44
  0.22492679E-09    210.2554981    210.2554981        45
  0.22639487E-09    210.0913725    210.0913725        46
  0.22643568E-09    216.2938518    216.2938518        47
  0.22673702E-09    222.4654280    222.4654280        48
  0.22813562E-09    228.5714598    228.5714598        49
  0.22963833E-09    234.8041312    234.8041312        50
  0.23319511E-09    234.8160891    234.8160891        51
  0.23742984E-09    228.6487789    228.6487789        52
  0.24202321E-09    235.0849669    235.0849669        53
  0.24241461E-09    241.1614958    241.1614958        54
  0.24620535E-09    247.4923939    247.4923939        55
  0.26605418E-09    253.3757001    253.3757001        56
  0.26605855E-09    259.5667763    259.5667763        57
  0.26871638E-09    265.8072551    265.8072551        58
  0.27287591E-09    259.5667741    259.5667741        59
