 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.35303060E-11      6.0088840      6.0088840         1
  0.73819720E-11     12.1267346     12.1267346         2
  0.77944736E-11     18.3380649     18.3380649         3
  0.10544526E-10     24.5098755     24.5098755         4
  0.12592855E-10     18.3380664     18.3380664         5
  0.17691839E-10     24.4764439     24.4764439         6
  0.28564477E-10     30.6386521     30.6386521         7
  0.31002117E-10     36.8877803     36.8877803         8
  0.35223742E-10     43.0083112     43.0083112         9
  0.43910789E-10     49.1782599     49.1782599        10
  0.48113228E-10     55.4519569     55.4519569        11
  0.57680299E-10     61.6055435     61.6055435        12
  0.57765825E-10     55.4519561     55.4519561        13
  0.62675999E-10     61.4659753     61.4659753        14
  0.64947244E-10     67.7556167     67.7556167        15
  0.69305562E-10     73.9673935     73.9673935        16
  0.69874439E-10     80.2354754     80.2354754        17
  0.70556794E-10     86.4054158     86.4054158        18
  0.70827223E-10     92.4423420     92.4423420        19
  0.74427293E-10     98.6839120     98.6839120        20
  0.75065553E-10     92.4423448     92.4423448        21
  0.75112913E-10     98.7662558     98.7662558        22
  0.75718456E-10    111.0813985    111.0813985        23
  0.78291882E-10    123.2995783    123.2995783        24
  0.82855911E-10    123.4393413    123.4393413        25
  0.89283655E-10    129.6695241    129.6695241        26
  0.92191770E-10    135.8970449    135.8970449        27
  0.92836793E-10    142.1531845    142.1531845        28
  0.10195937E-09    148.3794948    148.3794948        29
  0.10597190E-09    154.3657571    154.3657571        30
  0.11168002E-09    160.7411661    160.7411661        31
  0.11806591E-09    167.0290037    167.0290037        32
  0.11937100E-09    173.0843815    173.0843815        33
  0.13215674E-09    179.1518408    179.1518408        34
  0.14160618E-09    191.4892932    191.4892932        35
  0.14267852E-09    197.7053853    197.7053853        36
  0.14321458E-09    203.9377575    203.9377575        37
  0.14784129E-09    210.1107312    210.1107312        38
  0.15873580E-09    216.4711123    216.4711123        39
  0.16367369E-09    222.6488780    222.6488780        40
  0.17440136E-09    228.5718125    228.5718125        41
  0.17789422E-09    234.9185018    234.9185018        42
  0.18418167E-09    241.1910614    241.1910614        43
  0.18474241E-09    247.2970997    247.2970997        44
  0.18751235E-09    253.5580432    253.5580432        45
  0.18935933E-09    259.6780118    259.6780118        46
  0.19428713E-09    265.7583297    265.7583297        47
  0.19521044E-09    271.8171433    271.8171433        48
  0.19770476E-09    277.9134056    277.9134056        49
  0.20460566E-09    284.1295257    284.1295257        50
  0.20510884E-09    290.4513901    290.4513901        51
  0.20519227E-09    290.5731326    290.5731326        52
  0.20935963E-09    296.7507078    296.7507078        53
  0.21518549E-09    302.8050115    302.8050115        54
  0.21580925E-09    308.9625177    308.9625177        55
  0.21716561E-09    309.0391680    309.0391680        56
  0.22255131E-09    327.3924313    327.3924313        57
  0.22668301E-09    333.7861372    333.7861372        58
  0.22747761E-09    327.3924358    327.3924358        59
  0.22926993E-09    339.7193489    339.7193489        60
  0.23365392E-09    346.0594214    346.0594214        61
  0.23392340E-09    346.1317468    346.1317468        62
  0.23906393E-09    352.2664001    352.2664001        63
  0.24113162E-09    352.2084683    352.2084683        64
  0.24437652E-09    358.6223940    358.6223940        65
  0.24649240E-09    364.8816052    364.8816052        66
  0.25730288E-09    370.6611647    370.6611647        67
  0.25992622E-09    376.9289522    376.9289522        68
  0.26547013E-09    383.0801232    383.0801232        69
  0.26632729E-09    389.5025362    389.5025362        70
  0.27111255E-09    395.6938214    395.6938214        71
  0.27183099E-09    401.8911985    401.8911985        72
  0.27267729E-09    408.0321001    408.0321001        73
  0.27352225E-09    414.1791702    414.1791702        74
  0.27469970E-09    420.4686965    420.4686965        75
  0.27523462E-09    426.6652457    426.6652457        76
  0.27733827E-09    432.7484200    432.7484200        77
  0.27848076E-09    438.9945123    438.9945123        78
  0.27990232E-09    445.2090305    445.2090305        79
  0.28371241E-09    451.5046924    451.5046924        80
  0.29368399E-09    457.7022718    457.7022718        81
  0.29431070E-09    463.9088664    463.9088664        82
  0.30040210E-09    476.2387470    476.2387470        83
  0.30201631E-09    482.4049955    482.4049955        84
  0.30425199E-09    476.2387538    476.2387538        85
  0.30485019E-09    482.2685837    482.2685837        86
  0.32416790E-09    488.7318462    488.7318462        87
  0.33491313E-09    494.9537436    494.9537436        88
  0.33597811E-09    501.1421581    501.1421581        89
  0.33922229E-09    494.9537318    494.9537318        90
  0.34075295E-09    501.1772139    501.1772139        91
  0.34213840E-09    507.2921064    507.2921064        92
  0.34241461E-09    513.4452518    513.4452518        93
  0.34458757E-09    519.6118667    519.6118667        94
  0.34628037E-09    525.9342267    525.9342267        95
  0.35157303E-09    532.1931546    532.1931546        96
  0.36641689E-09    538.4538422    538.4538422        97
  0.36752758E-09    544.6509780    544.6509780        98
  0.37387293E-09    550.8372151    550.8372151        99
  0.37421752E-09    557.0517960    557.0517960       100
  0.37500530E-09    563.1619119    563.1619119       101
  0.37699410E-09    569.3333685    569.3333685       102
  0.37903860E-09    563.1619084    563.1619084       103
  0.38302650E-09    569.4605918    569.4605918       104
  0.38644480E-09    575.7025508    575.7025508       105
  0.38775534E-09    581.7313572    581.7313572       106
  0.39151978E-09    587.8583549    587.8583549       107
  0.39316878E-09    594.2204874    594.2204874       108
  0.39501753E-09    600.3825452    600.3825452       109
  0.39653032E-09    594.2202884    594.2202884       110
  0.40387690E-09    600.3662962    600.3662962       111
  0.40780345E-09    606.2093170    606.2093170       112
  0.40991728E-09    612.6931922    612.6931922       113
  0.41432596E-09    618.7978554    618.7978554       114
  0.41961014E-09    618.5599237    618.5599237       115
  0.42647882E-09    618.7978308    618.7978308       116
  0.42720881E-09    618.8500481    618.8500481       117
  0.43159063E-09    624.9880686    624.9880686       118
  0.45673028E-09    631.1986285    631.1986285       119
  0.45760751E-09    637.3846342    637.3846342       120
  0.45799862E-09    643.5824366    643.5824366       121
  0.45834444E-09    637.3845957    637.3845957       122
  0.46106498E-09    643.4879991    643.4879991       123
  0.46459940E-09    649.8706074    649.8706074       124
  0.47121523E-09    656.0477029    656.0477029       125
  0.47203911E-09    662.1770316    662.1770316       126
  0.47912317E-09    668.3314220    668.3314220       127
  0.48062754E-09    662.1770560    662.1770560       128
  0.48715782E-09    668.3314240    668.3314240       129
  0.48804888E-09    674.4482994    674.4482994       130
  0.48949096E-09    680.5586039    680.5586039       131
  0.50750344E-09    686.8253403    686.8253403       132
  0.52022320E-09    692.8940381    692.8940381       133
  0.53075230E-09    699.1602250    699.1602250       134
  0.53286786E-09    692.8940275    692.8940275       135
  0.53330673E-09    699.0726556    699.0726556       136
  0.57026362E-09    705.2745304    705.2745304       137
  0.57139870E-09    711.5605480    711.5605480       138
  0.57249234E-09    717.5416517    717.5416517       139
  0.58059225E-09    723.7561312    723.7561312       140
  0.58350417E-09    729.9611581    729.9611581       141
  0.59689888E-09    736.1644265    736.1644265       142
  0.59786484E-09    742.5154558    742.5154558       143
  0.59848746E-09    748.6243964    748.6243964       144
  0.59858171E-09    754.8555682    754.8555682       145
  0.60365567E-09    761.1210555    761.1210555       146
  0.60743144E-09    767.3405681    767.3405681       147
  0.61508903E-09    761.1211093    761.1211093       148
  0.61916522E-09    754.7379640    754.7379640       149
  0.62624604E-09    761.1699689    761.1699689       150
  0.63142793E-09    767.5373334    767.5373334       151
  0.63188955E-09    773.6584832    773.6584832       152
  0.64472603E-09    779.9819511    779.9819511       153
  0.64493322E-09    786.0140017    786.0140017       154
  0.64547967E-09    792.1860490    792.1860490       155
  0.64642147E-09    798.5114157    798.5114157       156
  0.65183146E-09    804.7519991    804.7519991       157
