 #  Elapsed Time    Sqr Displ.      Sqr Displ.     Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni        Atom NiV  ********
  0.00000000E+00      0.0000000      0.0000000      0.0000000         0
  0.58659515E-12      6.0391060      6.0386755      0.0004304         1
  0.43032046E-11     12.3031504     12.3023387      0.0008117         2
  0.73137144E-11     18.5155235     18.5148153      0.0007082         3
  0.82298266E-11     24.5740969     24.5732885      0.0008084         4
  0.12650715E-10     30.7907732     30.7895075      0.0012657         5
  0.14654537E-10     36.9990808     36.9979411      0.0011396         6
  0.19469402E-10     43.3552792     43.3547816      0.0004976         7
  0.22054598E-10     49.4388916     49.4384695      0.0004220         8
  0.23388280E-10     43.3533013     43.3527744      0.0005270         9
  0.44562931E-10     49.4388956     49.4384736      0.0004220        10
  0.48171406E-10     49.5615164     49.5604637      0.0010528        11
  0.50539711E-10     55.6143500     55.6123444      0.0020056        12
  0.55662059E-10     61.8782308     61.8753737      0.0028571        13
  0.57641345E-10     68.1122572     68.1093230      0.0029343        14
  0.57821143E-10     74.2685437     74.2658020      0.0027417        15
  0.58583441E-10     80.5069038     80.5039590      0.0029448        16
  0.59037056E-10     86.6328626     86.6290136      0.0038489        17
  0.69150512E-10     92.8090666     92.8036663      0.0054004        18
  0.69765963E-10     92.8254647     92.8221002      0.0033645        19
  0.75695113E-10     86.6603149     86.6580694      0.0022455        20
  0.79680449E-10     92.8611149     92.8577296      0.0033854        21
  0.80432484E-10     98.9529692     98.9468185      0.0061507        22
  0.91293433E-10    105.2315710    105.2263896      0.0051814        23
  0.94858226E-10    111.2785396    111.2729305      0.0056090        24
  0.98382586E-10    117.4842173    117.4789391      0.0052782        25
  0.10399910E-09    123.6565965    123.6524359      0.0041606        26
  0.10663361E-09    129.9211422    129.9176968      0.0034454        27
  0.10766231E-09    123.6563455    123.6521850      0.0041606        28
  0.10850451E-09    130.1970448    130.1921536      0.0048912        29
  0.11089938E-09    136.3018240    136.2946792      0.0071448        30
  0.12425885E-09    142.3869883    142.3791648      0.0078235        31
  0.12751745E-09    148.5478346    148.5388794      0.0089552        32
  0.12756903E-09    154.9052819    154.8956300      0.0096518        33
  0.13921237E-09    161.0184882    161.0081788      0.0103094        34
  0.14042413E-09    167.1992389    167.1878101      0.0114287        35
  0.14738865E-09    173.2838731    173.2743119      0.0095612        36
  0.16018798E-09    167.1993136    167.1878848      0.0114287        37
  0.16089276E-09    173.4223628    173.4138973      0.0084655        38
  0.17009343E-09    179.5644263    179.5569414      0.0074848        39
  0.17182406E-09    185.8452136    185.8397710      0.0054425        40
  0.17406012E-09    192.1754188    192.1708789      0.0045400        41
  0.17416335E-09    198.3063456    198.3026453      0.0037003        42
  0.18014370E-09    204.5708155    204.5667889      0.0040265        43
  0.18867562E-09    216.5836656    216.5789028      0.0047628        44
  0.19052866E-09    223.1219408    223.1158301      0.0061107        45
  0.19246320E-09    235.1900216    235.1824804      0.0075413        46
  0.20011761E-09    241.4989613    241.4896487      0.0093127        47
  0.20073142E-09    241.5498535    241.5384844      0.0113691        48
  0.21268923E-09    247.7804059    247.7679020      0.0125039        49
  0.21343069E-09    253.8380824    253.8237222      0.0143601        50
  0.21362149E-09    260.1975301    260.1862444      0.0112857        51
  0.21415776E-09    266.3149679    266.3025916      0.0123763        52
  0.21416195E-09    272.4578121    272.4408120      0.0170001        53
  0.21899947E-09    278.7660155    278.7480855      0.0179300        54
  0.22048333E-09    284.9265335    284.9127201      0.0138133        55
  0.23085163E-09    291.0707830    291.0564425      0.0143406        56
