# Time-averaged data for fix 1
# TimeStep c_msd_all[1] c_msd_all[2] c_msd_all[3] c_msd_all[4]
31000 0.0571247 0.0628503 0.0584175 0.178392
32000 0.0664973 0.0685564 0.061923 0.196977
33000 0.0634488 0.0746762 0.0672976 0.205423
34000 0.0706999 0.0889101 0.0763271 0.235937
35000 0.0672394 0.0674753 0.0822972 0.217012
36000 0.0627861 0.0667946 0.0699934 0.199574
37000 0.0632784 0.0686799 0.069941 0.201899
38000 0.06468 0.0635025 0.0683868 0.196569
39000 0.0673557 0.0716324 0.0590009 0.197989
40000 0.0707259 0.0727348 0.066182 0.209643
41000 0.0716771 0.0655337 0.070226 0.207437
42000 0.0643045 0.0713114 0.0652306 0.200846
43000 0.0680994 0.0684081 0.0600715 0.196579
44000 0.070279 0.0691541 0.0750246 0.214458
45000 0.0664142 0.0714232 0.0889336 0.226771
46000 0.0714995 0.077486 0.0828188 0.231804
47000 0.067891 0.0739109 0.078525 0.220327
48000 0.0729587 0.0756383 0.080109 0.228706
49000 0.0651957 0.0763174 0.0662458 0.207759
50000 0.0678635 0.0747131 0.0605366 0.203113
51000 0.0665747 0.0723952 0.0603204 0.19929
52000 0.066228 0.0675662 0.0689297 0.202724
53000 0.0649674 0.0726372 0.0748193 0.212424
54000 0.0709115 0.0714646 0.0722961 0.214672
55000 0.0646227 0.0691368 0.0799635 0.213723
56000 0.06832 0.0665818 0.0827052 0.217607
57000 0.0719338 0.0759444 0.0751689 0.223047
58000 0.0809601 0.0809615 0.0841792 0.246101
59000 0.0696807 0.0837055 0.0715037 0.22489
60000 0.0698117 0.0771554 0.0760448 0.223012
61000 0.0680291 0.0763323 0.0761976 0.220559
62000 0.0807775 0.0709891 0.0753173 0.227084
63000 0.073008 0.0737072 0.083634 0.230349
64000 0.0661646 0.0662449 0.0768381 0.209248
65000 0.0738844 0.0737929 0.0785846 0.226262
66000 0.0741418 0.0712254 0.0664464 0.211814
67000 0.0658527 0.0779862 0.0700511 0.21389
68000 0.0739038 0.0777985 0.0668601 0.218562
69000 0.0773033 0.0815416 0.0694902 0.228335
70000 0.080107 0.0831616 0.0663647 0.229633
71000 0.0787047 0.0730646 0.066424 0.218193
72000 0.0694719 0.0715661 0.0695299 0.210568
73000 0.0712784 0.0691422 0.0888026 0.229223
74000 0.0709604 0.0685556 0.0767732 0.216289
75000 0.0750177 0.0702798 0.0662413 0.211539
76000 0.0829588 0.0828236 0.0720397 0.237822
77000 0.0762727 0.075602 0.077321 0.229196
78000 0.0820328 0.076899 0.0740735 0.233005
79000 0.0721666 0.0737485 0.0827963 0.228711
80000 0.0727285 0.0698953 0.0863129 0.228937
81000 0.0755375 0.0714979 0.0778905 0.224926
82000 0.0714852 0.0675373 0.0797896 0.218812
83000 0.0854249 0.0759292 0.075976 0.23733
84000 0.0705453 0.0727848 0.0743551 0.217685
85000 0.0743617 0.0727926 0.0698905 0.217045
86000 0.0772413 0.0772753 0.0752846 0.229801
87000 0.0773273 0.0756725 0.0643641 0.217364
88000 0.0782224 0.0796375 0.0698007 0.227661
89000 0.0721327 0.0781929 0.0748018 0.225127
90000 0.0745468 0.0761219 0.0806568 0.231325
91000 0.0759446 0.0690829 0.0805923 0.22562
92000 0.0801677 0.0747493 0.082455 0.237372
93000 0.0823734 0.0835074 0.0851151 0.250996
94000 0.0720645 0.0782536 0.0806512 0.230969
95000 0.0866357 0.0763676 0.083363 0.246366
96000 0.0814604 0.069573 0.0810891 0.232122
97000 0.0872442 0.0814487 0.0861592 0.254852
98000 0.0844255 0.0803667 0.0906063 0.255399
99000 0.0788787 0.082734 0.0896589 0.251272
100000 0.078047 0.0757444 0.0859679 0.239759
101000 0.0903827 0.0797905 0.0900238 0.260197
102000 0.0852084 0.0787426 0.092649 0.2566
103000 0.0843091 0.0733674 0.0899699 0.247647
104000 0.0893948 0.0820387 0.0842887 0.255722
105000 0.0905006 0.0788084 0.0926501 0.261959
106000 0.0845567 0.0772228 0.0873369 0.249116
107000 0.0851454 0.0763353 0.0911518 0.252632
108000 0.0825091 0.0820473 0.0901975 0.254754
109000 0.0899891 0.0815739 0.0913532 0.262916
110000 0.0819559 0.0700314 0.0855821 0.237569
111000 0.0839546 0.0797485 0.0864745 0.250178
112000 0.0844378 0.0797923 0.0803795 0.24461
113000 0.0834131 0.0790103 0.0900214 0.252445
114000 0.0847425 0.0820826 0.0843057 0.251131
115000 0.0944193 0.080616 0.0928329 0.267868
116000 0.0785139 0.0699925 0.0888144 0.237321
117000 0.0840959 0.0879499 0.0916145 0.26366
118000 0.0917297 0.0715806 0.102304 0.265614
119000 0.0845766 0.0775614 0.0899309 0.252069
120000 0.0914483 0.0855484 0.0975169 0.274514
121000 0.0846284 0.0748175 0.0933483 0.252794
122000 0.0867934 0.084725 0.0942733 0.265792
123000 0.0828893 0.0785879 0.0926152 0.254092
124000 0.0853003 0.070944 0.0867595 0.243004
125000 0.0819902 0.077506 0.080718 0.240214
126000 0.0892109 0.0772366 0.0995373 0.265985
127000 0.0891866 0.0804903 0.0985611 0.268238
128000 0.0819929 0.0804006 0.103006 0.265399
129000 0.0861076 0.07573 0.104234 0.266072
130000 0.0829331 0.0879586 0.0971316 0.268023
131000 0.101985 0.0965748 0.0978246 0.296385
132000 0.0843353 0.0879746 0.107301 0.279611
133000 0.0861056 0.07981 0.0903209 0.256236
134000 0.0857276 0.0829004 0.0969979 0.265626
135000 0.0832619 0.0798697 0.105437 0.268569
136000 0.0879273 0.0808046 0.0994441 0.268176
137000 0.0854706 0.0828373 0.099948 0.268256
138000 0.0891123 0.0788791 0.0978057 0.265797
139000 0.0847323 0.0756993 0.108454 0.268886
140000 0.0799367 0.0829885 0.102395 0.26532
141000 0.0866555 0.0858423 0.0919581 0.264456
142000 0.0822844 0.0855797 0.0982494 0.266113
143000 0.0808646 0.0753124 0.0852923 0.241469
144000 0.0869055 0.0784766 0.085084 0.250466
145000 0.083139 0.0776851 0.0941061 0.25493
146000 0.0851527 0.0772211 0.0952208 0.257595
147000 0.0885273 0.0838337 0.0937361 0.266097
148000 0.0797835 0.077959 0.105277 0.26302
149000 0.0868159 0.0801932 0.0833966 0.250406
150000 0.0927511 0.0862347 0.0926378 0.271624
151000 0.0817345 0.083957 0.0924212 0.258113
152000 0.0853923 0.0864971 0.0903637 0.262253
153000 0.0888965 0.0811878 0.0915237 0.261608
154000 0.0825883 0.0757354 0.0983942 0.256718
155000 0.0967102 0.0833387 0.0982545 0.278303
156000 0.0893966 0.073561 0.0887326 0.25169
157000 0.0833341 0.077658 0.0834757 0.244468
158000 0.0855048 0.0799536 0.0945065 0.259965
159000 0.0844427 0.0822183 0.101633 0.268294
160000 0.0886745 0.0840469 0.0986041 0.271326
161000 0.0865764 0.0752353 0.102883 0.264694
162000 0.0818379 0.0767708 0.0947832 0.253392
163000 0.0837704 0.0823442 0.0914261 0.257541
