 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.33284058E-11      6.0097053      6.0097053         1
  0.46410622E-11     12.1269953     12.1269953         2
  0.69431951E-11     12.2118915     12.2118915         3
  0.86204611E-11     18.2926394     18.2926394         4
  0.94153270E-11     24.4554345     24.4554345         5
  0.16855133E-10     18.2926393     18.2926393         6
  0.26406850E-10     24.3939508     24.3939508         7
  0.38882842E-10     30.6062319     30.6062319         8
  0.41871339E-10     36.8497648     36.8497648         9
  0.42674554E-10     43.0266299     43.0266299        10
  0.43748906E-10     49.1316419     49.1316419        11
  0.43794011E-10     55.3579961     55.3579961        12
  0.43894109E-10     61.4850258     61.4850258        13
  0.45727597E-10     67.8175425     67.8175425        14
  0.46475962E-10     74.0559615     74.0559615        15
  0.61106892E-10     80.1424907     80.1424907        16
  0.63182213E-10     86.3361576     86.3361576        17
  0.72065998E-10     92.4473648     92.4473648        18
  0.73496039E-10     92.6156345     92.6156345        19
  0.80738801E-10     86.3896480     86.3896480        20
  0.82650163E-10     92.4641342     92.4641342        21
  0.84230496E-10     98.5986071     98.5986071        22
  0.88541657E-10    104.7450217    104.7450217        23
  0.90092184E-10     98.5986701     98.5986701        24
  0.98009507E-10    104.8305849    104.8305849        25
  0.10263784E-09    111.0759014    111.0759014        26
  0.10620679E-09    117.2781160    117.2781160        27
  0.10771894E-09    123.4131591    123.4131591        28
  0.10858108E-09    123.3902573    123.3902573        29
  0.11530987E-09    129.6202007    129.6202007        30
  0.11540762E-09    135.6998382    135.6998382        31
  0.12084171E-09    141.9461934    141.9461934        32
  0.12450744E-09    148.0671292    148.0671292        33
  0.13465566E-09    154.2806001    154.2806001        34
  0.14827801E-09    148.0671231    148.0671231        35
  0.14896515E-09    154.1910358    154.1910358        36
  0.14916458E-09    160.4744746    160.4744746        37
  0.15335810E-09    154.1910335    154.1910335        38
  0.16263654E-09    154.3465678    154.3465678        39
  0.16450119E-09    160.5300040    160.5300040        40
  0.17164367E-09    166.6110887    166.6110887        41
  0.17304875E-09    178.8903673    178.8903673        42
  0.17576338E-09    178.9588051    178.9588051        43
  0.18150833E-09    185.2978276    185.2978276        44
  0.18473981E-09    191.4052397    191.4052397        45
  0.18768627E-09    197.6207838    197.6207838        46
  0.19004621E-09    203.7897914    203.7897914        47
  0.19212323E-09    210.0432170    210.0432170        48
  0.19369943E-09    216.2016015    216.2016015        49
  0.19676785E-09    222.4953882    222.4953882        50
  0.19800005E-09    228.5999532    228.5999532        51
  0.20674001E-09    234.7175587    234.7175587        52
  0.20924556E-09    241.0427329    241.0427329        53
  0.21049585E-09    247.0104772    247.0104772        54
  0.21246912E-09    247.0316478    247.0316478        55
  0.21458909E-09    241.0150372    241.0150372        56
  0.21648589E-09    247.1902776    247.1902776        57
  0.21824680E-09    265.4624704    265.4624704        58
  0.22434699E-09    271.7533381    271.7533381        59
  0.23396629E-09    284.2137257    284.2137257        60
  0.23412402E-09    290.7474073    290.7474073        61
  0.23439770E-09    296.8992754    296.8992754        62
  0.23871325E-09    303.2261562    303.2261562        63
  0.24074641E-09    309.3643980    309.3643980        64
  0.25060402E-09    315.5147102    315.5147102        65
  0.25135185E-09    321.6636820    321.6636820        66
  0.25184206E-09    327.7567155    327.7567155        67
  0.25377051E-09    333.8843479    333.8843479        68
  0.25466243E-09    333.9090700    333.9090700        69
  0.25486817E-09    340.3938872    340.3938872        70
  0.25996462E-09    346.4013002    346.4013002        71
  0.26195656E-09    352.6239933    352.6239933        72
  0.26476787E-09    358.6471756    358.6471756        73
  0.26562516E-09    364.9766084    364.9766084        74
  0.26791478E-09    371.1158960    371.1158960        75
  0.27084489E-09    383.2778099    383.2778099        76
  0.27333834E-09    389.7977693    389.7977693        77
  0.27350988E-09    395.9986138    395.9986138        78
  0.27457741E-09    402.0551807    402.0551807        79
  0.27655381E-09    408.1281830    408.1281830        80
  0.28170743E-09    414.3368623    414.3368623        81
  0.28546729E-09    420.5160207    420.5160207        82
  0.28928580E-09    426.6896179    426.6896179        83
  0.29607426E-09    432.9391610    432.9391610        84
  0.29644646E-09    439.1504239    439.1504239        85
  0.30154055E-09    432.9391432    432.9391432        86
  0.30155789E-09    439.0910444    439.0910444        87
  0.30616256E-09    445.3385277    445.3385277        88
  0.30883889E-09    451.4206121    451.4206121        89
  0.31744472E-09    451.4060470    451.4060470        90
  0.32639820E-09    457.7214005    457.7214005        91
  0.33203920E-09    463.8375868    463.8375868        92
  0.33509753E-09    470.0242442    470.0242442        93
  0.33526495E-09    476.2332753    476.2332753        94
  0.34387015E-09    482.4975690    482.4975690        95
  0.34519083E-09    488.6667558    488.6667558        96
  0.35339283E-09    482.4975556    482.4975556        97
  0.35420558E-09    488.5447956    488.5447956        98
  0.35441391E-09    494.9914187    494.9914187        99
  0.35856125E-09    501.1842956    501.1842956       100
  0.35953686E-09    507.2855279    507.2855279       101
  0.36625210E-09    513.4687250    513.4687250       102
  0.36924181E-09    513.4202281    513.4202281       103
  0.37036710E-09    513.4687568    513.4687568       104
  0.37344296E-09    513.5001000    513.5001000       105
  0.37899711E-09    519.5716539    519.5716539       106
  0.38349439E-09    519.6166857    519.6166857       107
  0.39003412E-09    531.8542543    531.8542543       108
  0.39062628E-09    537.8164424    537.8164424       109
  0.40644736E-09    538.1606996    538.1606996       110
  0.41867574E-09    531.8839148    531.8839148       111
  0.42322916E-09    525.8376967    525.8376967       112
  0.42577962E-09    532.1361212    532.1361212       113
  0.42745992E-09    531.9141239    531.9141239       114
  0.43899827E-09    538.1238654    538.1238654       115
  0.45118216E-09    544.4861083    544.4861083       116
  0.45123046E-09    550.5852114    550.5852114       117
  0.45309870E-09    556.6851344    556.6851344       118
  0.45605195E-09    562.8898325    562.8898325       119
  0.46122649E-09    569.0452152    569.0452152       120
  0.46708343E-09    575.3528280    575.3528280       121
  0.47041506E-09    581.6765133    581.6765133       122
  0.48767912E-09    587.6210409    587.6210409       123
  0.49659482E-09    587.7518131    587.7518131       124
  0.49752996E-09    599.9145254    599.9145254       125
  0.49758048E-09    587.7517875    587.7517875       126
  0.51308790E-09    599.9145287    599.9145287       127
  0.51335208E-09    612.3057063    612.3057063       128
  0.52595662E-09    618.5375061    618.5375061       129
  0.52749241E-09    624.5698233    624.5698233       130
  0.52964800E-09    624.7996145    624.7996145       131
  0.53275978E-09    630.9236795    630.9236795       132
  0.53641848E-09    624.7995644    624.7995644       133
  0.53643353E-09    631.0431062    631.0431062       134
  0.56155929E-09    637.3264825    637.3264825       135
  0.56284281E-09    643.4699146    643.4699146       136
  0.56667915E-09    637.3264212    637.3264212       137
  0.56851766E-09    643.4699143    643.4699143       138
  0.56910583E-09    661.6282620    661.6282620       139
  0.56917817E-09    643.4960258    643.4960258       140
  0.57107032E-09    649.5552987    649.5552987       141
  0.57523750E-09    655.7882962    655.7882962       142
  0.58244180E-09    661.9295780    661.9295780       143
  0.58649067E-09    668.0842328    668.0842328       144
  0.59092306E-09    674.3014324    674.3014324       145
  0.59226577E-09    680.3950570    680.3950570       146
  0.59676348E-09    686.7266368    686.7266368       147
  0.61283246E-09    692.8890345    692.8890345       148
  0.61475022E-09    699.0349568    699.0349568       149
  0.61630085E-09    705.2806180    705.2806180       150
  0.61891223E-09    711.2912218    711.2912218       151
  0.62077538E-09    717.4681639    717.4681639       152
  0.62242554E-09    724.0019596    724.0019596       153
  0.62664422E-09    730.0457476    730.0457476       154
  0.62730570E-09    736.2901260    736.2901260       155
  0.62914700E-09    742.5272404    742.5272404       156
  0.62975966E-09    748.8552831    748.8552831       157
  0.63396955E-09    754.9969251    754.9969251       158
  0.65135710E-09    761.0851665    761.0851665       159
  0.65986255E-09    767.3342359    767.3342359       160
  0.66215446E-09    773.7203215    773.7203215       161
  0.66995364E-09    779.8026834    779.8026834       162
  0.67150743E-09    786.1087708    786.1087708       163
  0.67339049E-09    792.3595444    792.3595444       164
  0.67520148E-09    804.5793179    804.5793179       165
  0.67726424E-09    804.5465282    804.5465282       166
  0.67891673E-09    810.8133347    810.8133347       167
  0.68002299E-09    804.5464825    804.5464825       168
  0.68077419E-09    810.7470314    810.7470314       169
  0.68490772E-09    816.9837663    816.9837663       170
  0.68609185E-09    823.2043391    823.2043391       171
  0.68790138E-09    829.3536801    829.3536801       172
  0.69322009E-09    835.6035394    835.6035394       173
  0.69514968E-09    841.7973751    841.7973751       174
  0.69911414E-09    848.0536680    848.0536680       175
  0.71059745E-09    860.1056305    860.1056305       176
  0.71102216E-09    848.0536680    848.0536680       177
  0.71457505E-09    854.3198406    854.3198406       178
  0.71698683E-09    860.5364791    860.5364791       179
  0.71766634E-09    854.3198418    854.3198418       180
  0.72485940E-09    860.6023042    860.6023042       181
  0.72594738E-09    866.7410111    866.7410111       182
  0.73436004E-09    872.8285989    872.8285989       183
  0.73890611E-09    878.9113416    878.9113416       184
  0.73926206E-09    885.2065331    885.2065331       185
  0.73995662E-09    891.4869074    891.4869074       186
  0.74169285E-09    897.5652296    897.5652296       187
  0.74288405E-09    903.8666681    903.8666681       188
  0.74896983E-09    910.1354672    910.1354672       189
  0.76127148E-09    916.1293749    916.1293749       190
  0.76279491E-09    922.4556459    922.4556459       191
  0.77176872E-09    916.1293752    916.1293752       192
  0.77584377E-09    922.5264215    922.5264215       193
  0.78521599E-09    928.6620920    928.6620920       194
  0.78559314E-09    934.8758682    934.8758682       195
  0.79168353E-09    941.2029893    941.2029893       196
  0.79393211E-09    947.4706713    947.4706713       197
  0.79967893E-09    953.5769787    953.5769787       198
  0.80259117E-09    959.8031387    959.8031387       199
  0.81459939E-09    965.8335905    965.8335905       200
  0.81729745E-09    972.2001827    972.2001827       201
  0.82324511E-09    978.2048580    978.2048580       202
  0.82534272E-09    984.5176853    984.5176853       203
  0.82685515E-09    990.6053345    990.6053345       204
  0.82834524E-09    996.8621306    996.8621306       205
  0.83913261E-09   1002.9528716   1002.9528716       206
  0.84571863E-09   1009.3581631   1009.3581631       207
  0.84643705E-09   1015.6262541   1015.6262541       208
  0.84770688E-09   1021.7631382   1021.7631382       209
  0.84841972E-09   1027.9934990   1027.9934990       210
  0.85987060E-09   1034.0806596   1034.0806596       211
  0.86012838E-09   1027.9935013   1027.9935013       212
  0.86175702E-09   1034.0888651   1034.0888651       213
  0.86391778E-09   1040.3407620   1040.3407620       214
  0.87309192E-09   1046.4666509   1046.4666509       215
  0.87468042E-09   1052.6792395   1052.6792395       216
  0.87525619E-09   1058.8574877   1058.8574877       217
  0.87725778E-09   1065.0056164   1065.0056164       218
  0.88448495E-09   1071.2756764   1071.2756764       219
  0.88534672E-09   1071.1555582   1071.1555582       220
  0.89124815E-09   1071.1049842   1071.1049842       221
  0.89388519E-09   1065.0131485   1065.0131485       222
  0.89805665E-09   1071.1273428   1071.1273428       223
  0.89935347E-09   1077.3815059   1077.3815059       224
  0.89995620E-09   1083.6424130   1083.6424130       225
  0.90329807E-09   1089.6830617   1089.6830617       226
  0.90500076E-09   1095.8552747   1095.8552747       227
  0.91094493E-09   1089.6830908   1089.6830908       228
  0.91278141E-09   1095.8552774   1095.8552774       229
  0.92513228E-09   1089.6830140   1089.6830140       230
  0.93314667E-09   1095.9183319   1095.9183319       231
  0.93818049E-09   1102.0194941   1102.0194941       232
  0.94493331E-09   1102.0441863   1102.0441863       233
  0.94557127E-09   1108.2131190   1108.2131190       234
  0.94761832E-09   1108.4332124   1108.4332124       235
  0.95264791E-09   1102.1978044   1102.1978044       236
  0.95655799E-09   1108.4784282   1108.4784282       237
  0.95691222E-09   1114.7485631   1114.7485631       238
  0.95807898E-09   1120.7539815   1120.7539815       239
  0.95955235E-09   1126.9544496   1126.9544496       240
  0.96176421E-09   1133.0912164   1133.0912164       241
  0.97229306E-09   1139.5085267   1139.5085267       242
  0.97233435E-09   1145.7638220   1145.7638220       243
  0.97696750E-09   1145.4089366   1145.4089366       244
  0.98567654E-09   1152.0754330   1152.0754330       245
  0.98701412E-09   1158.0623956   1158.0623956       246
  0.98954351E-09   1164.3225536   1164.3225536       247
  0.98961355E-09   1170.5219416   1170.5219416       248
  0.99044058E-09   1182.7461965   1182.7461965       249
  0.99044093E-09   1188.8683050   1188.8683050       250
  0.99186619E-09   1195.1296652   1195.1296652       251
  0.99436372E-09   1201.2490325   1201.2490325       252
  0.99937229E-09   1207.3486443   1207.3486443       253
  0.10002861E-08   1207.4948196   1207.4948196       254
  0.10094689E-08   1207.4170856   1207.4170856       255
  0.10108391E-08   1213.3670644   1213.3670644       256
  0.10110796E-08   1219.9803268   1219.9803268       257
  0.10115537E-08   1226.0661835   1226.0661835       258
  0.10215633E-08   1232.1899318   1232.1899318       259
  0.10248696E-08   1232.1061554   1232.1061554       260
  0.10276490E-08   1238.6680518   1238.6680518       261
  0.10283670E-08   1250.8610674   1250.8610674       262
  0.10396646E-08   1263.1308555   1263.1308555       263
  0.10425727E-08   1281.5462351   1281.5462351       264
  0.10440867E-08   1288.1799132   1288.1799132       265
  0.10445223E-08   1294.2335407   1294.2335407       266
  0.10465476E-08   1300.5180317   1300.5180317       267
  0.10586042E-08   1306.6546044   1306.6546044       268
  0.10616203E-08   1312.7485150   1312.7485150       269
  0.10632029E-08   1312.7898619   1312.7898619       270
  0.10684469E-08   1319.0923057   1319.0923057       271
  0.10827284E-08   1325.1190495   1325.1190495       272
  0.10858493E-08   1337.2752944   1337.2752944       273
  0.10859085E-08   1343.9590507   1343.9590507       274
  0.10930936E-08   1343.8183217   1343.8183217       275
  0.10940904E-08   1343.4296849   1343.4296849       276
  0.10954432E-08   1343.5583048   1343.5583048       277
  0.10980583E-08   1349.8462841   1349.8462841       278
  0.11047804E-08   1356.0417189   1356.0417189       279
  0.11050025E-08   1362.3596400   1362.3596400       280
  0.11098122E-08   1362.0817379   1362.0817379       281
  0.11118472E-08   1362.2148967   1362.2148967       282
  0.11127116E-08   1362.0817402   1362.0817402       283
  0.11172501E-08   1362.3488773   1362.3488773       284
  0.11195505E-08   1374.5690627   1374.5690627       285
  0.11229703E-08   1380.8681886   1380.8681886       286
  0.11241413E-08   1386.7566306   1386.7566306       287
  0.11242325E-08   1393.2041534   1393.2041534       288
  0.11337565E-08   1399.5691175   1399.5691175       289
  0.11347526E-08   1405.7734975   1405.7734975       290
  0.11348379E-08   1412.0133510   1412.0133510       291
  0.11364249E-08   1405.7735799   1405.7735799       292
  0.11373680E-08   1399.5610358   1399.5610358       293
  0.11383547E-08   1405.7009618   1405.7009618       294
  0.11415440E-08   1423.8276230   1423.8276230       295
  0.11440916E-08   1430.3521970   1430.3521970       296
  0.11466709E-08   1430.3049301   1430.3049301       297
  0.11559772E-08   1436.7399444   1436.7399444       298
  0.11570293E-08   1449.0465235   1449.0465235       299
  0.11614949E-08   1467.4926251   1467.4926251       300
  0.11622633E-08   1473.6436479   1473.6436479       301
  0.11627232E-08   1479.6186057   1479.6186057       302
  0.11656190E-08   1480.1634189   1480.1634189       303
  0.11668408E-08   1486.4055217   1486.4055217       304
  0.11669523E-08   1492.2213432   1492.2213432       305
  0.11722913E-08   1498.5102388   1498.5102388       306
  0.11731248E-08   1498.5604658   1498.5604658       307
  0.11765521E-08   1504.8049691   1504.8049691       308
  0.11790581E-08   1511.0958201   1511.0958201       309
  0.11795164E-08   1517.1120202   1517.1120202       310
  0.11855202E-08   1517.1802724   1517.1802724       311
  0.11885716E-08   1523.3654082   1523.3654082       312
  0.11961733E-08   1541.5830874   1541.5830874       313
  0.12020123E-08   1547.8300029   1547.8300029       314
  0.12023761E-08   1554.1515916   1554.1515916       315
  0.12099434E-08   1560.4387244   1560.4387244       316
  0.12110792E-08   1566.6267970   1566.6267970       317
  0.12190081E-08   1572.9150639   1572.9150639       318
  0.12201005E-08   1579.0285436   1579.0285436       319
  0.12224641E-08   1591.1988619   1591.1988619       320
  0.12295147E-08   1597.4846494   1597.4846494       321
  0.12296958E-08   1603.5668591   1603.5668591       322
  0.12303003E-08   1609.7027624   1609.7027624       323
  0.12353294E-08   1615.7531833   1615.7531833       324
  0.12356517E-08   1615.6863497   1615.6863497       325
  0.12379874E-08   1634.2463641   1634.2463641       326
  0.12417727E-08   1634.6388042   1634.6388042       327
  0.12441949E-08   1640.6964737   1640.6964737       328
  0.12545840E-08   1646.6678076   1646.6678076       329
  0.12552409E-08   1640.4475284   1640.4475284       330
  0.12706375E-08   1652.6407642   1652.6407642       331
  0.12726261E-08   1658.9371418   1658.9371418       332
  0.12746637E-08   1665.2614392   1665.2614392       333
  0.12783721E-08   1671.2144021   1671.2144021       334
  0.12793125E-08   1677.3252320   1677.3252320       335
  0.12915432E-08   1683.5611577   1683.5611577       336
  0.12921008E-08   1689.9115142   1689.9115142       337
  0.13018689E-08   1695.9754577   1695.9754577       338
  0.13188398E-08   1702.1560272   1702.1560272       339
  0.13206793E-08   1708.2941267   1708.2941267       340
  0.13256403E-08   1714.6263298   1714.6263298       341
  0.13265517E-08   1721.0331318   1721.0331318       342
  0.13268972E-08   1727.3754324   1727.3754324       343
  0.13269709E-08   1733.2535153   1733.2535153       344
  0.13271713E-08   1733.1659522   1733.1659522       345
  0.13275444E-08   1739.6135064   1739.6135064       346
  0.13302697E-08   1733.1659782   1733.1659782       347
  0.13325458E-08   1733.4745390   1733.4745390       348
  0.13339621E-08   1739.5490604   1739.5490604       349
  0.13357458E-08   1745.6819280   1745.6819280       350
  0.13399693E-08   1751.8778471   1751.8778471       351
  0.13445803E-08   1758.2881876   1758.2881876       352
  0.13450554E-08   1770.3723789   1770.3723789       353
  0.13480867E-08   1764.2986132   1764.2986132       354
  0.13487103E-08   1770.5258899   1770.5258899       355
  0.13490787E-08   1788.9506306   1788.9506306       356
  0.13519214E-08   1795.1155011   1795.1155011       357
  0.13640609E-08   1801.4847356   1801.4847356       358
  0.13654201E-08   1807.7058026   1807.7058026       359
  0.13708008E-08   1813.7868252   1813.7868252       360
  0.13748633E-08   1813.7252187   1813.7252187       361
  0.13763881E-08   1819.7827679   1819.7827679       362
  0.13767121E-08   1832.1910519   1832.1910519       363
  0.13838086E-08   1819.7827692   1819.7827692       364
  0.13858118E-08   1826.2338094   1826.2338094       365
  0.13864871E-08   1832.2046050   1832.2046050       366
  0.13882853E-08   1838.4912551   1838.4912551       367
  0.13900888E-08   1838.6102150   1838.6102150       368
  0.13924370E-08   1838.6432047   1838.6432047       369
  0.13973250E-08   1844.8219104   1844.8219104       370
  0.14178957E-08   1851.0082149   1851.0082149       371
  0.14190920E-08   1857.2851663   1857.2851663       372
  0.14243750E-08   1863.4254005   1863.4254005       373
  0.14267923E-08   1869.5181654   1869.5181654       374
  0.14287252E-08   1875.6082701   1875.6082701       375
  0.14421317E-08   1893.8948980   1893.8948980       376
  0.14449889E-08   1875.6082735   1875.6082735       377
  0.14465228E-08   1882.0369621   1882.0369621       378
  0.14468281E-08   1888.1322263   1888.1322263       379
  0.14500596E-08   1887.9475852   1887.9475852       380
  0.14529845E-08   1888.3360873   1888.3360873       381
  0.14533610E-08   1894.4857188   1894.4857188       382
  0.14580532E-08   1906.4150487   1906.4150487       383
  0.14649833E-08   1912.8044859   1912.8044859       384
  0.14652722E-08   1912.9028866   1912.9028866       385
  0.14679178E-08   1912.7526969   1912.7526969       386
  0.14681973E-08   1912.5794167   1912.5794167       387
  0.14688016E-08   1924.7315626   1924.7315626       388
  0.14709811E-08   1931.1371263   1931.1371263       389
  0.14771067E-08   1937.4858934   1937.4858934       390
  0.14773990E-08   1937.4640003   1937.4640003       391
  0.14780290E-08   1943.6081801   1943.6081801       392
