 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.20254570E-12      6.0087318      6.0087318         1
  0.39549876E-11     12.2612676     12.2612676         2
  0.67344719E-11     18.4673817     18.4673817         3
  0.89351134E-11     24.6138517     24.6138517         4
  0.22680638E-10     30.7198948     30.7198948         5
  0.27306674E-10     36.8689407     36.8689407         6
  0.27442800E-10     43.1332377     43.1332377         7
  0.31440931E-10     49.1910493     49.1910493         8
  0.32800407E-10     55.4548118     55.4548118         9
  0.41411613E-10     61.6757152     61.6757152        10
  0.42109589E-10     67.9291849     67.9291849        11
  0.45658189E-10     74.0231132     74.0231132        12
  0.46902473E-10     80.2743596     80.2743596        13
  0.49136119E-10     86.5160117     86.5160117        14
  0.50696634E-10     92.6533321     92.6533321        15
  0.55691404E-10     98.9622693     98.9622693        16
  0.82906374E-10    105.2042269    105.2042269        17
  0.95444312E-10    111.2443545    111.2443545        18
  0.96653102E-10    111.2847485    111.2847485        19
  0.97737458E-10    117.4720104    117.4720104        20
  0.99197493E-10    123.9169080    123.9169080        21
  0.10432254E-09    129.9207507    129.9207507        22
  0.11731379E-09    136.0443394    136.0443394        23
  0.12447780E-09    142.2824961    142.2824961        24
  0.13317452E-09    148.4587538    148.4587538        25
  0.13447205E-09    154.5975973    154.5975973        26
  0.13776898E-09    154.5794341    154.5794341        27
  0.13923476E-09    154.6085288    154.6085288        28
  0.14086518E-09    161.1205599    161.1205599        29
  0.14957228E-09    167.0926343    167.0926343        30
  0.14964425E-09    173.1679579    173.1679579        31
  0.15417053E-09    173.1540941    173.1540941        32
  0.15591234E-09    179.2612158    179.2612158        33
  0.15597129E-09    191.6345712    191.6345712        34
  0.16263563E-09    203.9642901    203.9642901        35
  0.16548074E-09    222.5037839    222.5037839        36
  0.19045524E-09    222.5192768    222.5192768        37
  0.19091908E-09    222.5623919    222.5623919        38
  0.19678755E-09    228.7406050    228.7406050        39
  0.20180776E-09    240.8478304    240.8478304        40
  0.20395781E-09    241.1821709    241.1821709        41
  0.20402410E-09    247.2075280    247.2075280        42
  0.20566710E-09    253.4362447    253.4362447        43
  0.20771012E-09    259.7305842    259.7305842        44
  0.20902459E-09    265.9048718    265.9048718        45
  0.21259813E-09    272.1479756    272.1479756        46
  0.21936600E-09    278.3616485    278.3616485        47
  0.22020885E-09    284.5200331    284.5200331        48
  0.22541503E-09    290.8045169    290.8045169        49
  0.22925087E-09    296.8534323    296.8534323        50
  0.22968438E-09    296.8207540    296.8207540        51
  0.24091075E-09    303.0687973    303.0687973        52
  0.24454889E-09    309.2576415    309.2576415        53
  0.24743504E-09    315.5340866    315.5340866        54
  0.24848602E-09    321.6491493    321.6491493        55
  0.24959104E-09    315.5340365    315.5340365        56
  0.26545899E-09    321.6642892    321.6642892        57
  0.26694174E-09    321.5604464    321.5604464        58
  0.27025543E-09    321.6826877    321.6826877        59
  0.27051445E-09    327.8584663    327.8584663        60
  0.27134302E-09    334.1195079    334.1195079        61
  0.27197121E-09    340.4964881    340.4964881        62
  0.27409501E-09    346.4701222    346.4701222        63
  0.27457687E-09    352.8946243    352.8946243        64
  0.28254404E-09    358.9953798    358.9953798        65
  0.28542258E-09    352.8946216    352.8946216        66
  0.28802289E-09    358.7930804    358.7930804        67
  0.29376042E-09    352.8946423    352.8946423        68
  0.30244597E-09    359.0162819    359.0162819        69
  0.30575648E-09    365.0696651    365.0696651        70
  0.31955926E-09    371.3064278    371.3064278        71
  0.32267456E-09    389.7546243    389.7546243        72
  0.32619171E-09    396.1089786    396.1089786        73
  0.32639933E-09    402.3994234    402.3994234        74
  0.33158462E-09    408.4869339    408.4869339        75
  0.33305712E-09    408.5018945    408.5018945        76
  0.33337451E-09    414.5159876    414.5159876        77
  0.33730653E-09    420.7368493    420.7368493        78
