# Time-averaged data for fix 1
# TimeStep c_msd_all[1] c_msd_all[2] c_msd_all[3] c_msd_all[4]
1000 0.0176523 0.0177739 0.0175411 0.0529672
2000 0.024201 0.0208632 0.0284855 0.0735497
3000 0.0286301 0.0311563 0.0306027 0.0903892
4000 0.0319101 0.0354629 0.0361357 0.103509
5000 0.0313997 0.0299457 0.0325827 0.0939282
6000 0.0302726 0.0384362 0.0312579 0.0999667
7000 0.0305985 0.0432859 0.0366657 0.11055
8000 0.031656 0.0331483 0.0400474 0.104852
9000 0.0299135 0.0338435 0.0461956 0.109953
10000 0.0310389 0.032301 0.0470631 0.110403
11000 0.0363306 0.0350793 0.037633 0.109043
12000 0.0307169 0.0359608 0.0321145 0.0987922
13000 0.0327622 0.0354559 0.0314572 0.0996753
14000 0.0314878 0.0395496 0.0350827 0.10612
15000 0.0374733 0.0341106 0.0341432 0.105727
16000 0.0496454 0.0374474 0.0339563 0.121049
17000 0.0400565 0.0415286 0.0351649 0.11675
18000 0.0379654 0.0470797 0.0334541 0.118499
19000 0.0355454 0.0420352 0.0404006 0.117981
20000 0.0405326 0.0379489 0.0323582 0.11084
21000 0.0454752 0.0385259 0.0336293 0.11763
22000 0.0426708 0.0374412 0.0314058 0.111518
23000 0.0405149 0.0399513 0.03237 0.112836
24000 0.0273368 0.0340194 0.0330454 0.0944016
25000 0.046082 0.0446148 0.0321822 0.122879
26000 0.0419891 0.0376826 0.0318828 0.111554
27000 0.0347906 0.0314231 0.0308834 0.0970971
28000 0.0428526 0.0379967 0.030946 0.111795
29000 0.0327234 0.0361362 0.0287136 0.0975731
30000 0.040384 0.0402227 0.0332981 0.113905
31000 0.0412609 0.03522 0.0362965 0.112777
32000 0.0411756 0.033497 0.0319861 0.106659
33000 0.0484963 0.0382606 0.0321013 0.118858
34000 0.0364905 0.0357499 0.035435 0.107675
35000 0.042736 0.0386683 0.0375688 0.118973
36000 0.0411468 0.0386695 0.0357249 0.115541
37000 0.0402121 0.0402094 0.0342151 0.114637
38000 0.0416773 0.0363869 0.0383281 0.116392
39000 0.0451231 0.0391978 0.0317595 0.11608
40000 0.0393913 0.0374787 0.0347297 0.1116
41000 0.0409747 0.0414737 0.0381272 0.120576
42000 0.0408047 0.0385382 0.032582 0.111925
43000 0.0388223 0.0422633 0.0338712 0.114957
44000 0.0449269 0.0381355 0.0401331 0.123195
45000 0.0418121 0.044082 0.0426292 0.128523
46000 0.0384829 0.0375233 0.0378498 0.113856
47000 0.0439086 0.0376637 0.0362461 0.117818
48000 0.0426223 0.0409639 0.0354429 0.119029
49000 0.0436713 0.039249 0.0390795 0.122
50000 0.0386012 0.0355672 0.0396655 0.113834
51000 0.0434692 0.0443056 0.038616 0.126391
52000 0.044359 0.0411567 0.0428266 0.128342
53000 0.0494996 0.0384041 0.0464413 0.134345
54000 0.0509506 0.0464229 0.0488756 0.146249
