 #  Elapsed Time    Sqr Displ.      Sqr Displ.     Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni        Atom NiV  ********
  0.00000000E+00      0.0000000      0.0000000      0.0000000         0
  0.13353481E-11      6.0135926      6.0130459      0.0005467         1
  0.75021356E-11      0.0000000      0.0000000      0.0000000         2
  0.86086475E-11      6.0417231      6.0413383      0.0003848         3
  0.12759263E-10     12.3080976     12.3073278      0.0007699         4
  0.15841345E-10     18.3709867     18.3701843      0.0008024         5
  0.16921962E-10     24.6254404     24.6239222      0.0015182         6
  0.24449951E-10     30.8061654     30.8046130      0.0015525         7
  0.25700865E-10     36.9931698     36.9910575      0.0021123         8
  0.36703590E-10     43.2360379     43.2347423      0.0012956         9
  0.37961311E-10     49.5547544     49.5539986      0.0007558        10
  0.47263092E-10     55.5913345     55.5902978      0.0010367        11
  0.47402763E-10     61.7479630     61.7475389      0.0004241        12
  0.47483611E-10     68.0701570     68.0697568      0.0004002        13
  0.57870833E-10     61.7448286     61.7444074      0.0004211        14
  0.63166632E-10     68.0419723     68.0418239      0.0001484        15
  0.63988382E-10     74.1599476     74.1595783      0.0003693        16
  0.67829279E-10     80.3267190     80.3253557      0.0013633        17
  0.72590543E-10     86.5744684     86.5729584      0.0015100        18
  0.72660972E-10     92.6769020     92.6764649      0.0004371        19
  0.84195054E-10     98.8911864     98.8900560      0.0011304        20
  0.85868178E-10    105.0743442    105.0739752      0.0003690        21
  0.10475440E-09    111.3548786    111.3542562      0.0006223        22
  0.10514435E-09    117.4468669    117.4465104      0.0003565        23
  0.10585977E-09    123.7476243    123.7470061      0.0006182        24
  0.11946232E-09    129.8639423    129.8620867      0.0018556        25
  0.12475458E-09    136.0940456    136.0917528      0.0022928        26
  0.12620511E-09    142.2972896    142.2949880      0.0023016        27
  0.12760620E-09    148.4316574    148.4284823      0.0031751        28
  0.13027041E-09    148.4218925    148.4182753      0.0036172        29
  0.13376622E-09    142.3067602    142.3042413      0.0025188        30
  0.13402880E-09    148.6136304    148.6116848      0.0019456        31
  0.13406217E-09    154.4415194    154.4408937      0.0006257        32
  0.13646467E-09    160.8477685    160.8456415      0.0021270        33
  0.14370106E-09    167.0245637    167.0206302      0.0039335        34
  0.14444493E-09    167.0807632    167.0747485      0.0060147        35
  0.15936102E-09    173.2444686    173.2377012      0.0067674        36
  0.16964075E-09    179.3925658    179.3862273      0.0063385        37
  0.17152233E-09    185.7042021    185.6983353      0.0058668        38
  0.17764259E-09    191.8953244    191.8885607      0.0067637        39
  0.17943418E-09    198.0054102    197.9972026      0.0082075        40
  0.18316442E-09    204.1012814    204.0890761      0.0122052        41
  0.18577034E-09    210.1910677    210.1763069      0.0147608        42
  0.19222957E-09    216.4338061    216.4207174      0.0130887        43
  0.19464153E-09    222.6612493    222.6473943      0.0138550        44
  0.19929273E-09    228.7662081    228.7471239      0.0190842        45
  0.19944006E-09    234.8533894    234.8267186      0.0266707        46
  0.20429542E-09    241.1408543    235.0687452      6.0721090        47
  0.20535431E-09    247.3545768    241.2020474      6.1525294        48
  0.20542650E-09    241.1408543    235.0687423      6.0721120        49
  0.20723555E-09    247.3545768    241.2020475      6.1525294        50
  0.20738321E-09    253.5408998    241.2317937     12.3091061        51
  0.20747083E-09    259.5590484    241.4014015     18.1576469        52
  0.20918185E-09    253.5409009    241.2317941     12.3091068        53
  0.20921642E-09    259.5675790    241.3800094     18.1875696        54
  0.20945069E-09    265.6704328    241.3625154     24.3079174        55
  0.20950702E-09    271.7368522    241.4199209     30.3169313        56
  0.21095561E-09    277.5987530    241.3457738     36.2529793        57
  0.21142067E-09    271.7368365    241.4199194     30.3169170        58
  0.21931818E-09    277.8154022    241.2747096     36.5406926        59
  0.21946341E-09    283.8952777    241.4082952     42.4869825        60
  0.21981246E-09    290.0380223    241.2995392     48.7384831        61
  0.42988360E-09    283.8952777    241.4082952     42.4869825        62
  0.43177491E-09    277.8107453    241.2753382     36.5354070        63
  0.43177957E-09    271.7473355    241.4298796     30.3174559        64
  0.43534354E-09    265.6634056    241.3572323     24.3061734        65
  0.43581090E-09    271.7473438    241.4298621     30.3174817        66
  0.43877758E-09    277.5326614    241.3475622     36.1850992        67
  0.43964868E-09    283.8438127    241.4286131     42.4151996        68
  0.44391114E-09    289.7448370    241.3440050     48.4008320        69
  0.44397448E-09    295.4855942    241.3954605     54.0901337        70
  0.44557454E-09    289.6550713    241.3578299     48.2972414        71
  0.44624946E-09    295.4856229    241.3954557     54.0901673        72
  0.44890928E-09    301.8244057    241.3477684     60.4766372        73
  0.44923029E-09    308.1503708    241.3034612     66.8469096        74
