 #  Elapsed Time    Sqr Displ.      Sqr Displ.  KMC step
 #  ************    ***Total***       Atom Ni   ********
  0.00000000E+00      0.0000000      0.0000000         0
  0.25129850E-12      6.0505531      6.0505531         1
  0.62305461E-12     12.0862205     12.0862205         2
  0.42928839E-11     18.0523951     18.0523951         3
  0.43757463E-11     24.1056329     24.1056329         4
  0.63870696E-11     30.1926530     30.1926530         5
  0.66388969E-11     24.1056301     24.1056301         6
  0.77102197E-11     30.2196886     30.2196886         7
  0.85749019E-11     36.4676552     36.4676552         8
  0.97390928E-11     30.5044482     30.5044482         9
  0.10185699E-10     24.4171527     24.4171527        10
  0.10960194E-10     30.4496800     30.4496800        11
  0.12525445E-10     36.5869244     36.5869244        12
  0.13344764E-10     42.5920862     42.5920862        13
  0.15010944E-10     48.7003335     48.7003335        14
  0.16496154E-10     42.4964134     42.4964134        15
  0.17659818E-10     48.6561949     48.6561949        16
  0.17911215E-10     54.7707344     54.7707344        17
  0.18456352E-10     60.8524932     60.8524932        18
  0.18902531E-10     66.9502145     66.9502145        19
  0.19371345E-10     73.1552116     73.1552116        20
  0.19388028E-10     79.2645944     79.2645944        21
  0.19695934E-10     85.4396235     85.4396235        22
  0.20410891E-10     79.3139700     79.3139700        23
  0.21180348E-10     85.5009452     85.5009452        24
  0.21217816E-10     91.6273435     91.6273435        25
  0.22887468E-10     97.8175473     97.8175473        26
  0.23772185E-10    104.0103450    104.0103450        27
  0.25805111E-10    110.3730442    110.3730442        28
  0.26104726E-10    116.2483155    116.2483155        29
  0.27003771E-10    122.4712728    122.4712728        30
  0.27020944E-10    128.3775303    128.3775303        31
  0.27411852E-10    134.6209811    134.6209811        32
  0.27475398E-10    140.9805646    140.9805646        33
  0.27763677E-10    146.9350718    146.9350718        34
  0.29316597E-10    141.0833597    141.0833597        35
  0.30330373E-10    147.2068414    147.2068414        36
  0.31581193E-10    153.3886532    153.3886532        37
  0.32155153E-10    159.7160902    159.7160902        38
  0.32455090E-10    165.8665008    165.8665008        39
  0.32544622E-10    172.1507752    172.1507752        40
  0.33057683E-10    178.2751548    178.2751548        41
  0.33874286E-10    184.3779050    184.3779050        42
  0.34527842E-10    190.6037291    190.6037291        43
  0.34555361E-10    196.4069684    196.4069684        44
  0.34759990E-10    196.4800216    196.4800216        45
  0.34766468E-10    202.5841314    202.5841314        46
  0.35542020E-10    208.8349725    208.8349725        47
  0.35676467E-10    202.9988213    202.9988213        48
  0.36626583E-10    208.8122994    208.8122994        49
  0.37552698E-10    208.9676001    208.9676001        50
  0.38832472E-10    203.0380236    203.0380236        51
  0.38912406E-10    208.8848393    208.8848393        52
  0.39154992E-10    209.0725283    209.0725283        53
  0.39226732E-10    215.3132222    215.3132222        54
  0.39752325E-10    209.0725285    209.0725285        55
  0.39828136E-10    215.2837460    215.2837460        56
  0.39895039E-10    215.2196680    215.2196680        57
  0.40157548E-10    215.1733770    215.1733770        58
  0.40753590E-10    221.4299956    221.4299956        59
  0.40945432E-10    227.6145029    227.6145029        60
  0.41068436E-10    234.0168127    234.0168127        61
  0.41251819E-10    240.2000141    240.2000141        62
