# Time-averaged data for fix 1
# TimeStep c_msd_all[1] c_msd_all[2] c_msd_all[3] c_msd_all[4]
1000 0.0200021 0.0260747 0.0157977 0.0618745
2000 0.0219051 0.0203684 0.0224603 0.0647339
3000 0.03177 0.0372677 0.027111 0.0961488
4000 0.0373291 0.0336738 0.0316292 0.102632
5000 0.0326324 0.0337425 0.0303134 0.0966883
6000 0.0278293 0.0310588 0.0273415 0.0862297
7000 0.0333116 0.0302263 0.0300265 0.0935644
8000 0.0299499 0.0357549 0.0338714 0.0995762
9000 0.0306659 0.0294591 0.0271906 0.0873156
10000 0.0316791 0.0331631 0.0357675 0.10061
11000 0.0319728 0.0300114 0.0356024 0.0975866
12000 0.028035 0.0298427 0.0396934 0.0975712
13000 0.0346328 0.0376308 0.0431248 0.115388
14000 0.0390096 0.0366727 0.0385728 0.114255
15000 0.0359971 0.0343874 0.031921 0.102305
16000 0.0294217 0.0335816 0.0274813 0.0904846
17000 0.03585 0.040385 0.0331391 0.109374
18000 0.0334925 0.029211 0.0306162 0.0933197
19000 0.0340109 0.0340981 0.0367349 0.104844
20000 0.0324201 0.0314213 0.0433103 0.107152
21000 0.0302588 0.0289482 0.0431793 0.102386
22000 0.034312 0.0308866 0.035693 0.100892
23000 0.0352912 0.0329877 0.0342521 0.102531
24000 0.0315749 0.0338662 0.0327803 0.0982215
25000 0.0344822 0.0389081 0.0345198 0.10791
26000 0.0275026 0.0313236 0.0321625 0.0909887
27000 0.0310783 0.0289764 0.0385072 0.098562
28000 0.0328059 0.032377 0.0363297 0.101513
29000 0.0307383 0.0561007 0.0334851 0.120324
30000 0.0355068 0.0561411 0.0340127 0.125661
31000 0.0262488 0.037856 0.0326034 0.0967081
32000 0.0301544 0.031435 0.0309649 0.0925543
33000 0.0288499 0.036168 0.0311365 0.0961545
34000 0.0289559 0.0316358 0.0320307 0.0926225
35000 0.0318862 0.0381629 0.0336894 0.103739
36000 0.0389739 0.0370803 0.0318096 0.107864
37000 0.034614 0.0366089 0.0348547 0.106078
38000 0.0363394 0.033649 0.0342966 0.104285
39000 0.0310193 0.0290383 0.035394 0.0954516
40000 0.0293367 0.0350248 0.0330957 0.0974572
41000 0.0328814 0.0446063 0.0303069 0.107795
42000 0.0378502 0.0378465 0.0363723 0.112069
43000 0.0300413 0.0364855 0.0321647 0.0986915
44000 0.0277764 0.03863 0.0382304 0.104637
45000 0.0328327 0.034792 0.0410149 0.10864
46000 0.0345315 0.0365494 0.0422703 0.113351
47000 0.0363717 0.0356673 0.0337041 0.105743
48000 0.0319467 0.0418196 0.0290741 0.10284
49000 0.0346487 0.0538643 0.0285916 0.117105
50000 0.0333847 0.0522348 0.0268355 0.112455
51000 0.0278675 0.0432757 0.0336503 0.104794
52000 0.0348777 0.03682 0.0355742 0.107272
53000 0.031391 0.0329702 0.0360905 0.100452
54000 0.0342048 0.0455093 0.0359673 0.115681
55000 0.0372569 0.0610164 0.0391942 0.137468
56000 0.0358604 0.0675238 0.0336495 0.137034
57000 0.0364637 0.0466367 0.0318786 0.114979
58000 0.0409293 0.0303458 0.0331518 0.104427
59000 0.0343873 0.0359092 0.0296821 0.0999786
60000 0.0321401 0.0505467 0.0306729 0.11336
61000 0.0340803 0.0444983 0.0381375 0.116716
62000 0.03261 0.0318732 0.039176 0.103659
63000 0.0303644 0.0273357 0.037693 0.0953931
64000 0.0311239 0.0308086 0.0324681 0.0944005
65000 0.0390217 0.0309826 0.037291 0.107295
66000 0.0424385 0.036006 0.0319182 0.110363
67000 0.0348136 0.0324121 0.0277979 0.0950236
68000 0.0268938 0.0273603 0.0342903 0.0885444
69000 0.0287447 0.0394527 0.0341279 0.102325
70000 0.031322 0.0371591 0.0329781 0.101459
71000 0.0312008 0.0297569 0.0308696 0.0918274
72000 0.030573 0.0276091 0.0337069 0.091889
73000 0.0283831 0.0314803 0.0390019 0.0988653
74000 0.0302228 0.032122 0.0438234 0.106168
75000 0.0317822 0.0329652 0.0415315 0.106279
76000 0.0363917 0.0271432 0.0365341 0.100069
77000 0.0306002 0.0340597 0.0361865 0.100846
78000 0.0292257 0.035231 0.0291314 0.0935881
79000 0.0370308 0.0316024 0.0349751 0.103608
80000 0.0332806 0.0288611 0.0382368 0.100378
81000 0.0356756 0.0360488 0.043969 0.115693
82000 0.0318257 0.038079 0.0428876 0.112792
83000 0.0276987 0.0393332 0.039661 0.106693
84000 0.0384012 0.0316249 0.0384824 0.108508
85000 0.034566 0.0368418 0.0310699 0.102478
86000 0.0394321 0.0423016 0.03354 0.115274
87000 0.0391586 0.0387843 0.028688 0.106631
88000 0.0355052 0.0393094 0.0406314 0.115446
89000 0.0344187 0.0314021 0.039464 0.105285
90000 0.0316668 0.0313953 0.0336841 0.0967463
